Class ID,Preferred Label,Synonyms,Definitions,Obsolete,CUI,Semantic Types,Parents,database_cross_reference,definition,has_alternative_id,has_exact_synonym,has_obo_format_version,has_obo_namespace,has_related_synonym,http://data.bioontology.org/metadata/prefixIRI,http://purl.org/dc/elements/1.1/description,http://purl.org/dc/elements/1.1/title,http://purl.org/dc/terms/license,http://www.geneontology.org/formats/oboInOwl#auto-generated-by,http://www.geneontology.org/formats/oboInOwl#created_by,http://www.geneontology.org/formats/oboInOwl#creation_date,http://www.geneontology.org/formats/oboInOwl#date,http://www.geneontology.org/formats/oboInOwl#default-namespace,http://www.geneontology.org/formats/oboInOwl#id,http://www.geneontology.org/formats/oboInOwl#saved-by,http://www.w3.org/2000/01/rdf-schema#comment,http://www.w3.org/2000/01/rdf-schema#label,http://www.w3.org/2002/07/owl#deprecated,http://www.w3.org/2004/02/skos/core#notation,part_of
http://purl.obolibrary.org/obo/SYMP_0000251,dermal abscess,cutaneous abscess|subcutaneous abscess|dermal abscesses|skin abscess,,false,,,http://purl.obolibrary.org/obo/SYMP_0000488,,,,cutaneous abscess|subcutaneous abscess|dermal abscesses|skin abscess,,symptoms,,,,,,,,,,,SYMP:0000251,,,dermal abscess,,SYMP:0000251,
http://purl.obolibrary.org/obo/SYMP_0000361,progressive emaciation,,,false,,,http://purl.obolibrary.org/obo/SYMP_0000360,,,,,,symptoms,,,,,,,,,,,SYMP:0000361,,,progressive emaciation,,SYMP:0000361,
http://purl.obolibrary.org/obo/SYMP_0000344,palpebral edema,edema of the eyelid,,false,,,http://purl.obolibrary.org/obo/SYMP_0000538,,,,edema of the eyelid,,symptoms,,,,,,,,,,,SYMP:0000344,,,palpebral edema,,SYMP:0000344,
http://purl.obolibrary.org/obo/SYMP_0000831,nociceptive pain,,"Nociceptive pain is a pain originated other than peripheral and central nervous system, caused by activation of nociceptive fibers.",false,,,http://purl.obolibrary.org/obo/SYMP_0000099,,"Nociceptive pain is a pain originated other than peripheral and central nervous system, caused by activation of nociceptive fibers.",,,,symptoms,,,,,,,,,,,SYMP:0000831,,,nociceptive pain,,SYMP:0000831,
http://purl.obolibrary.org/obo/SYMP_0000721,moderate anemia,,,false,,,http://purl.obolibrary.org/obo/SYMP_0000208,,,,,,symptoms,,,,,,,,,,,SYMP:0000721,,,moderate anemia,,SYMP:0000721,
http://purl.obolibrary.org/obo/SYMP_0019142,adenopathy,lymphadenopathy,,false,,,http://purl.obolibrary.org/obo/SYMP_0019141,,,,lymphadenopathy,,symptoms,,,,,,,,,,,SYMP:0019142,,,adenopathy,,SYMP:0019142,
http://purl.obolibrary.org/obo/SYMP_0000478,abdominal swelling,,,false,,,http://purl.obolibrary.org/obo/SYMP_0000461,UMLS_ICD9CM_2005_AUI:A0243858|UMLS_CUI:C0476310|SyOID:2047|ICD9CM_2005:789.3,,,,,symptoms,,,,,,,,,,,SYMP:0000478,,,abdominal swelling,,SYMP:0000478,
http://purl.obolibrary.org/obo/SYMP_0000495,urethral discharge,,,false,,,http://purl.obolibrary.org/obo/SYMP_0000486,SyOID:13756|UMLS_ICD9CM_2005_AUI:A0266251|UMLS_CUI:C0152447|ICD9CM_2005:788.7,,,,,symptoms,,,,,,,,,,,SYMP:0000495,,,urethral discharge,,SYMP:0000495,
http://purl.obolibrary.org/obo/SYMP_0000348,throat muscle paralysis,,,false,,,http://purl.obolibrary.org/obo/SYMP_0000030,,,,,,symptoms,,,,,,,,,,,SYMP:0000348,,,throat muscle paralysis,,SYMP:0000348,
http://purl.obolibrary.org/obo/SYMP_0000128,conjunctivitis,,doid/symp duplicate,false,,,http://purl.obolibrary.org/obo/SYMP_0019163,,,,,,symptoms,,,,,,,,,,,SYMP:0000128,,doid/symp duplicate,conjunctivitis,,SYMP:0000128,
http://purl.obolibrary.org/obo/SYMP_0000238,continuous profuse salivation,,,false,,,http://purl.obolibrary.org/obo/SYMP_0000373,,,,,,symptoms,,,,,,,,,,,SYMP:0000238,,,continuous profuse salivation,,SYMP:0000238,
http://purl.obolibrary.org/obo/SYMP_0000725,necrosis of jejunum,,,false,,,http://purl.obolibrary.org/obo/SYMP_0000459,,,,,,symptoms,,,,,,,,,,,SYMP:0000725,,,necrosis of jejunum,,SYMP:0000725,
http://purl.obolibrary.org/obo/SYMP_0000835,hypoalgesia,,Hypoalgesia is a general symptom where there is a diminished sensitivity to painful stimulation.,false,,,http://purl.obolibrary.org/obo/SYMP_0000892,,Hypoalgesia is a general symptom where there is a diminished sensitivity to painful stimulation.,,,,symptoms,,,,,,,,,,,SYMP:0000835,,,hypoalgesia,,SYMP:0000835,
http://purl.obolibrary.org/obo/SYMP_0000818,localized superficial mass,,,false,,,http://purl.obolibrary.org/obo/SYMP_0000488,ICD9CM_2005:782.2,,,,,symptoms,,,,,,,,,,,SYMP:0000818,,,localized superficial mass,,SYMP:0000818,
http://purl.obolibrary.org/obo/SYMP_0019173,meningitis,,Meningitis is a nervous system symptom characterized as an inflammation of the meninges and especially of the pia mater and the arachnoid.,false,,,http://purl.obolibrary.org/obo/SYMP_0000480,,Meningitis is a nervous system symptom characterized as an inflammation of the meninges and especially of the pia mater and the arachnoid.,,,,symptoms,,,,,,,,,,,SYMP:0019173,,,meningitis,,SYMP:0019173,
http://purl.obolibrary.org/obo/SYMP_0000481,persistent vegetative state,,,false,,,http://purl.obolibrary.org/obo/SYMP_0000482,UMLS_CUI:C0242670|ICD9CM_2005:780.03|UMLS_ICD9CM_2005_AUI:A0446160|SyOID:12823,,,,,symptoms,,,,,,,,,,,SYMP:0000481,,,persistent vegetative state,,SYMP:0000481,
http://purl.obolibrary.org/obo/SYMP_0000591,left upper quadrant abdominal tenderness,,,false,,,http://purl.obolibrary.org/obo/SYMP_0000484,UMLS_CUI:C0238566|UMLS_ICD9CM_2005_AUI:A0637156|SyOID:6558|ICD9CM_2005:789.62,,,,,symptoms,,,,,,,,,,,SYMP:0000591,,,left upper quadrant abdominal tenderness,,SYMP:0000591,
http://purl.obolibrary.org/obo/SYMP_0000334,muscle necrosis,myonecrosis,,false,,,http://purl.obolibrary.org/obo/SYMP_0000183,,,,myonecrosis,,symptoms,,,,,,,,,,,SYMP:0000334,,,muscle necrosis,,SYMP:0000334,
http://purl.obolibrary.org/obo/SYMP_0000317,leukopenia,low white blood cell count,doid/symp duplicate,false,,,http://purl.obolibrary.org/obo/SYMP_0019139,,,,low white blood cell count,,symptoms,,,,,,,,,,,SYMP:0000317,,doid/symp duplicate,leukopenia,,SYMP:0000317,
http://purl.obolibrary.org/obo/SYMP_0000000,cellulitis,,Cellulitis is a musculoskeletal system symptom characterized as a diffuse and especially subcutaneous inflammation of connective tissue.|doid/symp duplicate,false,,,http://purl.obolibrary.org/obo/SYMP_0000891,,Cellulitis is a musculoskeletal system symptom characterized as a diffuse and especially subcutaneous inflammation of connective tissue.,,,,symptoms,,,,,,,,,,,SYMP:0000000,,doid/symp duplicate,cellulitis,,SYMP:0000000,
http://purl.obolibrary.org/obo/SYMP_0000821,swelling in chest,,,false,,,http://purl.obolibrary.org/obo/SYMP_0000514,ICD9CM_2005:<new dbxref>,,,,,symptoms,,,,,,,,,,,SYMP:0000821,,,swelling in chest,,SYMP:0000821,
http://purl.obolibrary.org/obo/SYMP_0000804,generalized abdominal mass,,,false,,,http://purl.obolibrary.org/obo/SYMP_0000798,,,,,,symptoms,,,,,,,,,,,SYMP:0000804,,,generalized abdominal mass,,SYMP:0000804,
http://purl.obolibrary.org/obo/SYMP_0000855,metrorrhagia,,Metrorrhagia is a menorrhagia characterized by an irregular uterine bleeding especially between menstrual periods.,false,,,http://purl.obolibrary.org/obo/SYMP_0000756,,Metrorrhagia is a menorrhagia characterized by an irregular uterine bleeding especially between menstrual periods.,,,,symptoms,,,,,,,,,,,SYMP:0000855,,,metrorrhagia,,SYMP:0000855,
http://purl.obolibrary.org/obo/SYMP_0000275,atonic seizure,,,false,,,http://purl.obolibrary.org/obo/SYMP_0000267,,,,,,symptoms,,,,,,,,,,,SYMP:0000275,,,atonic seizure,,SYMP:0000275,
http://purl.obolibrary.org/obo/SYMP_0000148,obsolete sudden onset of fever,,,true,,,,,,,,,symptoms,,,,,,,,,,,SYMP:0000148,,,obsolete sudden onset of fever,true,SYMP:0000148,
http://purl.obolibrary.org/obo/SYMP_0000258,double vision,diplopia,,false,,,http://purl.obolibrary.org/obo/SYMP_0000320,,,,diplopia,,symptoms,,,,,,,,,,,SYMP:0000258,,,double vision,,SYMP:0000258,
http://purl.obolibrary.org/obo/SYMP_0000385,throat symptom,,,false,,,http://purl.obolibrary.org/obo/SYMP_0000597,,,,,,symptoms,,,,,,,,,,,SYMP:0000385,,,throat symptom,,SYMP:0000385,
http://purl.obolibrary.org/obo/SYMP_0000368,proximal paralysis of arm and leg,,,false,,,http://purl.obolibrary.org/obo/SYMP_0000030,,,,,,symptoms,,,,,,,,,,,SYMP:0000368,,,proximal paralysis of arm and leg,,SYMP:0000368,
http://purl.obolibrary.org/obo/SYMP_0000165,upper respiratory distress,,,true,,,,,,,,,symptoms,,,,,,,,,,,SYMP:0000165,,,upper respiratory distress,true,SYMP:0000165,
http://purl.obolibrary.org/obo/SYMP_0000018,darkening of skin,,,false,,,http://purl.obolibrary.org/obo/SYMP_0000488,,,,,,symptoms,,,,,,,,,,,SYMP:0000018,,,darkening of skin,,SYMP:0000018,
http://purl.obolibrary.org/obo/SYMP_0000762,excess lymphocytes in cerebrospinal fluid,,,false,,,http://purl.obolibrary.org/obo/SYMP_0000761,,,,,,symptoms,,,,,,,,,,,SYMP:0000762,,,excess lymphocytes in cerebrospinal fluid,,SYMP:0000762,
http://purl.obolibrary.org/obo/SYMP_0000872,icteric skin,,Yellowed skin due to bile or bilirubin accumulation.,false,,,http://purl.obolibrary.org/obo/SYMP_0000488,,Yellowed skin due to bile or bilirubin accumulation.,,,,symptoms,,,,,,,,,,,SYMP:0000872,,,icteric skin,,SYMP:0000872,
http://purl.obolibrary.org/obo/SYMP_0000745,change in body sensation,,,false,,,http://purl.obolibrary.org/obo/SYMP_0000567,,,,,,symptoms,,,,,,,,,,,SYMP:0000745,,,change in body sensation,,SYMP:0000745,
http://purl.obolibrary.org/obo/SYMP_0000505,throat pain,sore throat,Throat pain is a pain that is characterized by a painful throat due to inflammation of the fauces and pharynx.,false,,,http://purl.obolibrary.org/obo/SYMP_0000099,UMLS_CUI:C0242429|UMLS_ICD9CM_2005_AUI:A0284175|SyOID:14724|ICD9CM_2005:784.1,Throat pain is a pain that is characterized by a painful throat due to inflammation of the fauces and pharynx.,,sore throat,,symptoms,,,,,,,,,,,SYMP:0000505,,,throat pain,,SYMP:0000505,
http://purl.obolibrary.org/obo/SYMP_0000615,lack of coordination,,,false,,,http://purl.obolibrary.org/obo/SYMP_0000079,UMLS_ICD9CM_2005_AUI:A0243769|UMLS_CUI:C0520966|SyOID:8758|ICD9CM_2005:781.3,,,,,symptoms,,,,,,,,,,,SYMP:0000615,,,lack of coordination,,SYMP:0000615,
http://purl.obolibrary.org/obo/SYMP_0000841,reactive hyperemia,,Reactive hyperemia is a hyperemia occuring due to the dilation of arteriolar smooth muscle to increase blood flow in response to a profound increase in blood flow to an organ after being occluded. There will be a shortage of oxygen and a build-up of metabolic waste.,false,,,http://purl.obolibrary.org/obo/SYMP_0000299,,Reactive hyperemia is a hyperemia occuring due to the dilation of arteriolar smooth muscle to increase blood flow in response to a profound increase in blood flow to an organ after being occluded. There will be a shortage of oxygen and a build-up of metabolic waste.,,,,symptoms,,,,,,,,,,,SYMP:0000841,,,reactive hyperemia,,SYMP:0000841,
http://purl.obolibrary.org/obo/SYMP_0000261,dry mucous membrane,dry mucous membranes,,false,,,http://purl.obolibrary.org/obo/SYMP_0000488,,,,dry mucous membranes,,symptoms,,,,,,,,,,,SYMP:0000261,,,dry mucous membrane,,SYMP:0000261,
http://purl.obolibrary.org/obo/SYMP_0000244,alteration of appetite,,,false,,,http://purl.obolibrary.org/obo/SYMP_0000473,,,,,,symptoms,,,,,,,,,,,SYMP:0000244,,,alteration of appetite,,SYMP:0000244,
http://purl.obolibrary.org/obo/SYMP_0000354,pneumonitis,inflammation of lung tissue,"Pneumonitis is a respiratory system and chest symptom characterized by an inflammation of lung tissue. Pneumonia is one type of pneumonitis caused by an infection. Many other factors can cause pneumonitis, including breathing in animal dander, inhaling small food particles ""down the wrong pipe"" and receiving radiation therapy to your chest.|Condition or symptom or both ?",false,,,http://purl.obolibrary.org/obo/SYMP_0000514,,"Pneumonitis is a respiratory system and chest symptom characterized by an inflammation of lung tissue. Pneumonia is one type of pneumonitis caused by an infection. Many other factors can cause pneumonitis, including breathing in animal dander, inhaling small food particles ""down the wrong pipe"" and receiving radiation therapy to your chest.",,inflammation of lung tissue,,symptoms,,,,,,,,,,,SYMP:0000354,,Condition or symptom or both ?,pneumonitis,,SYMP:0000354,
http://purl.obolibrary.org/obo/SYMP_0000371,respiratory paralysis,,,false,,,http://purl.obolibrary.org/obo/SYMP_0000030,,,,,,symptoms,,,,,,,,,,,SYMP:0000371,,,respiratory paralysis,,SYMP:0000371,
http://purl.obolibrary.org/obo/SYMP_0000265,absence seizure,petit mal seizure,,false,,,http://purl.obolibrary.org/obo/SYMP_0000267,,,,petit mal seizure,,symptoms,,,,,,,,,,,SYMP:0000265,,,absence seizure,,SYMP:0000265,
http://purl.obolibrary.org/obo/SYMP_0000248,decreased conscious proprioception,,Decreased conscious proprioception is a proprioception symptom characterized as a decreased ability of an organism to consciously process the reception of stimuli produced within the organism.,false,,,http://purl.obolibrary.org/obo/SYMP_0000247,,Decreased conscious proprioception is a proprioception symptom characterized as a decreased ability of an organism to consciously process the reception of stimuli produced within the organism.,,,,symptoms,,,,,,,,,,,SYMP:0000248,,,decreased conscious proprioception,,SYMP:0000248,
http://purl.obolibrary.org/obo/SYMP_0000375,severe abdominal cramp,,,false,,,http://purl.obolibrary.org/obo/SYMP_0000001,,,,,,symptoms,,,,,,,,,,,SYMP:0000375,,,severe abdominal cramp,,SYMP:0000375,
http://purl.obolibrary.org/obo/SYMP_0000358,premature labor,,Premature labor is a reproductive system symptom characterized by labor occurring before 37 full weeks of pregnancy.,false,,,http://purl.obolibrary.org/obo/SYMP_0000196,,Premature labor is a reproductive system symptom characterized by labor occurring before 37 full weeks of pregnancy.,,,,symptoms,,,,,,,,,,,SYMP:0000358,,,premature labor,,SYMP:0000358,
http://purl.obolibrary.org/obo/SYMP_0000862,referred pain,,Referred pain is a pain where pain is subjectively localized in one region though due to irritation in another region.,false,,,http://purl.obolibrary.org/obo/SYMP_0000099,,Referred pain is a pain where pain is subjectively localized in one region though due to irritation in another region.,,,,symptoms,,,,,,,,,,,SYMP:0000862,,,referred pain,,SYMP:0000862,
http://purl.obolibrary.org/obo/SYMP_0000718,loss of consciousness,,,false,,,http://purl.obolibrary.org/obo/SYMP_0000410,,,,,,symptoms,,,,,,,,,,,SYMP:0000718,,,loss of consciousness,,SYMP:0000718,
http://purl.obolibrary.org/obo/SYMP_0000735,suppurative pneumonia,,,false,,,http://purl.obolibrary.org/obo/SYMP_0019168,,,,,,symptoms,,,,,,,,,,,SYMP:0000735,,,suppurative pneumonia,,SYMP:0000735,
http://purl.obolibrary.org/obo/SYMP_0000845,hyperemia of the neck,,Hyperemia of the neck is a neck symptom consisting of an excess of blood in the tissues of the neck as from an increased flow of blood due to vasodilation.,false,,,http://purl.obolibrary.org/obo/SYMP_0000384,,Hyperemia of the neck is a neck symptom consisting of an excess of blood in the tissues of the neck as from an increased flow of blood due to vasodilation.,,,,symptoms,,,,,,,,,,,SYMP:0000845,,,hyperemia of the neck,,SYMP:0000845,
http://purl.obolibrary.org/obo/SYMP_0000828,sore eyes,,Sore eyes is a eye symptom characterized by an inflammation of the thin covering of the eyeball and the inner eyelid brought about by a viral infection which may be highly contagious.,false,,,http://purl.obolibrary.org/obo/SYMP_0019163,,Sore eyes is a eye symptom characterized by an inflammation of the thin covering of the eyeball and the inner eyelid brought about by a viral infection which may be highly contagious.,,,,symptoms,,,,,,,,,,,SYMP:0000828,,,sore eyes,,SYMP:0000828,
http://purl.obolibrary.org/obo/SYMP_0019166,ulcerations,ulcer|ulcers,,true,,,,,,,ulcer|ulcers,,symptoms,,,,,,,,,,,SYMP:0019166,,,ulcerations,true,SYMP:0019166,
http://purl.obolibrary.org/obo/SYMP_0019183,hyperactivity,,"A behavioral symptom that is characterized by increased movement, impulsive actions, and a shorter attention span, and being easily distracted.",false,,,http://purl.obolibrary.org/obo/SYMP_0019182,,"A behavioral symptom that is characterized by increased movement, impulsive actions, and a shorter attention span, and being easily distracted.",,,,,,SYMP:0019183,,,,,,,,,,,,hyperactivity,,,
http://purl.obolibrary.org/obo/SYMP_0000139,sneezing,,Sneezing is a respiratory system and chest symptom characterized by a sudden violent spasmodic audible expiration of breath through the nose and mouth especially as a reflex act following irritation of the nasal mucous membrane.,false,,,http://purl.obolibrary.org/obo/SYMP_0000514,,Sneezing is a respiratory system and chest symptom characterized by a sudden violent spasmodic audible expiration of breath through the nose and mouth especially as a reflex act following irritation of the nasal mucous membrane.,,,,symptoms,,,,,,,,,,,SYMP:0000139,,,sneezing,,SYMP:0000139,
http://purl.obolibrary.org/obo/SYMP_0000156,thirst,,Thirst is a general symptom characterized by a sensation of dryness in the mouth and throat associated with a desire for liquids.,false,,,http://purl.obolibrary.org/obo/SYMP_0000567,,Thirst is a general symptom characterized by a sensation of dryness in the mouth and throat associated with a desire for liquids.,,,,symptoms,,,,,,,,,,,SYMP:0000156,,,thirst,,SYMP:0000156,
http://purl.obolibrary.org/obo/SYMP_0000009,blister,blister,Blister is a skin and integumentary tissue symptom characterized as a fluid-filled elevation of the epidermis.,false,,,http://purl.obolibrary.org/obo/SYMP_0000488,,Blister is a skin and integumentary tissue symptom characterized as a fluid-filled elevation of the epidermis.,,blister,,symptoms,,,,,,,,,,,SYMP:0000009,,,blister,,SYMP:0000009,
http://purl.obolibrary.org/obo/SYMP_0000753,intense anxiety,,,false,,,http://purl.obolibrary.org/obo/SYMP_0000412,,,,,,symptoms,,,,,,,,,,,SYMP:0000753,,,intense anxiety,,SYMP:0000753,
http://purl.obolibrary.org/obo/SYMP_0000612,periumbilic abdominal rigidity,,,false,,,http://purl.obolibrary.org/obo/SYMP_0000454,ICD9CM_2005:789.45|UMLS_ICD9CM_2005_AUI:A0637146|SyOID:7684|UMLS_CUI:C0375569,,,,,symptoms,,,,,,,,,,,SYMP:0000612,,,periumbilic abdominal rigidity,,SYMP:0000612,
http://purl.obolibrary.org/obo/SYMP_0000502,mixed incontinence (female) (male),,,false,,,http://purl.obolibrary.org/obo/SYMP_0000492,UMLS_ICD9CM_2005_AUI:A0745756|ICD9CM_2005:788.33|UMLS_CUI:C0375550|SyOID:14552,,,,,symptoms,,,,,,,,,,,SYMP:0000502,,,mixed incontinence (female) (male),,SYMP:0000502,
http://purl.obolibrary.org/obo/SYMP_0019174,chills,rigors,,false,,,http://purl.obolibrary.org/obo/SYMP_0000567,,,,rigors,,symptoms,,,,,,,,,,,SYMP:0019174,,,chills,,SYMP:0019174,
http://purl.obolibrary.org/obo/SYMP_0000588,extravasation of urine,,,false,,,http://purl.obolibrary.org/obo/SYMP_0000486,ICD9CM_2005:788.8|UMLS_CUI:C0152245|SyOID:5972|UMLS_ICD9CM_2005_AUI:A0284259,,,,,symptoms,,,,,,,,,,,SYMP:0000588,,,extravasation of urine,,SYMP:0000588,
http://purl.obolibrary.org/obo/SYMP_0000698,decreased sucking,,,false,,,http://purl.obolibrary.org/obo/SYMP_0000522,,,,,,symptoms,,,,,,,,,,,SYMP:0000698,,,decreased sucking,,SYMP:0000698,
http://purl.obolibrary.org/obo/SYMP_0000496,epigastric abdominal tenderness,,,false,,,http://purl.obolibrary.org/obo/SYMP_0000484,ICD9CM_2005:789.66|UMLS_ICD9CM_2005_AUI:A0637153|UMLS_CUI:C0239280|SyOID:13991,,,,,symptoms,,,,,,,,,,,SYMP:0000496,,,epigastric abdominal tenderness,,SYMP:0000496,
http://purl.obolibrary.org/obo/SYMP_0019156,hematogenous,,,false,,,http://purl.obolibrary.org/obo/SYMP_0019139,,,,,,symptoms,,,,,,,,,,,SYMP:0019156,,,hematogenous,,SYMP:0019156,
http://purl.obolibrary.org/obo/SYMP_0000146,feces and droppings symptom,fecal,,false,,,http://purl.obolibrary.org/obo/SYMP_0000459,,,,fecal,,symptoms,,,,,,,,,,,SYMP:0000146,,,feces and droppings symptom,,SYMP:0000146,
http://purl.obolibrary.org/obo/SYMP_0000129,severe conjunctivitis,,,false,,,http://purl.obolibrary.org/obo/SYMP_0000128,,,,,,symptoms,,,,,,,,,,,SYMP:0000129,,,severe conjunctivitis,,SYMP:0000129,
http://purl.obolibrary.org/obo/SYMP_0000239,cornea symptom,,,false,,,http://purl.obolibrary.org/obo/SYMP_0019163,,,,,,symptoms,,,,,,,,,,,SYMP:0000239,,,cornea symptom,,SYMP:0000239,
http://purl.obolibrary.org/obo/SYMP_0000256,diminished gag reflex,,,false,,,http://purl.obolibrary.org/obo/SYMP_0000249,,,,,,symptoms,,,,,,,,,,,SYMP:0000256,,,diminished gag reflex,,SYMP:0000256,
http://purl.obolibrary.org/obo/SYMP_0000349,paraplegia,,doid/symp duplicate,false,,,http://purl.obolibrary.org/obo/SYMP_0000030,,,,,,symptoms,,,,,,,,,,,SYMP:0000349,,doid/symp duplicate,paraplegia,,SYMP:0000349,
http://purl.obolibrary.org/obo/SYMP_0000366,prostatic infection,,,false,,,http://purl.obolibrary.org/obo/SYMP_0000364,,,,,,symptoms,,,,,,,,,,,SYMP:0000366,,,prostatic infection,,SYMP:0000366,
http://purl.obolibrary.org/obo/SYMP_0000032,flaccidity,,,false,,,http://purl.obolibrary.org/obo/SYMP_0000567,,,,,,symptoms,,,,,,,,,,,SYMP:0000032,,,flaccidity,,SYMP:0000032,
http://purl.obolibrary.org/obo/SYMP_0000015,giddiness,,,false,,,http://purl.obolibrary.org/obo/SYMP_0000567,,,,,,symptoms,,,,,,,,,,,SYMP:0000015,,,giddiness,,SYMP:0000015,
http://purl.obolibrary.org/obo/SYMP_0000709,granulomatous inflammation,,,false,,,http://purl.obolibrary.org/obo/SYMP_0000061,,,,,,symptoms,,,,,,,,,,,SYMP:0000709,,,granulomatous inflammation,,SYMP:0000709,
http://purl.obolibrary.org/obo/SYMP_0000726,painful reginal lymphadenopathy,,,false,,,http://purl.obolibrary.org/obo/SYMP_0019142,,,,,,symptoms,,,,,,,,,,,SYMP:0000726,,,painful reginal lymphadenopathy,,SYMP:0000726,
http://purl.obolibrary.org/obo/SYMP_0000743,blotchy red rash,,,false,,,http://purl.obolibrary.org/obo/SYMP_0000487,,,,,,symptoms,,,,,,,,,,,SYMP:0000743,,,blotchy red rash,,SYMP:0000743,
http://purl.obolibrary.org/obo/SYMP_0000819,localized superficial swelling,,,false,,,http://purl.obolibrary.org/obo/SYMP_0000488,ICD9CM_2005:782.2,,,,,symptoms,,,,,,,,,,,SYMP:0000819,,,localized superficial swelling,,SYMP:0000819,
http://purl.obolibrary.org/obo/SYMP_0000836,hyperalgesia,,Hyperalgesia is a general symptom where there is an increased response to a painful stimulus.,false,,,http://purl.obolibrary.org/obo/SYMP_0000892,,Hyperalgesia is a general symptom where there is an increased response to a painful stimulus.,,,,symptoms,,,,,,,,,,,SYMP:0000836,,,hyperalgesia,,SYMP:0000836,
http://purl.obolibrary.org/obo/SYMP_0000853,stress incontinence,,"Stress incontinence is a urinary incontinence characterized by an involuntary leakage of urine from the bladder accompanying physical activity (as in laughing, coughing, sneezing, or physical exercise) which places increased pressure on the abdomen.",false,,,http://purl.obolibrary.org/obo/SYMP_0000492,,"Stress incontinence is a urinary incontinence characterized by an involuntary leakage of urine from the bladder accompanying physical activity (as in laughing, coughing, sneezing, or physical exercise) which places increased pressure on the abdomen.",,,,symptoms,,,,,,,,,,,SYMP:0000853,,,stress incontinence,,SYMP:0000853,
http://purl.obolibrary.org/obo/SYMP_0000602,orthopnea,,Orthopnea is a respiratory abnormality characterized by a difficulty in breathing that occurs when lying down and is relieved upon changing to an upright position (as in congestive heart failure).,false,,,http://purl.obolibrary.org/obo/SYMP_0000598,UMLS_CUI:C0085619|ICD9CM_2005:786.02|UMLS_ICD9CM_2005_AUI:A0004140|SyOID:7245,Orthopnea is a respiratory abnormality characterized by a difficulty in breathing that occurs when lying down and is relieved upon changing to an upright position (as in congestive heart failure).,,,,symptoms,,,,,,,,,,,SYMP:0000602,,,orthopnea,,SYMP:0000602,
http://purl.obolibrary.org/obo/SYMP_0019164,excessive tearing,,doid/symp duplicate,false,,,http://purl.obolibrary.org/obo/SYMP_0019163,,,,,,symptoms,,,,,,,,,,,SYMP:0019164,,doid/symp duplicate,excessive tearing,,SYMP:0019164,
http://purl.obolibrary.org/obo/SYMP_0019147,hematemesis,vomiting blood|bloody vomit|haematemesis,A vomiting where there is vomiting of blood.,false,,,http://purl.obolibrary.org/obo/SYMP_0019145,,A vomiting where there is vomiting of blood.,,vomiting blood|bloody vomit|haematemesis,,symptoms,,,,,,,,,,,SYMP:0019147,,,hematemesis,,SYMP:0019147,
http://purl.obolibrary.org/obo/SYMP_0000170,vesicles on hoof corona,,,true,,,,,,,,,symptoms,,,,,,,,,,,SYMP:0000170,,,vesicles on hoof corona,true,SYMP:0000170,
http://purl.obolibrary.org/obo/SYMP_0000137,slight cough,,,true,,,,,,,,,symptoms,,,,,,,,,,,SYMP:0000137,,,slight cough,true,SYMP:0000137,
http://purl.obolibrary.org/obo/SYMP_0000247,proprioception symptom,,,false,,,http://purl.obolibrary.org/obo/SYMP_0000410,,,,,,symptoms,,,,,,,,,,,SYMP:0000247,,,proprioception symptom,,SYMP:0000247,
http://purl.obolibrary.org/obo/SYMP_0000040,hematuria,,A urinary system symptom characterized by the presence of blood or blood cells in the urine.,false,,,http://purl.obolibrary.org/obo/SYMP_0000486,,A urinary system symptom characterized by the presence of blood or blood cells in the urine.,,,,symptoms,,,,,,,,,,,SYMP:0000040,,,hematuria,,SYMP:0000040,
http://purl.obolibrary.org/obo/SYMP_0000734,stroke,cerebral accident|apoplexy|cerebrovascular accident|brain attack,"Stroke is a nervous system symptom characterized by a sudden diminution or loss of consciousness, sensation, and voluntary motion caused by rupture or obstruction (as by a clot) of a blood vessel of the brain.",false,,,http://purl.obolibrary.org/obo/SYMP_0000480,,"Stroke is a nervous system symptom characterized by a sudden diminution or loss of consciousness, sensation, and voluntary motion caused by rupture or obstruction (as by a clot) of a blood vessel of the brain.",,cerebral accident|apoplexy|cerebrovascular accident|brain attack,,symptoms,,,,,,,,,,,SYMP:0000734,,,stroke,,SYMP:0000734,
http://purl.obolibrary.org/obo/SYMP_0000717,leg swelling,,,false,,,http://purl.obolibrary.org/obo/SYMP_0000716,,,,,,symptoms,,,,,,,,,,,SYMP:0000717,,,leg swelling,,SYMP:0000717,
http://purl.obolibrary.org/obo/SYMP_0000689,cramp,,,false,,,http://purl.obolibrary.org/obo/SYMP_0000567,,,,,,symptoms,,,,,,,,,,,SYMP:0000689,,,cramp,,SYMP:0000689,
http://purl.obolibrary.org/obo/SYMP_0000400,weak cry,,,false,,,http://purl.obolibrary.org/obo/SYMP_0000411,,,,,,symptoms,,,,,,,,,,,SYMP:0000400,,,weak cry,,SYMP:0000400,
http://purl.obolibrary.org/obo/SYMP_0000510,pallor,paleness,Pallor is a skin and integumentary tissue symptom characterized as a deficiency of color especially of the face.,false,,,http://purl.obolibrary.org/obo/SYMP_0000488,SyOID:14889|UMLS_CUI:C0030232|ICD9CM_2005:782.61|UMLS_ICD9CM_2005_AUI:A0096956,Pallor is a skin and integumentary tissue symptom characterized as a deficiency of color especially of the face.,,paleness,,symptoms,,,,,,,,,,,SYMP:0000510,,,pallor,,SYMP:0000510,
