head_id,head_name,relation,tail_id,tail_name
D001393,azole,CID,D008133,prolonged QT interval
D004110,diltiazem,CID,D008133,prolonged QT interval
D001393,azole,CID,D016171,Torsades de pointes
D020117,cisapride,CID,D016757,sudden cardiac death
D004917,erythromycins,CID,D016171,Torsades de pointes
D004917,erythromycins,CID,D008133,prolonged QT interval
D020117,cisapride,CID,D008133,prolonged QT interval
D004917,erythromycins,CID,D016757,sudden cardiac death
D017239,paclitaxel,CID,D000380,agranulocytosis
D016190,carboplatin,CID,D000380,agranulocytosis
D017239,paclitaxel,CID,D007970,leukopenia
D016190,carboplatin,CID,D007970,leukopenia
D016190,carboplatin,CID,D013921,HITT
D016190,carboplatin,CID,D020258,neurotoxic
D017239,paclitaxel,CID,D020258,neurotoxic
D016559,tacrolimus,CID,D003922,(insulin-dependent) diabetes mellitus
D016559,tacrolimus,CID,D011537,pruritus
D016559,tacrolimus,CID,D008232,post-transplant lmphoproliferate disease
D016559,tacrolimus,CID,D009202,myocardial injury
D016559,tacrolimus,CID,D020258,neurotoxic
D016559,tacrolimus,CID,D005767,gastrointestinal disorder
D016559,tacrolimus,CID,D056486,hepatitis
D014031,tobramycin,CID,D006311,audiovisual toxicity
D009428,netilmicin,CID,D006311,audiovisual toxicity
D009428,netilmicin,CID,D007674,nephropathy
D010878,piperacillin sodium,CID,D006311,audiovisual toxicity
D010878,piperacillin sodium,CID,D007674,nephropathy
D014031,tobramycin,CID,D007674,nephropathy
C044946,benazapril,CID,D000799,Angioedema
D017311,amlodipine,CID,D000799,Angioedema
C044946,benazapril,CID,D007410,intestinal
D017311,amlodipine,CID,D007410,intestinal
D017392,thiobarbituric acid reactive substances,CID,D056486,hepatitis
D014635,valproic acid,CID,D005234,fatty change
D014635,valproic acid,CID,D009336,necrosis
C075750,15-F(2t)-isoprostane,CID,D056486,hepatitis
D008054,lipid hydroperoxides,CID,D056486,hepatitis
C012052,amisulpride,CID,D006973,hyper- or hypotension
C012052,amisulpride,CID,D014839,vomiting
C012052,amisulpride,CID,D006261,headache
D063325,tiapride,CID,D014839,vomiting
D063325,tiapride,CID,D006261,headache
D063325,tiapride,CID,D006973,hyper- or hypotension
D003042,cocaine,CID,D011605,psychoses
D000661,amphetamine,CID,D011605,psychoses
D004110,diltiazem,CID,D062787,overdosage
D004110,diltiazem,CID,D006323,cardiac asystole
D004110,diltiazem,CID,D001919,tachy- or bradycardia
D009288,naproxen,CID,D007681,renal papillary necrosis
D014700,verapamil,CID,D007022,hyper- or hypotension
D000319,beta-adrenergic blocking drugs,CID,D006333,heart failure
D014700,verapamil,CID,D006333,heart failure
D000319,beta-adrenergic blocking drugs,CID,D007022,hyper- or hypotension
D000319,beta-adrenergic blocking drugs,CID,D001919,tachy- or bradycardia
D001539,bendrofluazide,CID,D007172,Impotence
D011433,propranolol,CID,D011928,Raynaud's phenomenon
D001539,bendrofluazide,CID,D018149,glucose tolerance curves
D001539,bendrofluazide,CID,D006073,gout
D011433,propranolol,CID,D007172,Impotence
D011433,propranolol,CID,D004417,dyspnea
D020927,dexmedetomidine,CID,D007022,hyper- or hypotension
D002738,chloroquine,CID,D018908,weakness
D002738,chloroquine,CID,D009133,muscle wastage
C059262,cidofovir,CID,D058186,acute renal failure
C059262,cidofovir,CID,D009503,neutropenia
D000638,amiodarone,CID,D002779,cholestasis
D000638,amiodarone,CID,D056486,hepatitis
D000638,amiodarone,CID,D008103,cirrhosis of the liver
D000638,amiodarone,CID,D005234,fatty change
D009020,morphine,CID,D002375,parkinsonian catalepsy
D007649,ketamine,CID,D002375,parkinsonian catalepsy
D014640,vancomycin,CID,D058186,acute renal failure
C418563,tenofovir disoproxil fumarate,CID,D058186,acute renal failure
D008727,Methotrexate,CID,D056784,leukoencephalopathy
D005472,5-fluorouracil,CID,D056784,leukoencephalopathy
C110904,capecitabine,CID,D056784,leukoencephalopathy
D012254,ribavirin,CID,D000743,hemolytic anemia
D007372,interferon,CID,D000743,hemolytic anemia
C019248,pamidronate,CID,D006996,hypocalcemia
D002119,Calcium carbonate,CID,D006934,hypercalcemia
D016898,interferon-alpha,CID,D000743,hemolytic anemia
D008550,melatonin,CID,D002389,catatonia
D012701,serotonin,CID,D002389,catatonia
D004298,dopamine,CID,D002389,catatonia
D007649,ketamine,CID,D002389,catatonia
C020976,azelastine,CID,D006970,Drowsiness
C020976,azelastine,CID,D013651,altered taste perception
D017693,Sodium bicarbonate,CID,D053040,nephrolithiasis
D017693,Sodium bicarbonate,CID,D006934,hypercalcemia
D002119,Calcium carbonate,CID,D053040,nephrolithiasis
D003473,nondepolarizing neuromuscular blocking agents,CID,D018908,weakness
D000305,corticosteroids,CID,D009135,fibrous myopathy
D003473,nondepolarizing neuromuscular blocking agents,CID,D009468,neuromuscular disease
D015232,Prostaglandin E2,CID,D053201,bladder hyperactivity
D006852,hydrochlorothiazide,CID,D007008,hypokalemia
D006852,hydrochlorothiazide,CID,D001145,cardiac arrhythmia
D002752,chlorthalidone,CID,D018879,premature ventricular contractions
D013874,sodium pentothal,CID,D012133,respiratory paralysis
D015232,Prostaglandin E2,CID,D006930,secondary hyperalgesia
D015230,Prostaglandin D2,CID,D006930,secondary hyperalgesia
D000420,salbutamol,CID,D013617,supraventricular tachyarrhythmias
D002945,Cisplatin,CID,D058186,acute renal failure
D015742,propofol,CID,D003693,delirium
D015742,propofol,CID,D011183,postoperative delirium
C471405,sorafenib,CID,D003329,coronary spasm
D009643,norfloxacin,CID,D001008,anxiety
D002939,ciprofloxacin,CID,D001008,anxiety
D015215,zidovudine,CID,D002311,dilated cardiomyopathy
D014635,valproic acid,CID,D002819,choreoathetosis
D011692,puromycin aminonucleoside,CID,D000860,hypoxia
D008942,mitoxantrone,CID,D006331,impaired heart function
D003520,cyclophosphamide,CID,D006331,impaired heart function
D018818,fenoldopam,CID,D001167,arteritis
D013806,theophylline,CID,D001167,arteritis
D006495,Low-molecular-weight heparin,CID,D006470,HC
D006495,Low-molecular-weight heparin,CID,D013923,thromboembolic
C052342,topiramate,CID,D053040,nephrolithiasis
D000666,amphotericin,CID,D007008,hypokalemia
D007608,kainic acid,CID,D012640,seizures
D018967,risperidone,CID,D006966,hyperprolactinemic
D008687,Metformin,CID,D041781,Cholestatic jaundice
D008687,Metformin,CID,D002779,cholestasis
D020888,gamma-vinyl GABA,CID,D014786,audiovisual toxicity
D001058,apomorphine,CID,D004409,hyper- or dyskinetic
D004317,adriamycin,CID,D028361,mitochondrial dysfunction
D004317,adriamycin,CID,D001919,tachy- or bradycardia
D007538,Isoniazid,CID,D001919,tachy- or bradycardia
D007538,Isoniazid,CID,D007022,hyper- or hypotension
D005492,folate,CID,D012640,seizures
D005492,folate,CID,D008180,lupus erythematosus
D020117,cisapride,CID,D015746,abdominal pain
D004917,erythromycins,CID,D005759,gastroenteritis
D017291,Clarithromycin,CID,D017180,ventricular tachycardia
D008094,lithium,CID,D018500,nephrogenic diabetes insipidus
D003975,diazepam,CID,D014652,renovascular disease
D008874,midazolam,CID,D014652,renovascular disease
D005665,furosemide,CID,D012206,rhabdomyolysis
D005665,furosemide,CID,D013746,tetanic
D007213,Indomethacin,CID,D007674,nephropathy
D007612,kanamycin,CID,D007674,nephropathy
D005839,gentamicin,CID,D007674,nephropathy
D010042,ouabain,CID,D001145,cardiac arrhythmia
D003276,Oral contraceptives,CID,D002819,choreoathetosis
D000661,amphetamine,CID,D002819,choreoathetosis
D000643,NH4CL,CID,D003128,coma
D011441,propylthiouracil,CID,D014657,vasculitis
D003907,RD,CID,D009422,neuropathy
D013256,steroid,CID,D018658,ventricular septal defect
D004329,droperidol,CID,D000799,Angioedema
D017291,Clarithromycin,CID,D006212,hallucinations
D005047,Etoposide,CID,D009203,myocardial infarction
D004077,digoxin,CID,D020018,low sexual desire
D007213,Indomethacin,CID,D000741,aplastic anemia
D014042,tolazamide,CID,D014899,Wernicke's encephalopathy
D004837,epinephrine,CID,D017202,myocardial ischemia
D000661,amphetamine,CID,D009069,Parkinson disability
D008094,lithium,CID,D007037,hypothyroidism
D011433,propranolol,CID,D000647,amnesia
D007649,ketamine,CID,D013610,tachy- or bradycardia
D011224,Prazosin,CID,D007024,orthostatic hypotension
C014282,cirazoline,CID,D001919,tachy- or bradycardia
C056299,Abbott-53693,CID,D006973,hyper- or hypotension
C056299,Abbott-53693,CID,D001919,tachy- or bradycardia
C014282,cirazoline,CID,D006973,hyper- or hypotension
D004958,17beta-estradiol,CID,D002341,internal carotid artery thrombosis
D004958,17beta-estradiol,CID,D002544,Infarcts in substantia nigra pars reticulata
D011374,progesterone,CID,D002543,cranial hemorrhage
D011374,progesterone,CID,D012851,Cerebral sinus thrombosis
D004958,17beta-estradiol,CID,D012851,Cerebral sinus thrombosis
D011374,progesterone,CID,D002544,Infarcts in substantia nigra pars reticulata
D004958,17beta-estradiol,CID,D002543,cranial hemorrhage
D011374,progesterone,CID,D002341,internal carotid artery thrombosis
D002738,chloroquine,CID,D005221,tiredness
D002738,chloroquine,CID,D006333,heart failure
D002738,chloroquine,CID,D004417,dyspnea
D002738,chloroquine,CID,D013575,syncope
D002738,chloroquine,CID,D002037,bundle branch block
D002738,chloroquine,CID,D001766,blindness
D002738,chloroquine,CID,D012164,pigmentary retinal deposits
D002738,chloroquine,CID,D004244,Dizziness
C476513,levobupivacaine,CID,D001145,cardiac arrhythmia
C037663,ropivacaine,CID,D012640,seizures
C037663,ropivacaine,CID,D006323,cardiac asystole
C476513,levobupivacaine,CID,D012640,seizures
C037663,ropivacaine,CID,D001145,cardiac arrhythmia
C476513,levobupivacaine,CID,D006323,cardiac asystole
C051883,22-oxacalcitriol,CID,D006934,hypercalcemia
C051883,22-oxacalcitriol,CID,D054559,hyperphosphatemia
D002117,Calcitriol,CID,D001851,osteopenia
D002117,Calcitriol,CID,D006934,hypercalcemia
D017239,paclitaxel,CID,D009325,nausea
D017239,paclitaxel,CID,D014839,vomiting
D017239,paclitaxel,CID,D011115,polyneuropathy
D017239,paclitaxel,CID,D063806,muscle pain
D002110,Caffeine,CID,D006973,hyper- or hypotension
D002110,Caffeine,CID,D013345,subarachnoid hemorrhage
D010665,phenylpropanolamine,CID,D013345,subarachnoid hemorrhage
D002110,Caffeine,CID,D002543,cranial hemorrhage
D010665,phenylpropanolamine,CID,D006973,hyper- or hypotension
D010665,phenylpropanolamine,CID,D020521,stroke
D000638,amiodarone,CID,D001259,ataxia
D000638,amiodarone,CID,D000855,anorexia
D000638,amiodarone,CID,D009325,nausea
D000638,amiodarone,CID,D013959,Thyroid disorders
D000638,amiodarone,CID,D014786,audiovisual toxicity
D003891,desipramine,CID,D007022,hyper- or hypotension
D003891,desipramine,CID,D001145,cardiac arrhythmia
D003891,desipramine,CID,D001919,tachy- or bradycardia
D002122,calcium chloride,CID,D001145,cardiac arrhythmia
D015474,13-cis-retinoic acid,CID,D013921,HITT
D015474,13-cis-retinoic acid,CID,D005076,rash
D015474,13-cis-retinoic acid,CID,D000740,anemia
D015474,13-cis-retinoic acid,CID,D006934,hypercalcemia
D015474,13-cis-retinoic acid,CID,D014839,vomiting
D002217,carbachol,CID,D015878,mydriasis
D010830,physostigmine,CID,D015878,mydriasis
D010830,physostigmine,CID,D014202,tremor
D002217,carbachol,CID,D014202,tremor
D010830,physostigmine,CID,D004830,tonic-clonic seizures
D002217,carbachol,CID,D004830,tonic-clonic seizures
D010396,D-penicillamine,CID,D011507,proteinuria
D010396,D-penicillamine,CID,D005076,rash
D010396,D-penicillamine,CID,D017285,polymyositis
D010396,D-penicillamine,CID,D008180,lupus erythematosus
D013881,Mellaril,CID,D013617,supraventricular tachyarrhythmias
D009661,Aventyl,CID,D002037,bundle branch block
D013881,Mellaril,CID,D017180,ventricular tachycardia
D000639,amitriptyline,CID,D002037,bundle branch block
D009118,muscimol,CID,D009207,myoclonus
D011241,prednisone,CID,D007662,ketosis
D011241,prednisone,CID,D007022,hyper- or hypotension
D011241,prednisone,CID,D003128,coma
D011241,prednisone,CID,D000140,lactic acidosis
D011241,prednisone,CID,D006943,hyperglycemia
D013311,streptozotocin,CID,D003072,impaired social and emotional judgement processes
D013311,streptozotocin,CID,D000544,Alzheimer's disease
C117268,pimecrolimus,CID,D003872,dermatitis
C117268,pimecrolimus,CID,D003875,eruptions
C117268,pimecrolimus,CID,D013684,telangiectasis
D018021,LiCl,CID,D001930,hippocampal injury
D013619,Tacrine,CID,D001930,hippocampal injury
D018021,LiCl,CID,D012640,seizures
D013619,Tacrine,CID,D012640,seizures
D000157,aconitine,CID,D001145,cardiac arrhythmia
D004221,disulfiram,CID,D009901,optic neuropathy
D004221,disulfiram,CID,D012607,scotomata
D013874,sodium pentothal,CID,D053608,stuporous
D008550,melatonin,CID,D053608,stuporous
D003975,diazepam,CID,D053608,stuporous
D007649,ketamine,CID,D053608,stuporous
C076946,E-2020,CID,D000647,amnesia
C049860,NIK-247,CID,D000647,amnesia
D013619,Tacrine,CID,D000647,amnesia
D017374,paroxetine,CID,D006212,hallucinations
D014147,tramadol,CID,D006212,hallucinations
D004308,dothiepin hydrochloride,CID,D006212,hallucinations
D006046,gold,CID,D000741,aplastic anemia
D011692,puromycin aminonucleoside,CID,D058186,acute renal failure
C004504,2-bromoethylamine,CID,D058186,acute renal failure
C001335,hexachloro-1:3-butadiene,CID,D058186,acute renal failure
D008278,magnesium sulfate,CID,D020879,neuromuscular blockade
D009543,nifedipine,CID,D020879,neuromuscular blockade
D007069,ifosfamide,CID,D006417,hematuria
D007069,ifosfamide,CID,D007970,leukopenia
D007069,ifosfamide,CID,D003221,Confusion
D007069,ifosfamide,CID,D009325,nausea
D002996,clomiphene,CID,D009203,myocardial infarction
D002996,clomiphene,CID,D013923,thromboembolic
D010634,luminal,CID,D002761,cholangitis
D010634,luminal,CID,D008107,hepatic impairment
C012655,nimesulide,CID,D000799,Angioedema
D000082,paracetamol,CID,D000799,Angioedema
D000894,NSAID,CID,D000799,Angioedema
D014700,verapamil,CID,D001281,atrial fibrillation
D008775,methylprednisolone,CID,D001919,tachy- or bradycardia
D008775,methylprednisolone,CID,D006323,cardiac asystole
D008775,methylprednisolone,CID,D007022,hyper- or hypotension
D015215,zidovudine,CID,D013921,HITT
D015215,zidovudine,CID,D000748,macrocytic anemia
D015215,zidovudine,CID,D009190,myelodysplastic syndrome
D000431,AN,CID,D056486,hepatitis
D004837,epinephrine,CID,D001145,cardiac arrhythmia
D004071,digitalis glycosides,CID,D001145,cardiac arrhythmia
D010396,D-penicillamine,CID,D007674,nephropathy
C027278,Renografin 76%,CID,D014693,ventricular fibrillation
C102006,citrate,CID,D014693,ventricular fibrillation
D004492,disodium edetate,CID,D014693,ventricular fibrillation
D000431,AN,CID,D006130,growth impairment
D000661,amphetamine,CID,D006130,growth impairment
C099041,tolterodine,CID,D014987,dry mouth
D004317,adriamycin,CID,D001281,atrial fibrillation
D013792,Thalidomide,CID,D003248,constipation
D013792,Thalidomide,CID,D006970,Drowsiness
D007530,isoflurane,CID,D056486,hepatitis
D007530,isoflurane,CID,D002779,cholestasis
D005996,nitroglycerin,CID,D006261,headache
D009569,NO,CID,D006261,headache
D004280,dobutamine,CID,D000788,variant angina
D004280,dobutamine,CID,D003329,coronary spasm
D007854,lead,CID,D006973,hyper- or hypotension
D005277,fenfluramines,CID,D001022,aortic regurgitation
D010645,phentermine,CID,D001022,aortic regurgitation
D016190,carboplatin,CID,D010523,Diseases of peripheral nerves
D013629,tamoxifen,CID,D016889,endometrial cancer
D013629,tamoxifen,CID,D017093,hepatic failure
D013629,tamoxifen,CID,C537296,Granulosa cell tumor of the ovary
D005473,fluoxetine,CID,D006966,hyperprolactinemic
D005473,fluoxetine,CID,D062788,adenomyosis
D004837,epinephrine,CID,D034381,hearing loss
D008874,midazolam,CID,D001049,desaturation
D013874,sodium pentothal,CID,D001049,desaturation
D004317,adriamycin,CID,D015470,acute leukemia
D013739,Testosterone,CID,D011471,prostate cancer
D013739,Testosterone,CID,D011472,prostatitis
D016685,Mitomycin C,CID,D051437,renal failure
D016685,Mitomycin C,CID,D006463,hemolytic uremic syndrome
D005472,5-fluorouracil,CID,D000787,Angina
D005472,5-fluorouracil,CID,D007511,ischemia
D007069,ifosfamide,CID,D001002,anuria
C015173,dipivalyl epinephrine,CID,D020246,venous thrombosis
D001539,bendrofluazide,CID,D007008,hypokalemia
D064704,levofloxacin,CID,D012640,seizures
D002809,chondroitin sulfate,CID,D007022,hyper- or hypotension
D000583,amikacin,CID,D007674,nephropathy
D006220,haloperidol,CID,D006966,hyperprolactinemic
D001205,Vitamin C,CID,D002318,sinuatrial disease
D003277,combined oral contraceptives,CID,D054556,venous thromboembolism
D001556,lindane,CID,D012640,seizures
D018967,risperidone,CID,D009459,neuroleptic malignant syndrome
D008012,Lidocaine,CID,D001416,Leg and back pain
D007069,ifosfamide,CID,D006212,hallucinations
D002747,Chlorpropamide,CID,D009901,optic neuropathy
D015313,Cefotetan,CID,D000743,hemolytic anemia
D012293,rifampin,CID,D058186,acute renal failure
C047426,venlafaxine,CID,D005334,hyperthermia
C047426,venlafaxine,CID,D013921,HITT
C047426,venlafaxine,CID,D020230,Serotonin syndrome
D014191,tranylcypromine,CID,D005334,hyperthermia
D014191,tranylcypromine,CID,D009207,myoclonus
C047426,venlafaxine,CID,D009127,muscular rigidity
C047426,venlafaxine,CID,D009207,myoclonus
C047426,venlafaxine,CID,D003221,Confusion
C047426,venlafaxine,CID,D014202,tremor
D014191,tranylcypromine,CID,D014202,tremor
D014191,tranylcypromine,CID,D020230,Serotonin syndrome
C047426,venlafaxine,CID,D012798,hypersalivation
D014191,tranylcypromine,CID,D003221,Confusion
D014191,tranylcypromine,CID,D013921,HITT
D014191,tranylcypromine,CID,D012798,hypersalivation
D014191,tranylcypromine,CID,D009127,muscular rigidity
C005177,L-DOPA/benserazide,CID,D004409,hyper- or dyskinetic
D008130,CCNU,CID,D005767,gastrointestinal disorder
D008130,CCNU,CID,D017093,hepatic failure
D008130,CCNU,CID,D013921,HITT
D008130,CCNU,CID,D007674,nephropathy
D008130,CCNU,CID,D000740,anemia
D008130,CCNU,CID,D009503,neutropenia
D008130,CCNU,CID,D014839,vomiting
D007608,kainic acid,CID,D013226,status epilepticus
C059896,N-butyl-deoxynojirimycin,CID,D005414,flatulence
D015215,zidovudine,CID,D015431,weight loss
D015215,zidovudine,CID,D005414,flatulence
C059896,N-butyl-deoxynojirimycin,CID,D015746,abdominal pain
C059896,N-butyl-deoxynojirimycin,CID,D003967,diarrhea
D015215,zidovudine,CID,D015746,abdominal pain
D015215,zidovudine,CID,D003967,diarrhea
C059896,N-butyl-deoxynojirimycin,CID,D015431,weight loss
C031662,"N10-propargyl-5,8-dideazafolic acid",CID,D056486,hepatitis
C031662,"N10-propargyl-5,8-dideazafolic acid",CID,D007674,nephropathy
C031662,"N10-propargyl-5,8-dideazafolic acid",CID,D005221,tiredness
D001590,benztropine,CID,D001008,anxiety
D001590,benztropine,CID,D003866,depression
D001590,benztropine,CID,D004409,hyper- or dyskinetic
C017610,fluphenazine enanthate,CID,D010302,parkinsonism
D012110,reserpine,CID,D014202,tremor
D012110,reserpine,CID,D002375,parkinsonian catalepsy
D009020,morphine,CID,D046628,sphincter of Oddi dyskinesia
D009388,neostigmine,CID,D013035,spasm
D009020,morphine,CID,D013035,spasm
D009388,neostigmine,CID,D046628,sphincter of Oddi dyskinesia
D014221,triamcinolone,CID,D015431,weight loss
D008775,methylprednisolone,CID,D015431,weight loss
D014221,triamcinolone,CID,D009133,muscle wastage
D008775,methylprednisolone,CID,D009133,muscle wastage
D008775,methylprednisolone,CID,D000855,anorexia
D014221,triamcinolone,CID,D000855,anorexia
D014700,verapamil,CID,D006327,intra-Hisian block
D008790,metoprolol,CID,D006327,intra-Hisian block
C045894,lometrexol,CID,D052016,mucositis
C045894,lometrexol,CID,D013921,HITT
D015124,8-bromo cyclic adenosine monophosphate,CID,D006930,secondary hyperalgesia
D011692,puromycin aminonucleoside,CID,D001201,ascites
D013629,tamoxifen,CID,D008569,impaired immediate free recall
C090450,anastrozole,CID,D008569,impaired immediate free recall
C090450,anastrozole,CID,D003072,impaired social and emotional judgement processes
D013629,tamoxifen,CID,D003072,impaired social and emotional judgement processes
D010396,D-penicillamine,CID,D005921,glomerulosclerosis
D015215,zidovudine,CID,D009325,nausea
D015215,zidovudine,CID,D005221,tiredness
D015215,zidovudine,CID,D006261,headache
D007538,Isoniazid,CID,D012607,scotomata
D007538,Isoniazid,CID,D009901,optic neuropathy
D004977,ethambutol,CID,D012607,scotomata
D003276,Oral contraceptives,CID,D001778,blood coagulation
D003276,Oral contraceptives,CID,D012164,pigmentary retinal deposits
D003276,Oral contraceptives,CID,D013924,thrombophlebitis
D003000,clonidine,CID,D007022,hyper- or hypotension
D003000,clonidine,CID,D006323,cardiac asystole
D008713,Methimazole,CID,D006932,hyperbilirubinemia
D008713,Methimazole,CID,D041781,Cholestatic jaundice
D008713,Methimazole,CID,D011537,pruritus
D002939,ciprofloxacin,CID,D007676,chronic renal failure
D002939,ciprofloxacin,CID,D009395,interstitial nephritis
D014635,valproic acid,CID,D007177,inappropriate antidiuretic hormone secretion
D014667,vasopressin,CID,D007022,hyper- or hypotension
D020105,milrinone,CID,D007022,hyper- or hypotension
D004737,enflurane,CID,D056486,hepatitis
D006221,halothane,CID,D056486,hepatitis
D000082,paracetamol,CID,D006965,hyperplasia
D000082,paracetamol,CID,D001749,bladder carcinomas
D000082,paracetamol,CID,D008113,liver tumors
D008012,Lidocaine,CID,D009135,fibrous myopathy
D008619,mepivacaine,CID,D009135,fibrous myopathy
D002045,bupivacaine,CID,D009135,fibrous myopathy
D004837,epinephrine,CID,D001919,tachy- or bradycardia
D003975,diazepam,CID,D001919,tachy- or bradycardia
D010396,D-penicillamine,CID,D009404,nephrotic syndrome
D018818,fenoldopam,CID,D007022,hyper- or hypotension
D013999,timolol,CID,D001919,tachy- or bradycardia
D005472,5-fluorouracil,CID,D054549,left ventricular apical ballooning syndrome
D005473,fluoxetine,CID,D005315,fetal anomalies
D005473,fluoxetine,CID,D006976,primary pulmonary hypertension
D008691,methadone,CID,D008133,prolonged QT interval
D008691,methadone,CID,D013575,syncope
D003561,cytosine arabinoside,CID,D010523,Diseases of peripheral nerves
D002351,carrageenan,CID,D006930,secondary hyperalgesia
D016190,carboplatin,CID,D000740,anemia
D011239,prednisolone,CID,D018908,weakness
D004110,diltiazem,CID,D013746,tetanic
D007660,ketoprofen,CID,D006406,hematoma
D007660,ketoprofen,CID,D001791,platelet aggregation
D007505,iron dextran,CID,D018771,arthralgias
D014750,vincristin,CID,D012678,loss of pinprick sensation
D009543,nifedipine,CID,D013684,telangiectasis
D017311,amlodipine,CID,D013684,telangiectasis
D000082,paracetamol,CID,D001929,cerebral edema
D004052,diethylnitrosamine,CID,D011230,initiation induced by carcinogens
D001971,bromocriptine,CID,D011605,psychoses
D016685,Mitomycin C,CID,D006333,heart failure
D013311,streptozotocin,CID,D003920,Diabetes mellitus
D007649,ketamine,CID,D011605,psychoses
D008694,Methamphetamine,CID,D020258,neurotoxic
D003042,cocaine,CID,D003389,cranial neuropathy
D011718,pyrazinamide,CID,D000857,dysosmia
D013467,sulindac,CID,D034381,hearing loss
D014282,trihexyphenidyl,CID,D003072,impaired social and emotional judgement processes
D013739,Testosterone,CID,D001523,behavioral impairment
D017239,paclitaxel,CID,D001929,cerebral edema
D008774,methylphenidate,CID,D009771,obsessive compulsive disorder
D008787,metoclopramide,CID,D006323,cardiac asystole
D008012,Lidocaine,CID,D011128,Cauda equina syndrome
D003907,RD,CID,D009798,elevated intraocular pressure
D003915,dextromethorphan,CID,D003072,impaired social and emotional judgement processes
D014196,trazodone,CID,D006327,intra-Hisian block
C033457,Quinidine phenylethylbarbiturate,CID,D056486,hepatitis
D013496,suprofen,CID,D021501,flank pain
D011803,quinine,CID,D006463,hemolytic uremic syndrome
D006493,heparin,CID,D011702,pyeloureteritis cystica
D001556,lindane,CID,D006528,hepatocellular carcinomas
D011802,Quinidine,CID,D056486,hepatitis
D002251,carbon tetrachloride,CID,D056486,hepatitis
D002725,chloroform,CID,D056486,hepatitis
D005688,galactosamine,CID,D056486,hepatitis
D003907,RD,CID,D006402,hematotoxicity
C400082,bortezomib,CID,D005767,gastrointestinal disorder
D003520,cyclophosphamide,CID,D006402,hematotoxicity
D003907,RD,CID,D005767,gastrointestinal disorder
C400082,bortezomib,CID,D009422,neuropathy
D003520,cyclophosphamide,CID,D005767,gastrointestinal disorder
C400082,bortezomib,CID,D006402,hematotoxicity
D003520,cyclophosphamide,CID,D009422,neuropathy
D017311,amlodipine,CID,D006261,headache
C084178,telmisartan,CID,D004244,Dizziness
C084178,telmisartan,CID,D006261,headache
C084178,telmisartan,CID,D003967,diarrhea
C084178,telmisartan,CID,D004487,swelling
D017311,amlodipine,CID,D003967,diarrhea
D017311,amlodipine,CID,D004487,swelling
D017311,amlodipine,CID,D003371,cough
D017311,amlodipine,CID,D004244,Dizziness
C084178,telmisartan,CID,D003371,cough
D000305,corticosteroids,CID,D051437,renal failure
D010068,oxacillin,CID,D051437,renal failure
D010068,oxacillin,CID,D018366,LV Cutaneous lesions
D000305,corticosteroids,CID,D018366,LV Cutaneous lesions
D009020,morphine,CID,D007022,hyper- or hypotension
D009020,morphine,CID,D007035,hypothermia
D009020,morphine,CID,D001919,tachy- or bradycardia
D003630,daunorubicin,CID,D015431,weight loss
D004317,adriamycin,CID,D006402,hematotoxicity
D005047,Etoposide,CID,D006402,hematotoxicity
D003630,daunorubicin,CID,D006402,hematotoxicity
D005047,Etoposide,CID,D015431,weight loss
D004317,adriamycin,CID,D015431,weight loss
D003513,cycloheximide,CID,D008569,impaired immediate free recall
D002701,chloramphenicol,CID,D008569,impaired immediate free recall
D009538,AN,CID,D002375,parkinsonian catalepsy
D003520,cyclophosphamide,CID,D009503,neutropenia
D004317,adriamycin,CID,D009503,neutropenia
D002045,bupivacaine,CID,D001919,tachy- or bradycardia
D002045,bupivacaine,CID,D007022,hyper- or hypotension
D015215,zidovudine,CID,D007970,leukopenia
D003520,cyclophosphamide,CID,D010146,pain
D000171,acrolein,CID,D010146,pain
D009020,morphine,CID,D006930,secondary hyperalgesia
D009020,morphine,CID,D006941,hyperesthesia
D009020,morphine,CID,D009437,neuropathic pain
D009020,morphine,CID,D009207,myoclonus
D014640,vancomycin,CID,D013924,thrombophlebitis
D014640,vancomycin,CID,D005076,rash
D014640,vancomycin,CID,D011507,proteinuria
D014640,vancomycin,CID,D006311,audiovisual toxicity
D005476,fluphenazine,CID,D002375,parkinsonian catalepsy
D013469,Sulpiride,CID,D002375,parkinsonian catalepsy
C534628,SCH 23390,CID,D002375,parkinsonian catalepsy
D002351,carrageenan,CID,D004487,swelling
D002351,carrageenan,CID,D010146,pain
D004280,dobutamine,CID,D004802,eosinophilia
D004280,dobutamine,CID,D004342,allergic reactions
D004280,dobutamine,CID,D009205,hypersensitivity myocarditis
D014212,All- trans-retinoic acid,CID,D004893,erythema nodosum
D014212,All- trans-retinoic acid,CID,D005334,hyperthermia
D006493,heparin,CID,D054556,venous thromboembolism
D006493,heparin,CID,D011655,pulmonary obstruction
C081489,Valsartan,CID,D004487,swelling
C061282,CGS 21680,CID,D002375,parkinsonian catalepsy
D016666,fluvoxamine,CID,D006948,hyper- or dyskinetic
D008729,methoxamine,CID,D006948,hyper- or dyskinetic
D009627,nomifensine,CID,D006948,hyper- or dyskinetic
D000638,amiodarone,CID,D003128,coma
D000638,amiodarone,CID,D009230,myxedemic
D000638,amiodarone,CID,D007037,hypothyroidism
D010433,PTZ,CID,D012021,startle
D015016,yohimbine,CID,D012021,startle
C015068,m-chlorophenylpiperazine,CID,D012021,startle
