PMID,Sentence
35362325,"Glutamic acid decarboxylase antibody-associated encephalitis occurs with high antibody titres and may cause cognitive dysfunction, seizures and psychiatric symptoms."
35362325,"However, glutamic acid decarboxylase antibodies are more frequently found in lower titre in association with other autoimmune disorders (such as diabetes mellitus type 1) and in healthy individuals."
12051847,"Since a rapid dissociation character prevents an antibody fragment from remaining at the site of the antigen, this fact may prevent the successful application of a human mucin-1 specific antibody in diagnosis and therapy."
12051847,A strategy was devised whereby molecular variants displaying slow dissociation kinetics against the repetitive mucin-1 tumour-associated antigen can be selected in vitro.
12051847,"The evolved clones, that allowed for a reduced dissociation from the tumour antigen, carried substitutions in the outer parts of the binding site."
12051847,We have thus devised a strategy through which molecular variants displaying slow dissociation from a repetitive target like the mucin-1 tumour-associated antigen can be obtained in vitro.
10897939,"Administration of oxygen, analgesia, sedation and treatment with nitrates, beta blockers or calcium antagonists, acetylsalicylic acid (ASA) and heparin are the basic measures."
10897939,"As alternatives to ASA, the new ADP antagonists, ticlopidine, clopidogrel, and as an alternative to heparin, hirudin or low-molecular-weight heparins can be used."
10897939,"If this does not result in rapid clinical stabilisation (here, transient ST-T changes in the ECG and the detection of troponine I or T represent major risk indicators) the new glycoprotein-IIb/IIIa receptor antagonists may be employed as highly potent platelet aggregation inhibitors."
32936585,"Serotonin reuptake inhibitors, the first option for treatment of OCD, can worsen BD symptoms, and mood stabilizers are generally not efficacious for OCD."
32936585,"Findings from this pooled analysis indicated that augmentation of mood-stabilizer treatment with glutamate modulator agents (topiramate or memantine) may favor full response of obsessive-compulsive symptoms (risk ratio: 2.62, 95% confidence interval: 1.45-4.74) in patients with BD type I and OCD in the manic phase, and that it does not significantly induce adverse effects (risk ratio: 1.26, 95% confidence interval: 0.53-3.01)."
31308580,To examine the efficacy of lithium as a mood stabilizer for patients with autism spectrum disorder (ASD).
17495980,"White clover (Trifolium repens) is, due to nitrogen (N) fixation, important to the N dynamics of several northern temperate agroecosystems."
17495980,This study aimed at monitoring growth and death of major white clover plant organs to assess their potential contribution to within-season N input and risk of off-season N losses.
19123065,Treatment with chloralhydrate and ketamine/xyaline increased the VEP at low concentrations and depressed it in high concentrations.
35268026,This study provides insight into the mechanisms of neurobehavioral alterations and highlights potential deleterious consequences of moderate folate oversupplementation during pregnancy.
24011889,This review summarizes the findings from human and animal studies that provide consistent evidence on the various effects of alcohol abuse on the endocrine system.
28643183,"In the domain of neuropsychiatric disturbances, there is increasing evidence that dopamine agonists can ameliorate depression or anxiety."
28643183,Other neuropsychiatric symptoms such as psychosis or impulse control disorders can also be worsened or even be induced by dopaminergic agents.
18323761,"Increased dopaminergic agents can cause dyskinesias and painful dystonia, and undertreatment can cause nighttime akinesia, rigidity, and worse quality of sleep."
35224839,Heterozygous de novo missense pathogenic variants in PTDSS1 that result in gain-of-function of phosphatidylserine synthase 1 are associated with Lenz-Majewski hyperostotic dwarfism (LMHD).
30607218,"By scanning electron microscopy, we analyzed RBC morphology from 22 ASD children and show here that only 47.5 ± 3.33% of RBC displayed the typical biconcave shape, as opposed to 87.5 ± 1.3% (mean ± SD) of RBC from 21 sex- and age-matched healthy typically developing (TD) controls."
30607218,"RBC shape alterations were independent of the anticoagulant used (Na2-EDTA or heparin) and of different handling procedures preceding glutaraldehyde fixation, thus suggesting that they were not artefactual."
30607218,"No differences were found between ASD and TD samples except when the aminophospholipid translocase was blocked by N-ethylmaleimide, upon which an increased amount of PS was found to face the outer membrane in RBC from ASD."
27037639,"NPS are substances that can trigger hallucinations and other effects altering the mind, and are currently uncontrolled by the United Nations' 1961 Narcotic Drugs/1971 Psychotropic Substances Conventions."
27037639,"Commonly used illicit drug screening is unlikely to detect the presence of NPS, therefore health and mental health professionals should directly enquire about NPS and actively encourage patients with severe mental illness to disclose any substance use."
30222199,"Anthocyanin and proanthocyanidin (PA) accumulation is regulated by both myeloblastosis (MYB) activators and repressors, but little information is available on hierarchical interactions between the positive and negative regulators."
30979386,"By measuring performance variables that correlate with successful rock-climbing capability, we evaluated scaling relationships of adhesive suction force generated by the pelvic sucker and fatigue during climbing in S. japonicus during ontogeny."
30979386,"In contrast, fatigue time of the pelvic sucker muscles for sustained adhesion scaled non-linearly with body mass during ontogeny."
30921478,"Although benzodiazepines are frequently used in the treatment of panic disorder, guidelines recommend antidepressants, mainly selective serotonin reuptake inhibitors (SSRIs), as first-line treatment for panic disorder, particularly due to their lower incidence of dependence and withdrawal reaction when compared to benzodiazepines."
30921478,"Despite these recommendations, benzodiazepines are widely used in the treatment of panic disorder, probably because of their rapid onset of action."
19211980,"Major depression is frequently associated with hyperactivity of the hypothalamic-pituitary-adrenocortical axis, and glucocorticoid synthesis inhibitors have been shown to exert antidepressant action."
19211980,These findings suggest that the co-administration of metyrapone and an antidepressant drug may be useful for the treatment of drug-resistant depression and/or depression associated with a high cortisol level.
17075068,"Antidepressant therapy, which prevents the behavioral responses to CMS, completely inhibits the decrease in bone formation and markedly attenuates the CMS-induced bone loss."
17075068,"The depression-triggered bone loss is associated with a substantial increase in bone norepinephrine levels and can be blocked by the beta-adrenergic antagonist propranolol, suggesting that the sympathetic nervous system mediates the skeletal effects of stress-induced depression."
8006625,"Skepticism is merited where potential damage awards are limited by minimal physical findings with resultant emphasis on claims of illness phobia, an example being exposure to a toxic substance like asbestos, which may be followed, but not necessarily so, by a variety of adverse consequences."
31612824,Insulin (INS) therapy played a great role in patients with type 1 and type 2 diabetes to regulate blood glucose levels.
26204821,"We previously showed that non-cytotoxic levels of TCS inhibit degranulation, the release of histamine and other mediators, from rat basophilic leukemia mast cells (RBL-2H3), and in this study, we replicate this finding in human mast cells (HMC-1.2)."
24662784,"The aim of the current study was to analyze the relationships between plasma hormones, body weight parameters and stressful life events in anorexia nervosa (AN)."
2021990,"Cimetidine, a histamine 2 (H2) antagonist, produces a decrease in arterial pressure due to vasodilatation, especially in critically ill patients."
2021990,"We conclude that an H1 antagonist may be useful in preventing hypotension caused by iv cimetidine, since the vasodilating activity of cimetidine is mediated, in part, through the H1 receptor."
23567999,"Here, from transcriptomic/proteomic analyses of the Conus consors cone snail, we identified a new conopeptide called τ-CnVA, which displays the typical cysteine framework V of the T1-conotoxin superfamily."
23567999,"This peptide was chemically synthesized and its three-dimensional structure was solved by NMR analysis and compared to that of TxVA belonging to the same family, revealing very few common structural features apart a common orientation of the intercysteine loop."
7635633,"Small molecular components of SCW, as well as magnesium chloride offered as pure chemical, may cause a moderate increase in the RCD."
24060608,Antidepressant-like effects of CRFR1 antagonists in different animal models of depression have generated a strong interest in the clinical development of CRFR1 antagonist for the treatment of major depressive disorder.
8792511,"Dapsone, a synthetic sulfone with chemical similarities to sulfapyridine, has been used for a number of years to treat leprosy and dermatitis herpetiformis."
8792511,"Recently, a number of prospective, randomized, double-blind trials have shown their success in the management of rheumatoid arthritis, with dapsone being superior to placebo and comparable to chloroquine and hydroxychloroquine."
8792511,"The major limiting side effect is hemolytic anemia, which may be mitigated through careful patient selection, conservative drug dosing, close monitoring, and possibly, concurrent administration of antioxidants or cytochrome P450 inhibitors."
8792511,"Methemoglobinemia is another common finding among patients receiving dapsone therapy, but rarely does it result in prominent symptoms other than transient pallor."
8792511,"Less common adverse events to dapsone include the idiosyncratic reactions of leukopenia and agranulocytosis, cutaneous eruptions, peripheral neuropathy, psychosis, toxic hepatitis, cholestatic jaundice, nephrotic syndrome, renal papillary necrosis, severe hypoalbuminemia without proteinuria, an infectious mononucleosis-like syndrome, and minor neurological and gastrointestinal complaints."
8792511,"In this report, two patients with advanced rheumatoid arthritis, who were safely and effectively treated with dapsone after failure with other second-line agents, are described and the literature is reviewed."
8792511,We suggest that dapsone is an effective second-line agent in the treatment of rheumatoid arthritis.
29361849,The authors examined underlying mechanisms of critical cytokine gene tumor necrosis factor-alpha (TNF-α) dysregulation in the brains of individuals who died by suicide.
11702052,"Polymorphisms within the genes encoding apolipoprotein E (ApoE), apolipoprotein CI (ApoCI), alpha1-antichymotrypsin (ACT), the low-density lipoprotein (LDL) receptor and lipoprotein lipase were investigated in patients suffering from Alzheimer's dementia and non-demented psychiatric patients as control subjects."
11702052,"The ApoE allele 4, well known as a risk factor in Alzheimer's disease, and the ApoCI allele A2, which is closely linked to the ApoE allele 4, were found elevated in the index group."
35307469,"The carbohydrate anchored systems can be developed using methods such as adsorption, incorporation (nanoprecipitation or solvent displacement method), crosslinking and grafting."
35565948,"This review focused on the effects of omega-3 polyunsaturated fatty acids (n-3 PUFA) on anxiety, depression, and cognition during the menopausal transition."
35565948,Most studies reported relieved depressive symptoms in relation to n-3 PUFA intake.
35565948,"While controversial results were found on anxiety and cognition in humans, n-3 PUFA consistently reduced anxiety symptoms and improved cognition in animal studies."
29078101,"This study used proton magnetic resonance spectroscopy (1H MRS) to measure in vivo brain glutathione (GSH) in adolescents with major depressive disorder (MDD), and explored the relationship between GSH and illness severity and chronicity."
29078101,"Secondarily, associations between GSH and anhedonia, a key symptom of MDD in adolescents, were investigated."
26802978,"Therefore, the purpose of this study was to investigate mitochondrial dysfunction in medication-free adolescents with MDD through in vivo measurements of neurometabolites using high-spatial resolution multislice/multivoxel proton magnetic resonance spectroscopy."
9255135,Prophylaxis in these patients is with acetazolamide which raises the serum potassium indirectly by causing a metabolic acidosis.
9255135,The diagnosis of myasthenia gravis was established by the rapid and transient response of this patient to 2 mg of edrophonium.
9255135,He was found to have antiacetylcholine receptor antibodies and was also thyrotoxic.
9255135,The botulinus toxin prevents the release of acetylcholine molecules from their storage vesicles in nerve terminals.
26801000,"Finally, lessons learned from West African elephant population loss and habitat fragmentation should be used to inform strategies for land-use planning and managing human-elephant interactions."
31907349,"Accordingly, obese persons have higher circulating ACBP levels than lean individuals, and anorexia nervosa is associated with subnormal ACBP plasma concentrations."
2576112,"Non-N-methyl-D-aspartate receptor agonists and glutamate induced a membrane depolarization and a reduction in input resistance, while N-methyl-D-aspartate and aspartate induced a prolonged discharge, which in some neurons took the form of a burst firing associated with an apparent increase in membrane input resistance."
2576112,The two excitatory amino acids glutamate and aspartate play a determinant role in the modulation of thalamic activity driven by corticothalamic projection.
33511092,"Emerging findings from basic science as well as interventional drug trials utilizing GLP-1 agonists have demonstrated success in effective weight loss in obese adults, adolescents, and pediatric patients."
33413308,"The aim was to study the link between sleep bruxism, low serum vitamin D, low consumption of dietary calcium, psychological symptoms, and frequent headache."
35567722,The steric hindrance provided by the hydrophobic substituent groups is responsible for slowing of water orientation dynamics in the vicinity of the polymer.
35549785,"In this work, electron backscatter diffraction in transmission mode (t-EBSD) was used to investigate the microstructure of TGO within the thermal barrier coating on a Ni-based superalloy, and atom probe tomography (APT) was used to quantify the segregation behavior of REs to α-Al2O3 grain boundaries."
11974443,"Prolintane, an amphetamine-related substance, is a central nervous system stimulant."
24862524,"Prolintane, an amphetamine-related substance, is a central nervous system stimulant."
7430414,A radioimmunoassay procedure has been developed to monitor patients suspected of phencyclidine (PCP) intoxication.
7430414,"Symptoms in 11 patients suspected of phencyclidine intoxication included violent, aggressive behavior with delusions, hallucinations, agitation, and other signs of toxic psychosis."
7430414,"Patients reporting to emergency rooms with hallucinations and psychosis and a history of ""pot"" smoking should be screened for the presence of phencyclidine in their blood and urine."
28240418,The evaluation of drug and alcohol abuse is a major subject of forensic toxicology.
32839513,A homozygous mutation in the inositol monophosphatase 1 (IMPA1) gene was recently identified in nine individuals with severe intellectual disability (ID) and disruptive behavior.
34289165,"These results suggest that, following supplemental ketamine injections, spontaneous RJMs occur during a specific period when the pharmacological effects of ketamine wear off, and that these RJMs are characterized by stereotypical changes in cardiac, respiratory, and cortical activities."
814072,Twenty-five depressed patients were examined as to their growth hormone responses to TRH.
814072,"An enhanced pituitary growth hormone response to intravenous injection of 500 mug TRH was observed in eight depressed patients, while TRH administration did not raise growth hormone levels in nine of 10 normal subjects examined."
814072,Bipolar patients exhibited enhanced growth-hormone response more frequently than unipolar patients.
814072,Five patients with involutional depression and neurotic depression who showed the most insufficient thyrotropin release to TRH administration together with lowered thyroid function revealed to be non-responders of growth hormone.
34919834,"Therefore, we aimed to investigate the short-term antidepressant efficacy and safety of agomelatine in children and adolescents with major depressive disorder."
26393210,"LCs play a role in the pathogenesis of Oral lichen planus (OLP), a chronic mucocutaneous disorder thought to result from cell-mediated immune damage."
26393210,"In oral squamous cell carcinoma (OSCC), LCs are thought to present tumour antigens to the lymphocytes."
18474024,"A major benefit of allogeneic HSCT arises from reduced relapse rate of the underlying disease, which is believed to be due to the graft versus tumour or graft versus leukaemia (GVL) effect where donor immune cells recognize recipient tumour antigens."
18474024,It is well established that GVL is linked to the occurrence of GVHD.
18474024,"Effective prophylaxis of GVHD while allowing some GVL effect is an important, yet currently elusive, therapeutic goal in HSCT."
18474024,Cyclosporin (CsA) and/or methotrexate (MTX) have formed the basis of many GVHD prophylaxis strategies with no major advances on this gold standard for over twenty years.
29563235,"The purpose of present study was to infer the potential effects of testosterone increase in some male-based childhood-onset neuropsychiatric disorders, such as Tourette syndrome."
29563235,"Thus, the influence of early postnatal androgen exposure upon the neurobehaviors and its possible neural basis were investigated in the study."
29563235,"The TP treatment produced the hyperactive motor behavior and grooming behavior as well as the increased levels of dopamine, tyrosine hydroxylase and dopamine transporter in the mesodopaminergic system and the elevated levels of serotonin in the nucleus accumbens, without affecting the levels of glutamate, γ-aminobutyric acid, norepinephrine and histamine in the caudate putamen and nucleus accumbens of PND21 and PND49 rats."
29563235,Haloperidol significantly ameliorated the motor behavioral and grooming behavioral defects induced by early postnatal TP exposure.
29563235,It was suggested that abnormal increments of testosterone levels during the early postnatal development might be a potential risk factor for the incidence of some male-based childhood-onset neuropsychiatric disorders by affecting the mesodopaminergic system.
24295624,"There is sparse evidence suggesting the participation of neuroendocrine mechanisms, mainly involving sex and stress steroid hormones, to the pathophysiology of neurodevelopmental disorders such as Tourette syndrome (TS) and obsessive-compulsive disorder (OCD)."
24295624,"The administration of exogenous androgens may worsen tics in males with TS, whereas drugs counteracting the action of testosterone might show some antitic efficacy."
24295624,"Patients with TS exhibit an enhanced reactivity of the hypothalamic-pituitary-adrenal axis to external stressors, despite a preserved diurnal cortisol rhythm and a normal restoration of the baseline activity of the axis following the acute stress response."
24295624,"Preliminary evidence suggests the possible implication of oxytocin (OT) in disorders related to the TS spectrum, especially non-tic-related OCD."
28511232,Blood gas analysis and Doppler sonography are used to establish the form of priapism and determine its further management.
28511232,The management of low-flow priapism consists of immediate blood aspiration and intracavernosal injection of sympathomimetic drugs as needed.
26573674,Low-flow or ischemic (veno-occlusive) priapism is an emergency situation and can lead to irreversible erectile dysfunction within 4 h. Treatment consists of blood aspiration and possibly intracavernosal injection of sympathomimetic drugs.
26573674,Management of recurrent priapism (stuttering) includes self-injection of sympathomimetic drugs and preventive long-term administration of erection inhibitory and erection promoting substances.
34107278,"Bixin (BIX), an apocarotenoid extracted from the seeds of Bixa orellana, has been used in traditional medicine to treat diabetes and has been recognized by its antioxidant profile."
34107278,"We aimed to investigate the effect of the BIX over the mechanical allodynia, depressive, and anxious-like behaviors associated with experimental diabetes, along with its involved mechanisms."
34107278,"Streptozotocin-induced diabetic rats were treated for 17 days (starting 14 days after diabetes induction) with the corresponding vehicle, BIX (10, 30 or 90 mg/kg; p.o), or INS (6 IU; s.c.)."
34107278,"Diabetic animals developed mechanical allodynia, depressive and anxious-like behavior, increased plasma HbA1, increased LPO, and decreased GSH levels in tissues analyzed."
34107278,"Thereby, bixin may represent an alternative for the treatment of comorbidities associated with diabetes, counteracting oxidative stress and plasma HbA1."
34789656,"This article provides an overview of issues facing medical students in such key areas as communication, preclinical and clinical education, increased isolation, disruption to time-based curricula, inequities in virtual learning, racial trauma, medical student activism, increased conversations surrounding race and racism, LGBTQIA+ students, dual-degree students, and the virtual residency cycle."
34789656,"The main takeaways for medical schools are to: (1) maintain an individualized and learner-centered ethos while remaining dynamic, flexible, and ready to embrace both immediate and incremental changes; (2) maintain open lines of communication; (3) implement policies and practices that support students' academic, physical, and mental well-being; (4) engage and support students who bear historically disadvantaged identities on the basis of race, ethnicity, sexual orientation, gender, or disability; and (5) support creative and collaborative partnerships between medical institutions and students to ensure the ongoing evolution of medical education to meet the needs of learners and patients."
5384,"Psychotropic medications, particularly the tricyclic antidepressants, sometimes in combination with phenothiazines and antihistamines, are effective in many instances of central pain, and help increase the pain tolerance and decrease the need for narcotics in other pain states."
20405801,A multiple regression model indicated that recruitment of flathead catfish in the Coosa River was positively related to the frequency of spring pulses between 283 and 566 m3/s.
15981034,"In October 2001, we collected a total of 74 fish from six locations in the SR-NR system that included common carp (Cyprinus carpio), channel- and flathead catfish (Ictalurus punctatus and Pylodictis olivaris), largemouth- and spotted bass (Micropterus salmoides and Micropterus punctulatus), and white crappie (Pomoxis annularis)."
15981034,"Blood concentrations of Cd and Pb were positively correlated (r2 = 0.49 to 0.84) with the concentration of the same element in carp and catfish carcasses or in carp livers, and the corresponding multiple regression models were highly significant (p < or = 0.001)."
16117126,"Concentrations of Fe and Hb were highly correlated (r = 0.89, p < 0.01) across all species and locations and typically were greater in common carp (Cyprinus carpio) than in other taxa."
16117126,"Statistically significant (p < 0.01) linear regression models that included negative terms for blood Pb explained as much as 68% of the total variation in ALA-D activity, but differences among taxa were highly evident."
28507129,These results provide a proof-of-concept for a mechanistic therapy of narcolepsy-cataplexy by OX2R agonists.
6783095,"When mixed with substrate, the interaction of the inhibitor with alpha-chymotrypsin is characterized by substrate-induced dissociation of the complex."
6783095,"In contrast, the interaction with chymotrypsin B is quantitative with no substrate-induced dissociation."
7407236,"The inhibitor was purified to homogeneity by affinity chromatography on chymotrypsin-Sepharose, following the removal of the trypsin inhibitors on trypsin-Sepharose."
48382,"These results are compatible with the ""suicide sac"" hypothesis of lysosomal enzyme release mediated by MSU for the following reasons: a) cell death was seen to follow uptake, not mere exposure to crystals, b) ultrastructural studies indicated that the primary injury was to the secondary lysosome membrane, and c) cell death was reduced when either phagocytosis or lysosomal fusion was inhibited."
30609006,Restless legs syndrome (RLS) is a common neurologic disorder that is associated with peripheral iron deficiency in a subgroup of patients.
24628996,"Buprenorphine, used for treating opioid dependence, may have a withdrawal syndrome requiring treatment."
35251437,"Auricular therapy can help reduce pain and opioid analgesic use in the perioperative timeperiod, but intraoperative use for TKA has yet to be explored."
35251437,"Additional outcomes included patient-reported pain scores, side-effects, and prior experience with acupuncture."
35251437,Conclusions: Incorporating intraoperative electroauricular acupuncture into an existing multimodal analgesia regimen is a feasible way to maintain a low-dose opioid regimen after TKA.
29791238,Few reports have described the use of adjunct subanesthetic doses of ketamine to opioids for treatment of refractory pain in SCD.
29791238,Patients were treated with a continuous-infusion of low-dose ketamine (up to 5 µg/kg/min) after insufficient pain control with opioid analgesic therapy.
29791238,"Outcomes studied included impact on opioid analgesic use, a description of ketamine dosing strategy, and an analysis of adverse events due to opioid or ketamine analgesia."
29791238,"During ketamine infusion, patients experienced a lower reported pain score (mean numeric rating scale [NRS] score 7.2 vs. 6.4), reduced opioid-induced adverse effects, and decreased opioid dosing requirements (median reduction of 90 mg morphine equivalents per patient)."
29791238,The average duration of severe pain during admission prior to ketamine therapy was 8 days.
29791238,"Low-dose ketamine infusion may be considered as an adjunct analgesic agent in patients with vaso-occlusive episodes who report continued severe pain despite high-dose opioid therapy, particularly those experiencing opioid-induced adverse effects."
34248718,Controls were selected as having a score of ≤ 6 and PPDS cases as ≥12 on the Edinburgh Postnatal Depression Scale.
24633954,"This study was undertaken to evaluate the fixation adequacy and staining quality of histopathological specimens fixed in the ""shellac alcoholic solution"" (SAS), and also to determine the validity of immunohistochemical staining of SAS-fixed material in comparison to those fixed in formalin."
16734319,"Of the pharmacologic agents used to treat premenstrual symptoms, 3 selective serotonin reuptake inhibitors have received a Food and Drug Administration (FDA) indication for treating premenstrual dysphoric disorder (PMDD)."
2364137,alpha-Tocopherol--antioxidant prevents the breaking of conditioned reflex activity and sharply reduces the mortality rate in AHD.
32901517,"To achieve the objectives, this review summarizes the results of the researches realized in recent years in clinical trials and in various experimental models, on the effects of foods rich in polyphenols, polyphenolic extracts, and commercially polyphenols on insulin resistance and β-cells death."
32901517,"Dietary polyphenols are able to reduce insulin resistance alleviating the IRS-1/PI3-k/Akt signaling pathway, and to reduce the loss of pancreatic islet β-cell mass and function by several molecular mechanisms, such as protection of the surviving machinery of cells against the oxidative insult; increasing insulin secretion in pancreatic β-cells through activation of the FFAR1; cytoprotective effect on β-cells by activation of autophagy; protection of β-cells to act as activators for anti-apoptotic pathways and inhibitors for apoptotic pathway; stimulating of insulin release, presumably by transient ATP-sensitive K+ channel inhibition and whole-cell Ca2+ stimulation; involvement in insulin release that act on ionic currents and membrane potential as inhibitor of delayed-rectifier K+ current (IK(DR)) and activator of current."
32901517,"dietary polyphenols could be used as potential anti-diabetic agents to prevent and alleviate diabetes and its complications, but further studies are needed."
34204699,Alteration in H2S biogenesis has been associated with the hallmarks of PH.
34204699,"H2S is also involved in pulmonary vascular cell homeostasis via the regulation of hypoxia response and mitochondrial bioenergetics, which are critical phenomena affected during the development of PH."
34204699,"Altogether, current findings suggest that H2S promotes protective effects against PH, and could be a relevant target for a new therapeutic strategy, using attractive H2S-releasing molecules."
9334896,The purpose of this investigation was to determine the short-term efficacy and tolerability of clomipramine in a consecutive series of adults with pervasive developmental disorders (PDDs).
9334896,"Ten (63%) of 16 patients with autistic disorder, 2 (33%) of 6 patients with Asperger's disorder, and 6 (55%) of 11 patients with PDDNOS were considered responders to clomipramine treatment."
9334896,"In those 18 patients, clomipramine significantly reduced total repetitive thoughts and behavior (p < 0.001) and also aggression (p < 0.001), and improved some aspects of social relatedness, such as eye contact and verbal responsiveness (p < 0.001)."
9334896,"Three patients had seizures during clomipramine treatment, including 2 who had prior seizure disorders and were taking anticonvulsants."
9334896,"Of the 32 patients who had no history of prior seizures, only 1 had a seizure during clomipramine treatment."
9334896,"The results of this open-label trial suggest that clomipramine may be an effective drug for reducing repetitive thoughts and actions and aggressive behavior and for improving some elements of social behavior, such as eye contact and verbal responsivity in adults with PDDs."
9334896,"Although an electroencephalogram (EEG) is not mandatory in patients with PDD prior to clomipramine treatment, we recommend that patients with PDD and a history of seizures be treated initially with a selective serotonin uptake inhibitor rather than with clomipramine."
29636833,"In postnatal life, clinical features of Turner syndrome may include typical dysmorphic stigmata, short stature, sexual infantilism, and renal, cardiac, skeletal, endocrine and metabolic abnormalities."
29221808,"Collectively, these data indicate clear dissociation between regulation of food intake and activation of the mesolimbic dopamine system."
9283688,"The dose-related inhibition of the twitch responses of the myenteric plexus-longitudinal muscle preparation of the guinea-pig small intestine by cannabinoid (CB) agonists, (+)-WIN 55212 and CP 55940 during stimulation at 0.1 Hz with supramaximal voltage was confirmed."
9283688,"Inhibition of twitch responses and ACh release by CB agonists was reversed by the CB1-selective cannabinoid receptor antagonist, SR141716A."
9283688,"The opioid receptor antagonist, naloxone (1 microM) had no significant effect on the inhibition by CP 55940 of the twitch response."
9283688,"The dissociation constant (KD) values for SR 141716A against the inhibitory effect of (+)-WIN 55212 and CP 55940 on the twitch response were 12.07 nM (95% confidence intervals 8.55 and 20.83) and 6.44 nM (95% confidence intervals 4.70 and 10.24), respectively."
9283688,"The KD values for the antagonism by naloxone of the inhibition of the twitch responses and the inhibition of ACh release by normorphine in this preparation were found to be 2.38 +/- 0.69 nM and 2.00 +/- 0.9 nM, respectively."
21971407,"Additionally, vitamin E is capable of protecting against such neurodegeneration."
15559752,Synapse loss associated with beta amyloid oligomers is a strong determinant of cognitive decline in patients with AD.
15559752,"Low education, head injury and low folate levels are examples of potentially modifiable risk factors."
25352008,Obstructive sleep apnea can induce chronic intermittent hypoxia (CIH) during sleep and is associated with obesity and diabetes.
25352008,"Resveratrol (RSV), a polyphenolic phytoalexin, can regulate glucose metabolism, thereby reducing insulin resistance."
25352008,A total of 40 rats were randomly assigned into five groups: i) Control; ii) subjected to CIH only; iii) subjected to CIH and treated with 3 mg/kg/day of RSV; iv) subjected to CIH and treated with 30 mg/kg/day of RSV; v) subjected to CIH and treated with 60 mg/kg/day of RSV.
25352008,RSV treatment also significantly reduced the homeostasis model assessment estimate of insulin resistance of the rats exposed to CIH.
35358535,"However, studies are lacking on chronic mood and depression-related morbidities following repeated CPF doses that would mimic occupationally relevant OP exposures during adulthood."
35358535,"However, CPF-treated rats exhibited a dose-dependent increase in signs related to anhedonia (sucrose preference test), anxiety (open-field and elevated plus-maze), and despair (forced swim test) at this stage."
35358535,"To the best of our knowledge, this could be the first laboratory study that demonstrates a cause-effect relationship between occupational-like CPF exposures in adult rats and the development of long-term depression-related outcomes and could provide an experimental system to study molecular mechanisms underlying environmental OP exposures and the elevated risk for chronic behavioral deficits."
32774957,"FGA was suspected, but no evidence of tumor was identified."
32774957,"Besides markedly elevated FSH level, slightly elevated LH (31.2 mIU/mL), normal total inhibin B (35.3 pg/ml), abnormally low anti-Müllerian hormone (AMH) (<0.03 ng/mL), and poor FSH response to gonadotropin-releasing hormone stimulation test were found."
8884752,The authors investigated the presence of a serum activity inhibiting the specific binding of 3H-flunitrazepam (which labels the central benzodiazepine receptors) (BBIA) in patients with different psychiatric disorders and analyzed it by means of high performance liquid chromatography (HPLC) analysis.
26086230,Affected cattle had serum lactate concentration and creatine kinase activity increased from reference ranges.
34945077,"Pituitary hormone deficiencies, caused by hypothalamic dysfunction, are common and hypogonadism is the most prevalent."
34450560,"Inhaled short-acting β2-adrenergic agonists can rarely elicit paradoxical bronchospasm (PB), which may be fatal."
34450560,"Based on spirometry test reports, inhaled β2-adrenergic agonists were discontinued in 2 veterans with COPD and asthma."
15761179,"Obesity, beta-adrenergic agonists, and inflammation are linked to decreased expression and/or secretion of an adipose tissue-derived antiatherogenic hormone, adiponectin."
3631915,Both the thought disorder and the ocular deviation responded promptly to anticholinergic agents.
32603934,"Moreover, both strains were evaluated for their exopolysachharide (EPS) producing ability where PBR1 and PBL1 were able to yield 1.34 g% (w/v) and 2.45 g% (w/v) EPS respectively from 5 g% (v/v) sucrose concentration."
32603934,"Heavy metal toxicity assessment was carried out using agar well diffusion method with eight heavy metals and both the strains were sensitive to As(III), Cd(II), Ce(II), Cr(III), Cu(II), Hg(II) and while they showed resistance to Pb(II) and Sr(II)."
32603934,"Based on these results, a study was conducted to demonstrate bio-removal of Pb and Sr by EPS of PBR1 and PBL1."
18628169,"The World Health Organization recommends a step-by-step approach to the management of chronic cancer pain, called the analgesic ladder."
18628169,"Traditionally, morphine has been the prototypical opioid for chronic cancer pain because there is no ceiling effect or upper limit and it is a naturally occurring pure mu-opioid agonist."
18628169,"Other reasons to rotate opioids are side effects such as intractable nausea and vomiting, sedation, dysphoria, delirium, and constipation, which are unresponsive to simple measures such as retitration, antiemetic agents, antipsychotic agents, psychostimulants, and laxatives."
18628169,"Methadone has excellent bioavailability, making it a desirable analgesic agent for refractory types of cancer pain."
32536280,"We report a case of TLS in a patient with gastric cancer, as a complication of FOLFOX (5-fluorouracil, leucovorin, and oxaliplatin) chemotherapy."
25434453,"Leucovorin calcium, 5-fluorouracil, and oxaliplatin (FOLFOX) therapy is a standard chemotherapy regimen used to treat colorectal cancer."
25434453,"With modified FOLFOX6 (mFOLFOX6) therapy, adverse events of an altered mental state with reversible posterior leukoencephalopathy and hypoammonemia have been reported, while lactic acidosis is uncommon."
25434453,We describe a case of mFOLFOX6 - induced lactic acidosis in a 64-year-old man with colorectal cancer who underwent pelvic exenteration following chemotherapy.
25434453,"Following the commencement of mFOLFOX6 therapy, the patient experienced emesis, hiccupping, and an altered mental state."
26670173,The objective of this study was to establish if presence of OSA is associated with poor expected benefit from vitamin K antagonist (VKA) therapy as assessed using the SAMe-TT2R2 score.
27481296,In this article we report the healing effects of a Phellinus linteus fruiting body hot water extract (PLE) in streptozotocin (STZ)-induced diabetic rats.
