ID,Label,Preferred label,Synonyms
D014236,CHEMICAL,Trichlorfon,Dylox|Foschlor|Chlorophos|Metrifonate|Trichlorphon|Metriphonate|Dipterex|Neguvon|Ricifon|Chlorofos|Bilarcil
NEW06404,DISEASE,related neurodegenerative dementia,related neurodegenerative dementias
C500712,DISEASE,"NOP53 protein, human [Supplementary Concept]",Tumor Suppressor Proteins|human glioma
NEW06405,DISEASE,neuroblastoma cell,neuroblastoma cells
NEW06406,MENTAL_HEALTH,schizophrenia subject,schizophrenia subjects
NEW06407,NUTRITION,free cholesterol,free cholesterol
http://purl.obolibrary.org/obo/CHEBI_132501,NUTRITION,fatty acid 17:2,polyunsaturates fatty acids|free fatty acid 17:2|FA 17:2
NEW06408,NUTRITION,severe mercury intoxication,Severe mercury intoxication
NEW06409,MENTAL_HEALTH,volatile substance abuse,volatile substance abuse
NEW06410,DISEASE,glutamatergic neurochemical dysfunction,glutamatergic neurochemical dysfunction
NEW06411,CHEMICAL,long-term chronic hgcl2 intoxication,long-term chronic HgCl2 intoxication
NEW06412,DISEASE,functional damage,functional damage
NEW06413,DISEASE,overall brain damage,overall brain damage
NEW06414,DISEASE,motor damage,motor damage
NEW06415,NUTRITION,egg White Hydrolysate,Egg White Hydrolysate
NEW06416,MENTAL_HEALTH,recognition memory disorder,recognition memory disorders
NEW06417,CHEBI,toxin level,toxin levels
NEW06418,DISEASE,early-life exposure,Early-life exposures
NEW06419,NUTRITION,mercury study,MERCURY study
http://purl.obolibrary.org/obo/DOID_9191,CHEMICAL,diabetic macular edema,DME|diabetic macular oedema|diabetic macular edema
NEW06420,DISEASE,impaired visual acuity,impaired visual acuity
NEW06421,NUTRITION,mercury exposure,mercury exposure
NEW06422,DISEASE,impaired memory,impaired memory
NEW06423,MENTAL_HEALTH,increase anxiety,Increasing anxiety
NEW06424,NUTRITION,inorganic mercury compound,inorganic mercury compounds
NEW06425,DISEASE,neurotoxic heavy metal,neurotoxic heavy metal
NEW06426,CHEMICAL,methylmercury exposure,methylmercury exposure
NEW06427,CHEMICAL,mehg exposure,MeHg exposure
NEW06428,CHEMICAL,triglyceride level,triglyceride levels
NEW06429,CHEMICAL,decrease triglyceride level,decreased triglyceride levels
NEW06430,MENTAL_HEALTH,suicide gesture,suicide gesture
http://purl.obolibrary.org/obo/CHEBI_35113,NUTRITION,elemental mercury,elemental mercury
NEW06431,NUTRITION,mercury concentration,mercury concentrations
NEW06432,MENTAL_HEALTH,multiple regression model,multiple regression models
NEW06433,MENTAL_HEALTH,chronic alcohol abuse,Chronic alcohol abuse
NEW06434,DISEASE,cardiovascular system hypertension,cardiovascular system hypertension
NEW06435,NUTRITION,chronic mercury intoxication,chronic mercury intoxication
D010842,MENTAL_HEALTH,Pica,pica|Allotriophagy|Pica|Geophagia|picA
NEW06436,CHEMICAL,often-potassium zinc deficiency,often-potassium zinc deficiency
D000077215,DISEASE,Clay,Halloysite|clay|Clays|Halloysites
NEW06437,DISEASE,gastrointestinal obstruction,gastrointestinal obstructions
NEW06438,NUTRITION,starch ingestion,starch ingestion
NEW06439,MENTAL_HEALTH,toluene-induced partial insomnia,toluene-induced partial insomnia
NEW06440,CHEMICAL,high urinary pea excretion,high urinary PEA excretion
C025136,NUTRITION,phenylacetic acid [Supplementary Concept],phenylacetic acid|Phenylacetates
NEW06441,CHEMICAL,post-synaptic dopamine receptor,post-synaptic dopamine receptor
NEW06442,CHEMICAL,neuromodulator phenylethylamine,neuromodulator phenylethylamine
NEW06443,DISEASE,drug-free psychiatric inpatient,drug-free psychiatric inpatients
NEW06444,CHEMICAL,5-ht turnover,5-HT turnover
NEW06445,CHEMICAL,various antidepressant,various antidepressants
NEW06446,CHEMICAL,hange-koboku-to-mediated reduction,Hange-koboku-to-mediated reduction
NEW06447,DISEASE,offence history/institutional behavior,offence history/institutional behavior
D000786,DISEASE,Anger,Angers|anger
NEW06448,CHEMICAL,neonatal urea cycle disorder,Neonatal Urea cycle disorders
NEW06449,DISEASE,severe hyperammonemia,severe hyperammonemia
NEW06450,CHEMICAL,phenylacetylglutamine rare genetic disorder,phenylacetylglutamine rare genetic disorders
NEW06451,CHEMICAL,urinary phenylacetylglutamine,PAGN|urinary phenylacetylglutamine
C570223,CHEMICAL,glycerol phenylbutyrate [Supplementary Concept],Phenylbutyrates|Glycerol/analogs  and  derivatives|glycerol phenylbutyrate
NEW06452,CHEMICAL,psychostimulant methylphenidate,psychostimulant methylphenidate
NEW06453,MENTAL_HEALTH,adhd subject,ADHD subjects
D019805,CHEMICAL,alpha-Methyltyrosine,"alpha-methyl- DL-Tyrosine|alpha-Methyltyrosine Hydrochloride|alpha Methyltyrosine|alpha-Methyltyrosine, (L)-Isomer|DL-Tyrosine, alpha-methyl-|alpha-Methyltyrosine, (+,-)-Isomer|alpha Methyl p tyrosine|Metyrosine|Demser|Hydrochloride, alpha-Methyltyrosine|alpha Methyl para tyrosine|alpha Methyltyrosine Hydrochloride|alpha-MPT|alpha-Methyltyrosine, (D,L)-Isomer|alpha MPT|Metirosine|alpha-Methyl-para-tyrosine|alpha-Methyl-p-tyrosine|Racemetirosine|p-tyrosine|Tyr"
NEW06454,CHEMICAL,aas abuser,AAS abusers
D013197,CHEMICAL,Stanozolol,Stanazolol|Stromba|Winstrol|Methylstanazol|Androstanazol|stanozolol
D001115,CHEMICAL,Arecoline,Arecolin|Methylarecaidin|Arecholin|Arecaline|Arecholine|arecoline
D050792,DISEASE,"Circulatory Arrest, Deep Hypothermia Induced",Deep Hypothermic Circulatory Arrest|hypothermia
D013619,CHEMICAL,Tacrine,"1,2,3,4-Tetrahydroaminoacridine||9-Amino-1,2,3,4-tetrahydroacridine|1,2,3,4-Tetrahydro-9-acridinamine|Cognex|tetrahydroaminoacridine|9-Amino-1,2,3,4-Tetrahydroacridine|Tacrine|tacrine|Romotal|Tetrahydroaminoacridine|Tacrine Hydrochloride|Tenakrin|THA"
http://purl.obolibrary.org/obo/CHEBI_68992,CHEMICAL,nantenine,"AF102B FSK-508 cis-2-methylspiro|Domestine|(6aS)-1,2-dimethoxy-6-methyl-5,6,6a,7-tetrahydro-4H-benzo[de][1,3]benzodioxolo[5,6-g]quinoline|o-Methyldomesticine|6a-alpha-Aporphine, 1,2-dimethoxy-9,10-(methylenedioxy)-"
NEW06455,CHEBI,m1-type novel m1 agonist,M1-type novel M1 agonist
http://purl.obolibrary.org/obo/CHEBI_38325,CHEBI,muscarinic agonist,specific muscarinic agonist|muscarinic cholinergic agonists|muscarinic cholinergic agonist|muscarinic agonists|muscarinic acetylcholine receptor agonist|muscarinic receptor agonists|Muscarinic receptor agonists|Cholinergic muscarinic receptor agonists|muscarinic receptor agonist|muscarinic agonist carbachol|Selective muscarinic agonists|muscarinic M1/M2/M4-preferring receptor agonists
NEW06456,MENTAL_HEALTH,experimental amnesia,experimental amnesia
NEW06457,DISEASE,stress-induced cognitive impairment,stress-induced cognitive impairment
http://purl.obolibrary.org/obo/CHEBI_38324,CHEBI,cholinergic agonist,cholinomimetic|acetylcholine receptor agonist|acetylcholine agonists|muscarinic cholinergic agonist pilocarpine|acetylcholine agonist|cholinergic agonists|cholinergic muscarinic agonist|cholinomimetics
NEW06458,CHEBI,subtype selective muscarinic receptor agonist,subtype selective muscarinic receptor agonist
NEW06459,CHEMICAL,patient xanomeline,patients xanomeline
http://cbmi.med.harvard.edu/asdphenotype#Class_218,DISEASE,impatience,suspiciousness
NEW06460,DISEASE,behavioral disturbance,behavioral disturbance
NEW06461,DISEASE,vocal outburst,vocal outbursts
NEW06462,CHEMICAL,various dopamine model,various dopamine models
NEW06463,CHEMICAL,formulation xanomeline adverse effect,formulation xanomeline adverse effects
NEW06464,CHEBI,muscarinic agonist pilocarpine,muscarinic agonist pilocarpine
C088566,CHEMICAL,carboxyebselen [Supplementary Concept],Ebselen|Organoselenium Compounds|ebselen
NEW06465,DISEASE,pilocarpine-induced seizure,pilocarpine-induced seizures
NEW06466,DISEASE,pilocarpine-induced tremor,pilocarpine-induced tremor
D017255,CHEMICAL,Acitretin,"|Ro-13-7652|13-cis-Acitretin|Etretin|Neotigason|Ro 13-7652|Ro-10-1670|Ro 137652|Ro 10-1670|Isoacitretin|acitretin|Isoetretin|Ro137652|Ro101670|Acitretin, (Z,E,E,E)-Isomer|Ro 101670|Soriatane"
NEW06467,CHEMICAL,fyn kinase,Fyn kinase
http://purl.obolibrary.org/obo/DOID_0060018,DISEASE,cd3gamma deficiency,GRK5 deficiency|FATP4 deficiency|LC-PUFA deficiencies|VB6 deficiency|25(OH)D3 deficiency|CblC deficiency
NEW06468,CHEMICAL,hippocampal ach release,hippocampal ACh release
NEW06469,CHEMICAL,af267b administration,AF267B administration
D020551,CHEBI,"Pulse Therapy, Drug","drug therapies|Therapies, Pulse Drug|Drug Therapy, Pulse|Pulse Therapies, Drug|Therapy, Drug Pulse|Therapies, Drug Pulse|Drug Pulse Therapy|Therapy, Pulse Drug|Pulse Drug Therapies|Drug Therapies, Pulse|Drug Pulse Therapies|Pulse Drug Therapy"
NEW06470,DISEASE,various neuropathic pain syndrome,various neuropathic pain syndromes
NEW06471,CHEMICAL,sligrl-amide,SLIGRL-amide
NEW06472,DISEASE,a infection,A infection
NEW06473,CHEMICAL,glu(k5 kainate receptor subunit,GLU(K5 kainate receptor subunits
NEW06474,CHEMICAL,glu(k5 kainate receptor subtype,GLU(K5 kainate receptor subtype
NEW06475,DISEASE,persistent pain,persistent pain
http://purl.obolibrary.org/obo/CHEBI_83821,CHEMICAL,amino acid derivative,amino acid compounds
NEW06476,CHEMICAL,non-peptide kinin receptor antagonist,non-peptide kinin receptor antagonists
NEW06477,DISEASE,cutaneous inflammation model,cutaneous inflammation models
NEW06478,CHEMICAL,capsaicin microinjection,capsaicin microinjections
NEW06479,DISEASE,persistent tachypnoea,persistent tachypnoea
NEW06480,CHEMICAL,5-ht serum level,5-HT serum levels
D020382,CHEMICAL,Interleukin-18,"IFN gamma Inducing Factor|Interleukin 18|Interferon-gamma-Inducing Factor|IFN-gamma-Inducing Factor|Interferon gamma Inducing Factor|Inducing Factor, IFN-gamma|IL18|IFN-|Interferon-gamma Inducing Factor|IFN-gamma Inducing Factor|IL-18|Inducing Factor, Interferon-gamma|IFN-γ"
NEW06481,CHEMICAL,perforin b,perforin B
NEW06482,CHEMICAL,intracortical iron injection,intracortical iron injection
NEW06483,CHEMICAL,mm fecl3,mM FeCl3
NEW06484,NUTRITION,buckthorn seed oil,buckthorn seed oil
NEW06485,MENTAL_HEALTH,depression management,depression management
NEW06486,CHEMICAL,low high testosterone level,Low high testosterone levels
NEW06487,CHEBI,high androgen level,high androgen levels
NEW06488,DISEASE,hypoandrogenic postmenopausal woman,hypoandrogenic postmenopausal women
NEW06489,CHEMICAL,testosterone replacement therapy,Testosterone replacement therapy
NEW06490,CHEBI,long-acting agonist analogue,long-acting agonist analogue
NEW06491,CHEMICAL,testosterone secretion,testosterone secretion
NEW06492,DISEASE,deviant sexual behavior,deviant sexual behavior
NEW06493,DISEASE,numerous psychiatric disorder,Numerous psychiatric disorders
NEW06494,CHEMICAL,mesocortical dopamine pathway,mesocortical dopamine pathway
NEW06495,DISEASE,due vaginal dryness,due vaginal dryness
NEW06496,CHEMICAL,responsive to estrogen replacement therapy,responsive to estrogen replacement therapy|ERT
NEW06497,DISEASE,whose 's sexual difficulty,whose's sexual difficulties
NEW06498,DISEASE,preexist psychiatric illness,preexisting psychiatric illness
NEW06499,CHEBI,new progestin,new progestins
NEW06500,CHEMICAL,combination contraceptive,combination contraceptives
NEW06501,CHEMICAL,excess serotonin,Excess serotonin
NEW06502,CHEMICAL,toxicity-serotonin toxicity,toxicity-serotonin toxicity
NEW06503,CHEMICAL,serotonin toxicity,Serotonin toxicity
D020211,DISEASE,Autonomic Dysreflexia,"Autonomic Dysreflexias|Autonomic Hyperreflexia|Dysreflexias, Autonomic|Dysreflexia, Spinal Autonomic|Autonomic Dysreflexia, Spinal|Hyperreflexias, Autonomic|hyperreflexia|Hyperreflexia, Autonomic|Spinal Autonomic Dysreflexia|Spinal Autonomic Dysreflexias|Dysreflexias, Spinal Autonomic|Dysreflexia, Autonomic|Autonomic Dysreflexias, Spinal|Autonomic Hyperreflexias"
NEW06504,DISEASE,hyperthermia flush,hyperthermia flushing
NEW06505,DISEASE,moderate toxicity,moderate toxicity
NEW06506,DISEASE,dramatic gross brain abnormality,dramatic gross brain abnormalities
NEW06507,CHEMICAL,late gestational mam injection,late gestational MAM injection
NEW06508,CHEBI,mitotic inhibitor methylazoxymethanol,mitotic inhibitor methylazoxymethanol
NEW06509,MENTAL_HEALTH,female postpartum anxiety,females postpartum anxiety
D008425,DISEASE,Maternal Behavior,"Maternal Behaviors|Maternal Care Pattern|maternal behavior|Maternal Care Patterns|Patterns, Maternal Care|Behaviors, Maternal|Pattern, Maternal Care|Behavior, Maternal|Care Patterns, Maternal|Care Pattern, Maternal|Maternal Patterns of Care"
NEW06510,DISEASE,platinum-refractory ovarian cancer,platinum-refractory ovarian cancer
C072383,CHEMICAL,canertinib dihydrochloride [Supplementary Concept],Carbamates|CI-980|Pyrazines|Pyridines
NEW06511,CHEBI,stress hormone,Stress hormones
NEW06512,MENTAL_HEALTH,depression model,depression model
NEW06513,DISEASE,depressive behaviour,depressive behaviours
D019208,CHEMICAL,Brain-Derived Neurotrophic Factor,"brain-derived neurotrophic factor|Neurotrophic Factor, Brain-Derived|Factor, Brain-Derived Neurotrophic|proBDNF|Brain Derived Neurotrophic Factor|BDNF"
NEW06514,CHEMICAL,nasal cannabidiol inclusion complex temperature-sensitive hydrogel,nasal cannabidiol inclusion complex temperature-sensitive hydrogels|CBD TSGs
NEW06515,NUTRITION,chronic cholesterol depletion,chronic cholesterol depletion
NEW06516,MENTAL_HEALTH,radial displacement,radial displacement
C056599,CHEMICAL,icariin [Supplementary Concept],Icariin|icariin|ICA|Flavonoids
http://purl.obolibrary.org/obo/CHEBI_6628,CHEMICAL,macrozamin,Herba epimedii|Puerariae Lobatae Radix(YHG|raw Polygalae Radix|Macrozamin|Radix Morindae Officinalis
D060789,CHEMICAL,Prostatein,"steroid binding|Steroid-Binding Protein, Prostatic|Prostatic Steroid-Binding Protein|Prostatic Steroid Binding Protein"
NEW06517,CHEMICAL,allopregnanolone action,allopregnanolone action
C038369,CHEMICAL,hirsutine [Supplementary Concept],Hirsutine|Alkaloids
C087631,CHEMICAL,gou-teng [Supplementary Concept],"Uncaria rhynchophylla|Drugs, Chinese Herbal"
NEW06518,CHEMICAL,hp-cd microsphere,HP-CD microspheres
D053938,MENTAL_HEALTH,DNA Fragmentation,"fragmentation|Fragmentation, DNA|Apoptotic DNA Degradation|DNA Degradation, Apoptotic|Fragmentation|DNA fragmentation"
NEW06519,NUTRITION,neuron-derived cholesterol content similar,neuron-derived cholesterol content similar
NEW06520,MENTAL_HEALTH,comorbid substance abuse,comorbid substance abuse
NEW06521,MENTAL_HEALTH,comorbid chronic pain syndrome,comorbid chronic pain syndromes
NEW06522,CHEMICAL,chronic 071031b treatment,Chronic 071031B treatment
NEW06523,CHEMICAL,reduce sucrose preference,reduced sucrose preference
D016754,CHEMICAL,Boron Neutron Capture Therapy,"Therapy, Boron Neutron Capture|boron|B12|071031B|Neutron Capture Therapy, Boron|Boron-Neutron Capture Therapy|Therapy, Boron-Neutron Capture"
NEW06524,CHEMICAL,potent antidepressant effect,potent antidepressant effects
NEW06525,CHEMICAL,novel serotonin,novel serotonin
NEW06526,DISEASE,low hepatotoxicity,lower hepatotoxicity
NEW06527,DISEASE,mood spectrum disorder,mood spectrum disorders
NEW06528,CHEMICAL,Levomilnacipran LVM,Levomilnacipran LVM
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Atypical_Depression,MENTAL_HEALTH,atypical depression,atypical depression|Atypical depression
NEW06529,CHEMICAL,tyramine-restricted diet,tyramine-restricted diets
NEW06530,CHEMICAL,mao substrate,MAO substrates
NEW06531,CHEMICAL,new maoi,newer MAOI
NEW06532,CHEMICAL,old maoi,older MAOIs
NEW06533,DISEASE,mau inhibition,MAU inhibition
NEW06534,CHEMICAL,reserpine reversal,reserpine reversal
NEW06535,DISEASE,vocal impairment,vocal impairment
C536334,DISEASE,Polymorphic catecholergic ventricular tachycardia [Supplementary Concept],"Tachycardia, Ventricular|ventricular tachycardia"
NEW06536,DISEASE,depressed 48-year-old woman,depressed 48-year-old woman
NEW06537,MENTAL_HEALTH,less sexual dysfunction,less sexual dysfunction
NEW06538,CHEBI,multifunctional serotonin agonist,multifunctional serotonin agonist
NEW06539,CHEMICAL,non-fda,Non-FDA
NEW06540,CHEMICAL,benzodiazepine hypnotic,benzodiazepine hypnotics
NEW06541,CHEMICAL,lc ne neuron,LC NE neurons
NEW06542,DISEASE,narcolepsy/cataplexy symptom,narcolepsy/cataplexy symptoms
NEW06543,CHEMICAL,lc ne dysregulation,LC NE dysregulation
http://purl.obolibrary.org/obo/SYMP_0000408,MENTAL_HEALTH,cataplexy,narcolepsy hypersomnia
NEW06544,CHEMICAL,dextroamphetamine preparation,dextroamphetamine preparations
NEW06545,CHEMICAL,modafinil/armodafinil,modafinil/armodafinil
NEW06546,MENTAL_HEALTH,cataplexy treatment,Cataplexy treatment
NEW06547,DISEASE,newborn heart defect,newborn heart defects
NEW06548,CHEBI,individualized drug management,individualized drug management
NEW06549,DISEASE,main psychosomatic treatment,main psychosomatic treatment
NEW06550,CHEMICAL,serotonin-norepinephrine reuptake,serotonin-norepinephrine reuptake
NEW06551,CHEMICAL,inhibitors(SNRIs,inhibitors(SNRIs
NEW06552,CHEMICAL,covid-19 community,COVID-19 community
NEW06553,DISEASE,subthreshold psychotic symptom,subthreshold psychotic symptoms
NEW06554,CHEMICAL,plant Cannabis sativa,plant Cannabis sativa
NEW06555,DISEASE,chronic brain inflammation,chronic brain inflammation
NEW06556,DISEASE,brain infection,brain infections
D013385,CHEMICAL,Succinate Dehydrogenase,"Dehydrogenase, Succinate|Reductase, Fumarate|Succinic Dehydrogenase|succinate dehydrogenase|Fumarate Reductase|Succinic Oxidase|Dehydrogenase, Succinic|Oxidase, Succinic"
http://purl.obolibrary.org/obo/DOID_12858,DISEASE,huntington's disease,Huntington 's disease|Huntington's disease therapy|HD|Huntington's chorea|Huntington disease
D000108,CHEMICAL,Acetylcarnitine,"ALCAR|Acetyl L Carnitine|Alcar|Levocarnitine Acetyl|Acetyl-L-Carnitine|acetyl-L-carnitine|Medosan|Acetylcarnitine, (R)-Isomer|Carnitine, Acetyl|Acetyl Carnitine|Branigen"
C539260,CHEMICAL,"alpha-lipoic acid, 4-aminobenzoic acid, aniline, benfotiamine, thioctic Acid, vitamin E drug combination [Supplementary Concept]",benfotiamine|Drug Combinations|Thiamine/analogs  and  derivatives|Thioctic Acid|4-Aminobenzoic Acid|ALA|Alpha lipoic acid|Alpha-lipoic acid|Folic Acid|Vitamin E
D016718,CHEMICAL,Arachidonic Acid,"arachidonic acid|Arachidonic Acid, Potassium Salt, (all-Z)-Isomer|Vitamin F|Arachidonic acid|Arachidonic Acid, Cerium Salt, (all-Z)-Isomer|(all-Z)-5,8,11,14-Eicosatetraenoic acid|Arachidonic Acid, (all-Z)-isomer, 3H-Labeled|Arachidonic Acid, Ammonium Salt, (all-Z)-Isomer|Arachidonic Acid, Sodium Salt|Arachidonic Acid, Cesium Salt, (all-Z)-Isomer|Arachidonic Acid, Sodium Salt, (all-Z)-Isomer|Arachidonate, Sodium|Arachidonic Acid, (all-Z)-Isomer, 1-(14)C-Labeled|AA|Sodium Arachidonate|Arachidonic Acid, Lithium Salt, (all-Z)-Isomer|Arachidonic Acid, Zinc Salt, (all-Z)-Isomer"
NEW06557,DISEASE,brain hypoperfusion,brain hypoperfusion
NEW06558,DISEASE,psychotic episode,psychotic episode
NEW06559,MENTAL_HEALTH,chronic stress response,chronic stress response
NEW06560,CHEMICAL,omega-3 ps,omega-3 PS
NEW06561,MENTAL_HEALTH,chronic stress level,chronic stress level
NEW06562,DISEASE,anxiety-related disorder,anxiety-related disorders
http://purl.obolibrary.org/obo/DOID_0080779,DISEASE,plasmablastic lymphoma,Burkitt lymphoma cells|common Burkitt lymphoma
NEW06563,CHEMICAL,calcium flux,calcium flux
C099490,CHEMICAL,Dyrk kinase [Supplementary Concept],Protein Serine-Threonine Kinases|Protein-Tyrosine Kinases|tyrosine phosphorylation
NEW06564,DISEASE,resultant ssri-induced apoptosis,Resultant SSRI-induced apoptosis
D053078,DISEASE,"Membrane Potential, Mitochondrial","Mitochondrial Membrane Potentials|DeltaPsi M|mitochondrial membrane potential|Mitochondrial Transmembrane Potential|Transmembrane Potential, Mitochondrial|Delta Psi M|Mitochondrial Transmembrane Potentials|M, DeltaPsi|Membrane Potentials, Mitochondrial|DeltapsiM|Transmembrane Potentials, Mitochondrial|Mitochondrial Membrane Potential"
http://purl.obolibrary.org/obo/CHEBI_48593,CHEBI,benzocycloheptapyridine,benzocycloheptapyridines|SSRI class
NEW06565,CHEBI,charge drug molecule,charged drug molecules
NEW06566,NUTRITION,phosphatidylserine membrane,phosphatidylserine membranes
D010717,NUTRITION,CDPdiacylglycerol-Serine O-Phosphatidyltransferase,"Synthase, CDP-DG|CDP-DG Synthase|Synthase, Phosphatidylserine|CDPdiacylglycerol Serine O Phosphatidyltransferase|CDP Diacylglycerol Serine O Phosphatidyltransferase|Diacylglycerol-Serine O-Phosphatidyltransferase, CDP|Phosphatidylserine Synthetase|O-Phosphatidyltransferase, CDP Diacylglycerol-Serine|CDP Diglyceride Serine O Phosphatidyltransferase|CDP Diacylglycerol-Serine O-Phosphatidyltransferase|Phosphatidylserine Synthase|CDP Diglyceride Serine O-Phosphatidyltransferase|phosphatidylserine|O-Phosphatidyltransferase, CDPdiacylglycerol-Serine|Synthetase, Phosphatidylserine|CDP DG Synthase"
NEW06567,NUTRITION,soy-derived phosphatidylserine,soy-derived phosphatidylserine
D049294,NUTRITION,Phospholipid Transfer Proteins,"Phosphatidylinositol Transfer Protein beta|Aminophospholipid Transfer Proteins|Phospholipid Translocating Protein|Phosphatidylinositol Transfer Protein|Nonspecific Phospholipid Transfer proteins|Aminophospholipid Flippase|Phosphatidylinositol Transfer Protein alpha|Transfer Proteins, Phospholipid|phospholipid|Phospholipid Exchange Protein|Phosphatidylinositol Transfer Proteins|Aminophospholipid Transporter|Lecithin Transfer Protein|Phospholipid Scramblase|Translocator, Aminophospholipid|Phosphatidyl Transfer Protein|Phosphatidylcholine Transfer Protein|Phosphatidylcholine Exchange Protein|Translocase, Aminophospholipid|Phosphatidylinositol Exchange Protein|Aminophospholipid Translocase|Transporter, Aminophospholipid|Phosphatidylcholine Transfer Proteins|Phospholipid Transfer Protein|Phospholipid Exchange Proteins|Phosphatidylserine Translocase|Scramblase, Phospholipid|Aminophospholipid Translocator|Translocase, Phosphatidylserine"
C498493,DISEASE,"Cln8 protein, mouse [Supplementary Concept]",CLN8|Membrane Proteins
NEW06568,DISEASE,cln8 domain,CLN8 domain
NEW06569,DISEASE,cognitive impairment due,cognitive impairment due
NEW06570,CHEMICAL,tea polyphenol,tea polyphenols
NEW06571,DISEASE,excitotoxicity,excitotoxicity
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Tourette_Syndrome,MENTAL_HEALTH,tourette syndrome,Tourette syndrome symptoms
NEW06572,CHEMICAL,partial agonist-like aripiprazole,partial agonist-like aripiprazole
NEW06573,DISEASE,odd behavior,odd behavior
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Magical_Thinking,MENTAL_HEALTH,magical thinking,magical thinking
NEW06574,MENTAL_HEALTH,japanese schizophrenia patient,Japanese schizophrenia patients
NEW06575,DISEASE,treatment-resistant td,treatment-resistant TD
NEW06576,DISEASE,young treatment-resistant schizophrenic patient,young treatment-resistant schizophrenic patients
NEW06577,CHEMICAL,caffeine mg/kg,caffeine mg/kg
NEW06578,DISEASE,si-induced latent learning deficit,SI-induced latent learning deficit
NEW06579,DISEASE,si-induced attention deficit,SI-induced attention deficit
NEW06580,CHEMICAL,da transmission,DA transmission
NEW06581,CHEMICAL,premenstrual tension syndrome,premenstrual tension syndrome|PMS
NEW06582,CHEMICAL,vac extract,VAC extract
http://purl.obolibrary.org/obo/SYMP_0000462,DISEASE,symptom,SRS-induced PTSD-like symptoms|PCOS symptoms|RLS/WED symptoms|ASD-like symptoms|PMS/PMDD symptoms|ADHD/ODD symptoms|8-OH-DPAT-mediated symptoms
NEW06583,CHEMICAL,abeta42 production,Abeta42 production
NEW06584,CHEMICAL,Healthy Foods North,Healthy Foods North|HFN
NEW06585,DISEASE,chronic disease risk factor,chronic disease risk factors
NEW06586,DISEASE,classroom deficit/hyperactivity disorder,classroom deficit/hyperactivity disorder
NEW06587,MENTAL_HEALTH,cam dissociation,CaM dissociation
NEW06588,CHEMICAL,tau phosphorylation,TAU phosphorylation
NEW06589,CHEMICAL,appnl-g-f mouse,AppNL-G-F mice
NEW06590,DISEASE,neuronal cell loss,neuronal cell loss
http://purl.obolibrary.org/obo/CHEBI_171887,CHEMICAL,acrimarine n,"N N-trimethylglycine|1-hydroxy-3,5,6-trimethoxy-2-[1-(7-methoxy-2-oxochromen-6-yl)-3-methylbut-2-enyl]-10-methylacridin-9-one"
NEW06591,DISEASE,diabetic symptom,diabetic symptoms
NEW06592,MENTAL_HEALTH,disease animal,disease animals
NEW06593,CHEMICAL,aldosterone level,aldosterone levels
D000451,CHEMICAL,Mineralocorticoid Receptor Antagonists,"aldosterone antagonists|Aldosterone Antagonists|mineralocorticoid receptor antagonists|Aldosterone Receptor Antagonist|Receptor Antagonists, Aldosterone|Antagonists, Aldosterone Receptor|Antagonist, Mineralocorticoid|Antagonists, Mineralocorticoid Receptor|Antagonist, Aldosterone Receptor|Mineralocorticoid Receptor Antagonist|Aldosterone Antagonist|Receptor Antagonist, Aldosterone|Antagonist, Aldosterone|Mineralocorticoid Antagonist|Antagonists, Aldosterone|Antagonists, Mineralocorticoid|Aldosterone Receptor Antagonists|Receptor Antagonists, Mineralocorticoid|Antagonist, Mineralocorticoid Receptor|Aldosterone antagonists|Mineralocorticoid Antagonists|Receptor Antagonist, Mineralocorticoid"
NEW06594,DISEASE,mild-to-moderate hypertension,mild-to-moderate hypertension
NEW06595,DISEASE,resistant hypertension,resistant hypertension
NEW06596,CHEBI,androgen adverse event,androgen adverse events
http://purl.obolibrary.org/obo/CHEBI_50844,CHEBI,aldosterone antagonist,selective aldosterone antagonist
NEW06597,DISEASE,mild-to-moderate hypertension similar,mild-to-moderate hypertension similar
NEW06598,DISEASE,hypertensive population,hypertensive population
NEW06599,CHEBI,mineral corticoid antagonist,mineral corticoid antagonist
NEW06600,MENTAL_HEALTH,nervosa symptom,nervosa symptoms
NEW06601,CHEMICAL,sr58611a,SR58611A
NEW06602,MENTAL_HEALTH,primary depression,primary depression
NEW06603,CHEMICAL,secondary aud,secondary AUD
NEW06604,DISEASE,pain state,pain states
C462679,CHEMICAL,SMP 500 [Supplementary Concept],Naphthyridines|Urea/analogs  and  derivatives|SMP
NEW06605,CHEMICAL,clonidine intervention,clonidine interventions
NEW06606,CHEBI,primary analgesic,primary analgesic
NEW06607,DISEASE,aberrant behavior,aberrant behavior
D009102,DISEASE,Multiple Organ Failure,"Multiple Organ Failures|Organ Failure, Multiple|Multiple Organ Dysfunction Syndrome|MODS|organ failure|Failure, Multiple Organ|Organ Dysfunction Syndrome, Multiple"
D000077769,CHEMICAL,Rilmenidine,Rilmenidine Phosphate|Hyperium|rilmenidine|S 3341|S-3341|2-(N-(Dicyclopropylmethyl)amino)oxazoline Phosphate Salt|S3341|S-3341-3|2-(N-(Dicyclopropylmethyl)amino)oxazoline|S33413|S 3341 3|Oxaminozoline
