PMID,Sentence,E1,Type_E1,Relation,E2,Type_E2
35378251,The 5-F quinazolinone 34 demonstrated tumor regression in an H1975 efficacy model upon once daily oral dosing at 25 mg/kg.,5-F quinazolinone,CHEMICAL,demonstrate,tumor regression,DISEASE
35530345,Rechallenge with EGFR inhibitors represents a promising strategy for patients with RAS wild type (WT) colorectal cancer (CRC) but definitive selection criteria are lacking.,EGFR inhibitors,CHEBI,represent promising strategy for patients with,cancer selection criteria,DISEASE
35115638,"Lithium (Li+), the archetypal mood stabiliser, is neuroprotective in animal models of stroke, albeit underlying mechanisms remain unknown.",Lithium,NUTRITION,be neuroprotective in animal models of,stroke,DISEASE
35115638,"Lithium (Li+), the archetypal mood stabiliser, is neuroprotective in animal models of stroke, albeit underlying mechanisms remain unknown.",Li+,CHEMICAL,be neuroprotective in animal models of,stroke,DISEASE
35115638,"Lithium (Li+), the archetypal mood stabiliser, is neuroprotective in animal models of stroke, albeit underlying mechanisms remain unknown.",archetypal mood stabiliser,CHEBI,be neuroprotective in animal models of,stroke,DISEASE
35115638,We discover that Li+ inhibits activation of nucleotide-binding oligomerisation domain-like receptor family pyrin domain-containing 3 (NLRP3) inflammasomes in the middle cerebral artery occlusion (MCAO) stroke model in mice.,Li+,CHEMICAL,inhibit activation of,middle cerebral artery occlusion,DISEASE
35115638,We discover that Li+ inhibits activation of nucleotide-binding oligomerisation domain-like receptor family pyrin domain-containing 3 (NLRP3) inflammasomes in the middle cerebral artery occlusion (MCAO) stroke model in mice.,Li+,CHEMICAL,inhibit activation of,stroke model,DISEASE
35115638,"Using immunocytochemstry, MRI imaging, and cell sorting with subsequent mRNA and protein quantification, we demonstrate that Li+ decreases the infarct volume, improves motor function, and alleviates associated cognitive and depressive impairments.",Li+,CHEMICAL,alleviate associated,cognitive impairments,DISEASE
2723659,Kinetic analysis demonstrated biphasic rates of association and dissociation for both [3H]bremazocine and [3H]U69593.,dissociation,MENTAL_HEALTH,have biphasic rates for,[3H]bremazocine,CHEMICAL
2723659,Guanine nucleotides promote the dissociation of this ternary complex and the stabilisation of a lower-affinity state of the receptor.,Guanine nucleotides,CHEMICAL,promote,dissociation,MENTAL_HEALTH
35458676,"(2) Methods: Morphine dependence in mice was obtained by administration of increasing doses of morphine for eight consecutive days, twice a day.",Morphine dependence,MENTAL_HEALTH,be obtained by administration of increasing doses of,morphine,CHEMICAL
35458676,"In addition, the cessation of morphine administration induced depressive behavior in mice which were observed during short- and long-term morphine withdrawal.",morphine administration,CHEMICAL,induce in,depressive behavior,DISEASE
35458676,Linagliptin administered during morphine withdrawal significantly reduced the depressive behavior in studied mice.,Linagliptin,CHEMICAL,reduce,depressive behavior,DISEASE
35458676,"Furthermore, the short-term morphine withdrawal evoked anxiety which also was reduced by linagliptin in mice.",short-term morphine withdrawal,CHEMICAL,evoke,anxiety,MENTAL_HEALTH
35458676,(4) Conclusions: The present study reveals that GLP-1 receptors are involved in morphine dependence.,GLP-1 receptors,CHEMICAL,be involved in,morphine dependence,MENTAL_HEALTH
35458676,"What is more, linagliptin might be a valuable drug in attenuating the physical symptoms of morphine dependence.",linagliptin,CHEMICAL,attenuate physical symptoms of,morphine dependence,MENTAL_HEALTH
35458676,"What is more, linagliptin might be a valuable drug in attenuating the physical symptoms of morphine dependence.",linagliptin,CHEMICAL,be,valuable drug,CHEBI
12955099,Nicotinic acetylcholine receptors (nAChRs) have been implicated in a number of neurological disorders.,Nicotinic acetylcholine receptors,CHEMICAL,be implicated in number of,neurological disorders,DISEASE
12955099,"In conclusion, 5-I-A-85380 is clearly a useful ligand for both in vitro and in vivo single photon emission tomography human studies investigating disease symptoms and progression, response to acetylcholinesterase-inhibiting drugs and in differentiating primary degenerative dementia from VaD.",5-I-A-85380,CHEMICAL,differentiate,primary degenerative dementia,DISEASE
12955099,"In conclusion, 5-I-A-85380 is clearly a useful ligand for both in vitro and in vivo single photon emission tomography human studies investigating disease symptoms and progression, response to acetylcholinesterase-inhibiting drugs and in differentiating primary degenerative dementia from VaD.",5-I-A-85380,CHEMICAL,differentiate,primary degenerative dementia,MENTAL_HEALTH
20297872,"Levodopa is the most efficacious treatment; however, higher doses and long-term use are associated with adverse effects such as motor fluctuations and dyskinesia.",Levodopa,CHEMICAL,be associated with adverse effects such as,dyskinesia,MENTAL_HEALTH
20297872,Early treatment of PD with other agents such as dopamine agonists and monoamine oxidase type B inhibitors can provide symptomatic benefit and delay initiation of levodopa therapy.,dopamine agonists,CHEBI,delay initiation of,levodopa therapy,CHEMICAL
20297872,Early treatment of PD with other agents such as dopamine agonists and monoamine oxidase type B inhibitors can provide symptomatic benefit and delay initiation of levodopa therapy.,PD,DISEASE,delay initiation of,levodopa therapy,CHEMICAL
20297872,Early treatment of PD with other agents such as dopamine agonists and monoamine oxidase type B inhibitors can provide symptomatic benefit and delay initiation of levodopa therapy.,dopamine agonists,CHEMICAL,delay initiation of,levodopa therapy,CHEMICAL
11853799,"However, treatment with desmopressin resolved primary nocturnal enuresis completely.",desmopressin,CHEMICAL,resolve,primary nocturnal enuresis,DISEASE
11853799,"However, treatment with desmopressin resolved primary nocturnal enuresis completely.",desmopressin,CHEMICAL,resolve,primary nocturnal enuresis,MENTAL_HEALTH
11853799,This observation questions the notion that desmopressin resolves primary nocturnal enuresis through pharmacological manipulation of renal concentrating ability only.,desmopressin,CHEMICAL,resolve,primary nocturnal enuresis,DISEASE
11853799,This observation questions the notion that desmopressin resolves primary nocturnal enuresis through pharmacological manipulation of renal concentrating ability only.,desmopressin,CHEMICAL,resolve,primary nocturnal enuresis,MENTAL_HEALTH
35489049,"The relative risk of the sexual consequences development, such as gynecomastia, has been documented using lansoprazole and omeprazole in various cohort studies.",gynecomastia,DISEASE,use,lansoprazole,CHEMICAL
35489049,"The relative risk of the sexual consequences development, such as gynecomastia, has been documented using lansoprazole and omeprazole in various cohort studies.",gynecomastia,DISEASE,use,omeprazole,CHEMICAL
29870875,"We found that FO prevented the LPS-mediated body weight loss, anhedonic behavior, reduction of locomotor activity, up-regulation of the proinflammatory cytokines and serotoninergic alterations.",FO,CHEMICAL,prevent,locomotor activity,DISEASE
29870875,"We found that FO prevented the LPS-mediated body weight loss, anhedonic behavior, reduction of locomotor activity, up-regulation of the proinflammatory cytokines and serotoninergic alterations.",FO,CHEMICAL,prevent,anhedonic behavior,DISEASE
29870875,"We found that FO prevented the LPS-mediated body weight loss, anhedonic behavior, reduction of locomotor activity, up-regulation of the proinflammatory cytokines and serotoninergic alterations.",FO,CHEMICAL,prevent,LPS-mediated body weight loss,DISEASE
29870875,"Together, our results indicated that FO may have beneficial effects on LPS induced sickness-behavior in aged mice either by modulating central inflammation, KP and serotonergic signaling (indirectly effect) or by fatty acids incorporation into neuronal membranes (direct effect).",FO,CHEMICAL,have beneficial effects on,LPS,CHEMICAL
19727292,The data suggest that approximately 58 percent of patients with a diagnosis of childhood autism receive some type of pharmaceutical treatment.,childhood autism,MENTAL_HEALTH,receive type of,pharmaceutical treatment,CHEBI
23138680,"Treatment-emergent adverse events for duloxetine of at least 5% and twice the rate of placebo were dry mouth, constipation, nausea, diarrhea, dizziness, and fatigue.",duloxetine,CHEMICAL,be,dizziness,DISEASE
23138680,"Treatment-emergent adverse events for duloxetine of at least 5% and twice the rate of placebo were dry mouth, constipation, nausea, diarrhea, dizziness, and fatigue.",duloxetine,CHEMICAL,be,nausea,DISEASE
23138680,"Treatment-emergent adverse events for duloxetine of at least 5% and twice the rate of placebo were dry mouth, constipation, nausea, diarrhea, dizziness, and fatigue.",duloxetine,CHEMICAL,be,constipation,DISEASE
23138680,"Treatment-emergent adverse events for duloxetine of at least 5% and twice the rate of placebo were dry mouth, constipation, nausea, diarrhea, dizziness, and fatigue.",duloxetine,CHEMICAL,be,dry mouth,DISEASE
23138680,"Treatment-emergent adverse events for duloxetine of at least 5% and twice the rate of placebo were dry mouth, constipation, nausea, diarrhea, dizziness, and fatigue.",duloxetine,CHEMICAL,be,diarrhea,DISEASE
23138680,"Treatment-emergent adverse events for duloxetine of at least 5% and twice the rate of placebo were dry mouth, constipation, nausea, diarrhea, dizziness, and fatigue.",duloxetine,CHEMICAL,be,fatigue,MENTAL_HEALTH
26437156,Zoledronic acid is a bisphosphonate that is used in patients with metastatic cancer to prevent bone complications.,Zoledronic acid,CHEMICAL,be,bisphosphonate,CHEMICAL
29883946,"Indirubin, a bis-indole alkaloid used in traditional Chinese medicine has shown remarkable anticancer activity against chronic myelocytic leukemia.",bis-indole alkaloid,CHEMICAL,show remarkable anticancer activity against,chronic myelocytic leukemia,DISEASE
29883946,"Indirubin, a bis-indole alkaloid used in traditional Chinese medicine has shown remarkable anticancer activity against chronic myelocytic leukemia.",Indirubin,CHEMICAL,show remarkable anticancer activity against,chronic myelocytic leukemia,DISEASE
2877414,Doses of APH ranging from 2.7 to 54 micrograms/day were examined for signs of toxicity.,APH,CHEMICAL,be examined for signs of,toxicity,DISEASE
2877414,"However, APH was ineffective in suppressing convulsions induced by the ED50 dose of pentylenetetrazol given subcutaneously.",APH,CHEMICAL,suppress,convulsions,DISEASE
9885387,"To determine the efficacy of the dopamine agonist levodopa for childhood amblyopia, a double-masked, placebo-controlled randomised study was performed on 32 amblyopic children with central fixation between 4 and 17 years.",dopamine agonist levodopa,CHEBI,have the efficacy for,childhood amblyopia,DISEASE
9885387,"To determine the efficacy of the dopamine agonist levodopa for childhood amblyopia, a double-masked, placebo-controlled randomised study was performed on 32 amblyopic children with central fixation between 4 and 17 years.",dopamine agonist levodopa,CHEMICAL,have the efficacy for,childhood amblyopia,DISEASE
23099054,"Therefore, the present study was designed to investigate the effect of curcumin and its co-administration with piperine against chronic unpredictable stress (CUS)-induced cognitive impairment and oxidative stress in mice.",curcumin,CHEMICAL,have the effect with,piperine,CHEMICAL
23099054,Chronic stress significantly impaired memory performance (delayed latency time to reach platform in Morris water maze as well as to reach closed arm in elevated plus maze test) and decreased locomotor activity along with sucrose consumption.,Chronic stress,MENTAL_HEALTH,decrease locomotor activity with,sucrose consumption,CHEMICAL
23099054,The results clearly suggest that piperine enhanced the bioavailability of curcumin and potentiated its protective effects against CUS induced cognitive impairment and associated oxidative damage in mice.,piperine,CHEMICAL,potentiate its protective effects against,CUS,CHEMICAL
23099054,The results clearly suggest that piperine enhanced the bioavailability of curcumin and potentiated its protective effects against CUS induced cognitive impairment and associated oxidative damage in mice.,piperine,CHEMICAL,enhance bioavailability of,curcumin,CHEMICAL
19540859,"The results showed that memory deficits were reversed with curcumin in a dose dependent manner, as were stress-induced increases in serum corticosterone levels.",memory deficits,DISEASE,be reversed with,curcumin,CHEMICAL
19540859,In primary hippocampal neurons it was shown that curcumin or imipramine protected hippocampal neurons against corticosterone-induced toxicity.,imipramine,CHEMICAL,protect hippocampal neurons against,corticosterone-induced toxicity,DISEASE
19540859,In primary hippocampal neurons it was shown that curcumin or imipramine protected hippocampal neurons against corticosterone-induced toxicity.,curcumin,CHEMICAL,protect hippocampal neurons against,corticosterone-induced toxicity,DISEASE
19540859,"Thus, curcumin may be an effective therapeutic for learning and memory disturbances as was seen within these stress models, and its neuroprotective effect was mediated in part by normalizing the corticosterone response, resulting in down-regulating of the pCaMKII and glutamate receptor levels.",curcumin,CHEMICAL,result in down-regulating of,pCaMKII receptor levels,CHEMICAL
19540859,"Thus, curcumin may be an effective therapeutic for learning and memory disturbances as was seen within these stress models, and its neuroprotective effect was mediated in part by normalizing the corticosterone response, resulting in down-regulating of the pCaMKII and glutamate receptor levels.",curcumin,CHEMICAL,result in down-regulating of,glutamate,CHEMICAL
25619176,We conducted a systematic review of randomized-controlled trials (RCTs) to determine the efficacy and safety of aripiprazole augmentation of clozapine for schizophrenia.,clozapine,CHEMICAL,have aripiprazole augmentation for,schizophrenia,MENTAL_HEALTH
25619176,"The pooled standardized mean differences (SMDs, 95% CIs) (Z-test; number of study; I(2)-index) suggested trends of aripiprazole augmentation benefits on overall psychotic [-0.40 (-0.87 to 0.07) (n = 3; Z = 1.68, p = 0.09; I(2) = 68%)], positive [-1.05 (-2.39 to 0.29) (n = 3; Z = 1.54, p = 0.12; I(2) = 94%)], and negative [-0.36 (-0.77 to 0.05) (n = 3; Z = 1.74, p = 0.08; I(2) = 54%)] symptoms.",aripiprazole augmentation,CHEMICAL,have trends on,overall psychotic,DISEASE
28957012,Twenty percent of E. faecalis and 80% of E. faecium isolates were resistant to high-concentration streptomycin.,E. faecium isolates,CHEMICAL,be resistant to,high-concentration streptomycin,CHEMICAL
28957012,Twenty percent of E. faecalis and 80% of E. faecium isolates were resistant to high-concentration streptomycin.,E. faecalis,DISEASE,be resistant to,high-concentration streptomycin,CHEMICAL
28957012,One third of E. faecalis and 70% of E. faecium isolates were intermediately susceptible to erythromycin.,E. faecium isolates,CHEMICAL,be susceptible to,erythromycin,CHEMICAL
28957012,One third of E. faecalis and 70% of E. faecium isolates were intermediately susceptible to erythromycin.,E. faecalis,DISEASE,be susceptible to,erythromycin,CHEMICAL
1662477,"NBQX microinjected into the subthalamic nucleus, internal pallidal segment, and reticular part of the substantia nigra, but not into the laterodorsal neostriatum of the rats, stimulated locomotor activity and reduced muscular rigidity.",NBQX,CHEMICAL,reduce,muscular rigidity,DISEASE
1662477,"In aged Rhesus monkeys with bilateral 1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine-induced parkinsonism, intramuscular NBQX produced clinically apparent improvement in akinesia, tremor, posture, and gross motor skills.",intramuscular NBQX,CHEMICAL,"produce in aged rhesus monkeys with bilateral 1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine-induced parkinsonism apparent improvement in",tremor,DISEASE
1662477,"In aged Rhesus monkeys with bilateral 1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine-induced parkinsonism, intramuscular NBQX produced clinically apparent improvement in akinesia, tremor, posture, and gross motor skills.",intramuscular NBQX,CHEMICAL,"produce in aged rhesus monkeys with bilateral 1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine-induced parkinsonism apparent improvement in",akinesia skills,MENTAL_HEALTH
1662477,"In aged Rhesus monkeys with bilateral 1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine-induced parkinsonism, intramuscular NBQX produced clinically apparent improvement in akinesia, tremor, posture, and gross motor skills.",intramuscular NBQX,CHEMICAL,produce in aged rhesus monkeys with,"1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine-induced parkinsonism apparent improvement",DISEASE
1662477,Blockade of excitatory synaptic transmission by AMPA receptor antagonists may provide a new therapeutic strategy for Parkinson's disease (PD).,AMPA receptor antagonists,CHEBI,provide new therapeutic strategy for parkinson's,PD,DISEASE
33064217,"The regression tree analyses indicated extracted chlorophyll, CDOM, and NTU were the three most influential parameters on phycocyanin concentrations.",tree analyses,NUTRITION,indicate extracted,chlorophyll,CHEMICAL
33064217,"The regression tree analyses indicated extracted chlorophyll, CDOM, and NTU were the three most influential parameters on phycocyanin concentrations.",tree analyses,NUTRITION,indicate extracted,CDOM,CHEMICAL
33064217,"The regression tree analyses indicated extracted chlorophyll, CDOM, and NTU were the three most influential parameters on phycocyanin concentrations.",regression tree,MENTAL_HEALTH,indicate extracted,chlorophyll,CHEMICAL
33064217,"The regression tree analyses indicated extracted chlorophyll, CDOM, and NTU were the three most influential parameters on phycocyanin concentrations.",regression tree,MENTAL_HEALTH,indicate extracted,CDOM,CHEMICAL
32764428,"Elevated microcystin concentrations were not positively correlated with numbers of cyanobacterial cells, but multiple linear regression analysis suggested temperature and dissolved oxygen explained a significant amount of the variability in microcystin across both reservoirs.",multiple linear regression analysis,MENTAL_HEALTH,suggest,dissolved oxygen,CHEMICAL
18437276,"N-acetyl aspartate (NAA), Creatine (Cr), and Choline (Cho) metabolite resonance intensities were all quantified in the cingulum, a region of interest in schizophrenia and bipolar disorder.",NAA,CHEMICAL,be quantified,schizophrenia,MENTAL_HEALTH
18437276,"N-acetyl aspartate (NAA), Creatine (Cr), and Choline (Cho) metabolite resonance intensities were all quantified in the cingulum, a region of interest in schizophrenia and bipolar disorder.",NAA,CHEMICAL,be quantified,bipolar disorder,MENTAL_HEALTH
18437276,"N-acetyl aspartate (NAA), Creatine (Cr), and Choline (Cho) metabolite resonance intensities were all quantified in the cingulum, a region of interest in schizophrenia and bipolar disorder.",Choline Cho resonance intensities,NUTRITION,be quantified,schizophrenia,MENTAL_HEALTH
18437276,"N-acetyl aspartate (NAA), Creatine (Cr), and Choline (Cho) metabolite resonance intensities were all quantified in the cingulum, a region of interest in schizophrenia and bipolar disorder.",Choline Cho resonance intensities,NUTRITION,be quantified,bipolar disorder,MENTAL_HEALTH
18437276,"N-acetyl aspartate (NAA), Creatine (Cr), and Choline (Cho) metabolite resonance intensities were all quantified in the cingulum, a region of interest in schizophrenia and bipolar disorder.",Creatine,CHEMICAL,be quantified,schizophrenia,MENTAL_HEALTH
18437276,"N-acetyl aspartate (NAA), Creatine (Cr), and Choline (Cho) metabolite resonance intensities were all quantified in the cingulum, a region of interest in schizophrenia and bipolar disorder.",Creatine,CHEMICAL,be quantified,bipolar disorder,MENTAL_HEALTH
18437276,"N-acetyl aspartate (NAA), Creatine (Cr), and Choline (Cho) metabolite resonance intensities were all quantified in the cingulum, a region of interest in schizophrenia and bipolar disorder.",N-acetyl aspartate,CHEMICAL,be quantified,schizophrenia,MENTAL_HEALTH
18437276,"N-acetyl aspartate (NAA), Creatine (Cr), and Choline (Cho) metabolite resonance intensities were all quantified in the cingulum, a region of interest in schizophrenia and bipolar disorder.",N-acetyl aspartate,CHEMICAL,be quantified,bipolar disorder,MENTAL_HEALTH
18437276,Schizophrenia patients showed a significantly higher Cho/Cre as well as lower NAA/Cho ratios as compared with controls and bipolar patients.,Schizophrenia patients,MENTAL_HEALTH,show,higher Cho/Cre,CHEMICAL
18437276,Schizophrenia patients showed a significantly higher Cho/Cre as well as lower NAA/Cho ratios as compared with controls and bipolar patients.,Schizophrenia patients,MENTAL_HEALTH,show,lower NAA/Cho ratios,CHEMICAL
18437276,Schizophrenia patients showed a significantly higher Cho/Cre as well as lower NAA/Cho ratios as compared with controls and bipolar patients.,Schizophrenia patients,MENTAL_HEALTH,compare with,bipolar patients,DISEASE
1560892,The effects of SDAT on this task are consistent with previous results with anticholinergic agents in rats.,SDAT,DISEASE,be consistent with previous results with,anticholinergic agents,CHEBI
2109766,It is theoretically possible that pharmacologic therapy with anticholinergic agents or imipramine could improve incontinence in this group.,anticholinergic agents,CHEBI,improve,incontinence,DISEASE
2109766,It is theoretically possible that pharmacologic therapy with anticholinergic agents or imipramine could improve incontinence in this group.,imipramine,CHEMICAL,improve,incontinence,DISEASE
17918759,"Today, morphine and related compounds are still used as a first line therapy in the treatment of moderate to severe pain.",morphine compounds,CHEMICAL,be used as first line therapy in treatment of moderate to,severe pain,DISEASE
17918759,"However, despite the clear benefits of mu agonists in pain management, severe side effects such as dependence and respiratory depression are associated with use of these drugs.",respiratory depression,MENTAL_HEALTH,be associated,pain management,DISEASE
17918759,"However, despite the clear benefits of mu agonists in pain management, severe side effects such as dependence and respiratory depression are associated with use of these drugs.",respiratory depression,MENTAL_HEALTH,be associated,mu agonists,CHEBI
17918759,"However, despite the clear benefits of mu agonists in pain management, severe side effects such as dependence and respiratory depression are associated with use of these drugs.",mu agonists,CHEBI,have the clear benefits in,pain management,DISEASE
8214728,"Through the first 12 h postpartum, the BU group achieved significantly greater analgesia than the morphine sulfate (control) (MS), NB, and NX groups, a significantly lower incidence of severe pruritus than the MS group, and significantly greater satisfaction than MS and NX groups.",BU group,CHEMICAL,achieve through,h postpartum greater analgesia,MENTAL_HEALTH
8214728,"Through the first 12 h postpartum, the BU group achieved significantly greater analgesia than the morphine sulfate (control) (MS), NB, and NX groups, a significantly lower incidence of severe pruritus than the MS group, and significantly greater satisfaction than MS and NX groups.",BU group,CHEMICAL,achieve through,severe pruritus,DISEASE
8214728,"Through the first 12 h postpartum, the BU group achieved significantly greater analgesia than the morphine sulfate (control) (MS), NB, and NX groups, a significantly lower incidence of severe pruritus than the MS group, and significantly greater satisfaction than MS and NX groups.",BU group,CHEMICAL,achieve through,NB,DISEASE
8214728,"Through the first 12 h postpartum, the BU group achieved significantly greater analgesia than the morphine sulfate (control) (MS), NB, and NX groups, a significantly lower incidence of severe pruritus than the MS group, and significantly greater satisfaction than MS and NX groups.",BU group,CHEMICAL,achieve through,morphine sulfate,CHEMICAL
8214728,Epidural morphine and BU promoted better analgesia and satisfaction than any previously documented postcesarean regimen.,BU,CHEMICAL,promote,better analgesia,MENTAL_HEALTH
8214728,Epidural morphine and BU promoted better analgesia and satisfaction than any previously documented postcesarean regimen.,Epidural morphine,CHEMICAL,promote,better analgesia,MENTAL_HEALTH
26140267,"Vaccinium Macrocarpon (cranberry), commonly used against UTI in adult women, is also effective in reducing the number of recurrences and related antimicrobial use in children.",cranberry,NUTRITION,reduce number of,related antimicrobial use,CHEBI
11692301,"Specific syndromes may also be addressed by nutritional interventions (for example, cranberry juice consumption to reduce urinary tract infections) and may reduce antibiotic use in older adults, particularly those living in long-term care facilities.",Specific syndromes,MENTAL_HEALTH,be addressed by,cranberry juice,NUTRITION
34867405,"The behavior tests such as sucrose preference test, forced swimming test and novelty-suppressed feeding test were measured to evaluate depressive-like behaviors of model mice.",sucrose preference test,CHEMICAL,evaluate,depressive-like behaviors,DISEASE
34867405,"Results: After 6-weeks of modeling, the behavioral data showed that mice in CUMS group and solvent group had obvious depressive-like behaviors, and the medication of Xiaoyaosan or Nec-1 could improve these behavioral changes.",CUMS group,DISEASE,have,obvious depressive-like behaviors,DISEASE
25560671,"Kai-Xin-San (KXS), a well-known traditional Chinese herbal decoction, has been widely used to treat mental depression and memory loss in China.",KXS,CHEMICAL,treat,mental depression,MENTAL_HEALTH
25560671,"Kai-Xin-San (KXS), a well-known traditional Chinese herbal decoction, has been widely used to treat mental depression and memory loss in China.",KXS,CHEMICAL,treat,memory loss,DISEASE
9413929,"Chronic ethanol abuse during pregnancy can cause fetal injury, including the fetal alcohol syndrome (FAS).",Chronic ethanol abuse,MENTAL_HEALTH,cause,FAS,CHEMICAL
9413929,"Chronic ethanol abuse during pregnancy can cause fetal injury, including the fetal alcohol syndrome (FAS).",Chronic ethanol abuse,MENTAL_HEALTH,cause,fetal alcohol syndrome,MENTAL_HEALTH
1650413,Ethanol affected the ability of murine embryonic palate mesenchymal (MEPM) cells to produce cAMP in response to hormone treatment.,Ethanol,CHEMICAL,affect ability of,mesenchymal,DISEASE
3044173,The role of zinc deficiency in the etiology of ethanol-associated fetotoxicity was assessed by measurement of maternal and newborn hair zinc content in a nonhuman primate model of the fetal alcohol syndrome.,zinc deficiency,CHEMICAL,be assessed by measurement of maternal and newborn hair zinc content in nonhuman primate model of,fetal alcohol syndrome,MENTAL_HEALTH
3044173,The role of zinc deficiency in the etiology of ethanol-associated fetotoxicity was assessed by measurement of maternal and newborn hair zinc content in a nonhuman primate model of the fetal alcohol syndrome.,ethanol-associated fetotoxicity,DISEASE,be assessed by measurement of maternal and newborn hair zinc content in nonhuman primate model of,fetal alcohol syndrome,MENTAL_HEALTH
3044173,The role of zinc deficiency in the etiology of ethanol-associated fetotoxicity was assessed by measurement of maternal and newborn hair zinc content in a nonhuman primate model of the fetal alcohol syndrome.,zinc deficiency,CHEMICAL,be assessed by measurement of,maternal hair zinc content,CHEMICAL
3044173,The role of zinc deficiency in the etiology of ethanol-associated fetotoxicity was assessed by measurement of maternal and newborn hair zinc content in a nonhuman primate model of the fetal alcohol syndrome.,ethanol-associated fetotoxicity,DISEASE,be assessed by measurement of,maternal hair zinc content,CHEMICAL
3044173,The ethanol-exposed infant monkeys had a significantly higher incidence of craniofacial dysmorphology and developmental delay compared to the controls.,ethanol-exposed infant monkeys,CHEMICAL,have higher incidence of,craniofacial dysmorphology,DISEASE
3044173,"Although the findings cannot exclude transient or early gestational zinc deficiency as a factor, they provide further evidence that ethanol (and/or its metabolites) is the proximate toxin in the type of fetal injury seen in the fetal alcohol syndrome.",ethanol,CHEMICAL,be,proximate toxin,CHEBI
30105472,"Finally, we argue that TCAs, and particularly MAOIs, should continue to play an important role in the modern treatment of depression, especially in the treatment-resistant patient.",MAOIs,CHEMICAL,play important role in modern treatment of,depression,MENTAL_HEALTH
30105472,"Finally, we argue that TCAs, and particularly MAOIs, should continue to play an important role in the modern treatment of depression, especially in the treatment-resistant patient.",TCAs,CHEMICAL,play important role in modern treatment of,depression,MENTAL_HEALTH
30176835,Supplementation of N-acetylcysteine (NAC) to ongoing antidepressant therapy may positively influence outcome of depression treatment in these patients.,NAC,CHEMICAL,influence outcome of,depression treatment,MENTAL_HEALTH
30176835,Supplementation of N-acetylcysteine (NAC) to ongoing antidepressant therapy may positively influence outcome of depression treatment in these patients.,ongoing antidepressant therapy,CHEMICAL,influence outcome of,depression treatment,MENTAL_HEALTH
30176835,Supplementation of N-acetylcysteine (NAC) to ongoing antidepressant therapy may positively influence outcome of depression treatment in these patients.,N-acetylcysteine,CHEMICAL,influence outcome of,depression treatment,MENTAL_HEALTH
30176835,"Therefore, this study aims to investigate the efficacy of NAC supplementation in patients with insufficient response to standard antidepressant treatment, and to explore potential roles of inflammation and oxidative stress involved in the alleged pathophysiological processes of TRD.",NAC supplementation,CHEMICAL,in patients with,standard antidepressant treatment,CHEMICAL
31614949,"In conclusion, high-dose NR induces the onset of WAT dysfunction, which may in part explain the deterioration of metabolic health.",high-dose NR,CHEMICAL,induce in conclusion onset of,WAT dysfunction,DISEASE
21450002,"The NA regulatory circuit in P. putida has evolved an additional repression loop based on the NicR-dependent cross regulation of the nicS gene, thus assuring a tight transcriptional control of the catabolic genes that may prevent depletion of this vitamin B3 when needed for the synthesis of essential cofactors.",P. putida,DISEASE,evolve,additional repression loop,MENTAL_HEALTH
21450002,"The NA regulatory circuit in P. putida has evolved an additional repression loop based on the NicR-dependent cross regulation of the nicS gene, thus assuring a tight transcriptional control of the catabolic genes that may prevent depletion of this vitamin B3 when needed for the synthesis of essential cofactors.",NA regulatory circuit,CHEMICAL,evolve,additional repression loop,MENTAL_HEALTH
26340057,"Mammary tumours were induced by N-methyl-N-nitrosourea (50 mg/kg, intraperitoneal, on the 41st postnatal day).",Mammary tumours,DISEASE,be induced by,N-methyl-N-nitrosourea,CHEMICAL
32753819,Wernicke's encephalopathy is an acute neurological disorder caused due to thiamine deficiency.,Wernicke's encephalopathy,DISEASE,caused due to,thiamine deficiency,CHEBI
27325794,"Decitabine (5-aza-2'-deoxycytidine, aza-dCyd) is an anti-cancer drug used clinically for the treatment of myelodysplastic syndromes and acute myeloid leukaemia that can act as a DNA-demethylating or genotoxic agent in a dose-dependent manner.",Decitabine 5-aza-2'-deoxycytidine,CHEMICAL,used for treatment of,acute myeloid leukaemia,DISEASE
27325794,"Decitabine (5-aza-2'-deoxycytidine, aza-dCyd) is an anti-cancer drug used clinically for the treatment of myelodysplastic syndromes and acute myeloid leukaemia that can act as a DNA-demethylating or genotoxic agent in a dose-dependent manner.",Decitabine 5-aza-2'-deoxycytidine,CHEMICAL,used for treatment of,myelodysplastic syndromes,MENTAL_HEALTH
20561600,With the discovery that thymidine phosphorylase deficiency causes destabilization of mitochondrial DNA and a severe multisystemic syndrome the importance of dNTP pool balance was extended to mitochondria.,thymidine phosphorylase deficiency,CHEMICAL,cause with discovery destabilization of mitochondrial dna and severe multisystemic syndrome importance of,dNTP pool balance,CHEMICAL
20561600,With the discovery that thymidine phosphorylase deficiency causes destabilization of mitochondrial DNA and a severe multisystemic syndrome the importance of dNTP pool balance was extended to mitochondria.,thymidine phosphorylase deficiency,CHEMICAL,cause with discovery destabilization of,severe multisystemic syndrome importance,DISEASE
