ID,Label,Preferred label,Synonyms
NEW16984,BIOCHEMICAL,female androgen insufficiency syndrome,female androgen insufficiency syndrome
NEW16992,MENTAL_HEALTH,fragmentation scheme,Fragmentation schemes
NEW16993,DISEASE,tourette patient,Tourette patients
NEW16995,CHEMICAL,urinary beta-phenylethylamine level,urinary beta-phenylethylamine levels
D019469,CHEMICAL,Indinavir,"L735 524|L735,524|L 735,524|Crixivan|Indinavir, Sulfate (1:1)|L-735,524|L-735 524|MK639|Sulfate, Indinavir|L 735 524|indinavir|MK 639|Indinavir Sulfate|MK-639"
NEW16999,CHEMICAL,dietary gaba,dietary GABA
NEW17000,MENTAL_HEALTH,regression equation,regression equations
C000610981,CHEMICAL,"MTNR1A protein, human [Supplementary Concept]","MTNR1A|Receptor, Melatonin, MT1"
C425931,CHEMICAL,GW 501516 [Supplementary Concept],Thiazoles|GW501516
NEW17006,CHEMICAL,cytoplasmic human uterine progesterone receptor,cytoplasmic human uterine progesterone receptor
NEW17008,CHEMICAL,3h-dihydrospirorenone,3H-dihydrospirorenone
NEW17009,CHEMICAL,label steroid,labeled steroid
NEW17011,CHEMICAL,80-gene molecular subtyping profile,80-Gene Molecular Subtyping Profile
NEW17013,DISEASE,pericardial edema,Pericardial edema
C451427,CHEMICAL,zoxamide [Supplementary Concept],Amides|zoxamide
NEW03725,CHEMICAL,mesolimbic dopamine da system,mesolimbic dopamine DA system
NEW17016,DISEASE,mesolimbic dopamine da system,hypersomniac episodes
D021902,DISEASE,Enterobacter aerogenes,Klebsiella mobilus|Aerobacter aerogenes|Klebsiella mobilis|Enterobacter %|Klebsiella aerogenes
D041121,DISEASE,Klebsiella oxytoca,Klebsiella|Bacillus oxytocus perniciosus
D044082,DISEASE,Citrobacter rodentium,Citrobacter freundii Biotype 4280|Citrobacter
NEW17017,DISEASE,strain e13 t (= dsm t,strain E13 T (= DSM T
C406452,CHEMICAL,"(7-methoxycoumarin-4-yl)methyl-caged 8-bromoadenosine cyclic 3',5'-monophosphate [Supplementary Concept]",Coumarins|8-Br-cAMP|Cyclic AMP/analogs  and  derivatives
C085974,CHEMICAL,forskolin receptor [Supplementary Concept],"Receptors, Cell Surface|forskolin"
http://purl.obolibrary.org/obo/CHEBI_38634,CHEMICAL,voltage-gated sodium channel blocker,Nav channel blockers|voltage-dependent sodium channel blockers|Nav channel blocker|Voltage-gated KCNQ/Kv7 potassium channels
NEW17025,CHEMICAL,conotoxin family,conotoxin family
D020916,CHEMICAL,Conotoxins,mu-Conotoxin|alpha-Conotoxins|alpha-Conotoxin|mu-Conotoxins|Conotoxin|alpha Conotoxin|mu Conotoxin|alpha Conotoxins|α-conotoxins|mu Conotoxins
NEW17026,CHEMICAL,α5/5 conotoxin isomer,α5/5 conotoxin isomers
NEW17029,DISEASE,erythroleukemia cell line,erythroleukemia cell lines
NEW17033,NUTRITION,cherax destructor hemocyanin,Cherax destructor hemocyanin
D016553,DISEASE,"Purpura, Thrombocytopenic, Idiopathic","Werlhof's Disease|Disease, Werlhof's|Purpura, Immune Thrombocytopenic|Thrombocytopenic Purpuras, Idiopathic|Purpura, Thrombocytopenic, Autoimmune|Werlhof Disease|Disease, Werlhof|Purpuras, Autoimmune Thrombocytopenic|Thrombocytopenia, Autoimmune|Immune Thrombocytopenic Purpura|Immune Thrombocytopenias|Autoimmune Thrombocytopenia|Autoimmune Thrombocytopenic Purpuras|Thrombocytopenic Purpuras, Immune|Idiopathic Thrombocytopenic Purpuras|Thrombocytopenias, Immune|Purpuras, Idiopathic Thrombocytopenic|Purpura, Idiopathic Thrombocytopenic|Thrombocytopenic Purpura, Autoimmune|Purpura, Autoimmune Thrombocytopenic|ITP|Autoimmune Thrombocytopenias|Immune Thrombocytopenic Purpuras|Werlhofs Disease|immune thrombocytopenia|Thrombocytopenic Purpura, Idiopathic|Immune Thrombocytopenia|Thrombocytopenias, Autoimmune|Purpuras, Immune Thrombocytopenic|Idiopathic Thrombocytopenic Purpura|Thrombocytopenia, Immune|Thrombocytopenic Purpura, Immune|Autoimmune Thrombocytopenic Purpura"
D019916,CHEMICAL,Choline-Phosphate Cytidylyltransferase,"CDP Choline Synthetase|Phosphocholine Cytidylyltransferase, CTP|Choline Phosphate Cytidylyltransferase|Phosphocholine Cytidylyl-Transferase, CTP|CTP Phosphocholine Cytidylyl Transferase|Phosphorylcholine Cytidyl Transferase|Transferase, Phosphorylcholine Cytidyl|Phosphorylcholine Cytidyltransferase, CTP|Phosphocholine Cytidyltransferase|CTP Phosphorylcholine Cytidyltransferase|Cytidylyltransferase, CTP Phosphocholine|Cytidylyl-Transferase, CTP Phosphocholine|Synthetase, CDP-Choline|Cytidyltransferase, CTP Phosphorylcholine|CTP Phosphocholine Cytidylyltransferase|CTP Phosphocholine Cytidylyl-Transferase|CDP-Choline Synthetase|Cytidyl Transferase, Phosphorylcholine|CTP|Cytidylyltransferase, Choline-Phosphate|Cytidyltransferase, Phosphocholine"
D005957,CHEMICAL,UTP-Glucose-1-Phosphate Uridylyltransferase,"Pyrophosphorylase, UDP Glucose|Uridylyltransferase, UTP-Glucose-1-Phosphate|Pyrophosphorylase, UDPG|Uridylyltransferase, Glucosephosphate|UDP Glucose Pyrophosphorylase|UDPG Pyrophosphorylase|UTP|UTP Glucose 1 Phosphate Uridylyltransferase|Glucosephosphate Uridylyltransferase"
NEW17035,DISEASE,peripheral blood carbonyl stress marker,peripheral blood carbonyl stress markers
NEW17036,CHEMICAL,advanced product age pentosidine,advanced product AGE pentosidine
D017127,DISEASE,"Glycation End Products, Advanced","Products, Maillard|Maillard Product|Glycation Endproduct, Advanced|Reaction Product, Maillard|Reaction Products, Maillard|Endproducts, Advanced Glycation|Maillard Reaction End Product|Product, Maillard|Product, Maillard Reaction|Advanced Glycation Endproduct|Advanced Maillard Reaction End Products|Endproduct, Advanced Glycation|Maillard Reaction End Products|Advanced Glycation End Products|Products, Maillard Reaction|Maillard Reaction Products|Advanced Glycation End Product|Endproducts, Advanced Glycosylation|Maillard Reaction Product|Maillard Products|Advanced Glycosylation End Product|Advanced Maillard Reaction End Product|Glycation Endproducts, Advanced|Glycosylation Endproducts, Advanced|Advanced Glycosylation Endproducts|Advanced Glycation Endproducts|Glycosylation End Products, Advanced|Advanced Glycosylation End Products|glycation end product"
NEW17037,CHEMICAL,reactive carbonyl-detoxifying b6 vitamin pyridoxal,reactive carbonyl-detoxifying B6 vitamin pyridoxal
NEW17038,CHEMICAL,glyceraldehyde-derived ages,Glyceraldehyde-derived AGEs
http://cbmi.med.harvard.edu/asdphenotype#Class_148,CHEMICAL,exposures,Over-exposure
D019551,BIOCHEMICAL,Dental Disinfectants,"disinfectants|Disinfectants, Dental"
NEW17040,BIOCHEMICAL,peroxiproliferator-activated receptor alpha agonist,peroxiproliferator-activated receptor alpha agonists
http://purl.obolibrary.org/obo/DOID_807,DISEASE,carotid artery occlusion,Occlusion and stenosis of carotid artery|unilateral common carotid artery occlusion
NEW17044,CHEMICAL,third-generation fibric acid derivative,third-generation fibric acid derivative
NEW17047,CHEMICAL,fenofibrate therapy,fenofibrate therapy
D013779,CHEMICAL,Tetrodotoxin,"Toxin, Fugu|Tetradotoxin|Tarichatoxin|Fugu Toxin|Tetrodotoxin"
C092427,DISEASE,CM 178-78 [Supplementary Concept],Diamines|CM
NEW17052,CHEMICAL,ingredient osthole,ingredient osthole
NEW17053,CHEMICAL,pectin receptor,pectin receptors
NEW17055,MENTAL_HEALTH,somatotopic projection,somatotopic projection
NEW17058,BIOCHEMICAL,rt inhibitor,RT inhibitors
D058008,CHEMICAL,Xenotropic murine leukemia virus-related virus,"Xenotropic murine leukemia virus related virus|Viruses, XMRV|Xenotropic MuLV-related viruses|XMRV|xenotropic murine leukemia virus-related virus|Xenotropic MuLV-related virus|XMRV Viruses|Xenotropic MuLV related virus|MuLV-related viruses, Xenotropic|Virus, XMRV|MuLV-related virus, Xenotropic|XMRV Virus"
NEW17060,NUTRITION,pacific mackerel Trachurus symmetricus,Pacific mackerel Trachurus symmetricus
NEW17061,DISEASE,crypt cell,Crypt cells
D048271,CHEMICAL,Chitosan,Poliglusam|chitosan
NEW17063,CHEMICAL,increase salicylic acid,Increased salicylic acid
C534740,CHEMICAL,betulinic acid methyl ester [Supplementary Concept],Triterpenes|betulinic acid
NEW17066,CHEMICAL,long-term liquorice ingestion,Long-term liquorice ingestion
D000077489,CHEMICAL,Piperazine,"piperazine|Piperazinium Oleate|Piperazine Dihydrochloride|Piperazine Sulfate|Piperazine Hydrobromide|Piperazine Hydrochloride|Piperazine Monohydrochloride|Piperazine Tartrate|Piperazine Phosphate (1:1)|Piperazine Phosphate Anhydrous|Piperazine Hydrate|Piperazine Hexahydrate|Piperazine Salt|NAN-190|Piperazine Tartrate (1:1), (R-(R*,R*))-isomer|Piperazine Phosphate|1,4-Diazacyclohexane|Piperazine Tartrate, (R-(R*,R*))-isomer|1,4 Piperazine|Pripsen|Piperazine Diacetate|1,4-Piperazine|1,4 Diazacyclohexane"
NEW17069,CHEMICAL,serotonin 5-ht1a receptor antagonist butyl piperazine,serotonin 5-HT1A receptor antagonist butyl piperazine
NEW17071,DISEASE,brain crf system,brain CRF systems
NEW17072,DISEASE,olb,OLB
NEW17073,CHEMICAL,ee/ln ee/drsp coc treatment,EE/LN EE/DRSP COC treatment
NEW17078,DISEASE,consecutive hypertensive patient,consecutive hypertensive patients
D000077405,CHEMICAL,Irbesartan,"SR47436|BMS 186295|2-N-Butyl-3-((2'-(1H-tetrazol-5-yl)biphenyl-4-yl)methyl)-1,3-diazaspiro(4,4)non-1-en-4-one|BMS-186295|irbesartan|Karvea|SR-47436|Avapro|Aprovel|SR 47436"
D006852,CHEMICAL,Hydrochlorothiazide,HCTZ|HydroDIURIL|Esidrix|Sectrazide|Esidrex|hydrochlorothiazide|Hypothiazide|Oretic|Dihydrochlorothiazide|Dichlothiazide
NEW17080,DISEASE,gastrointestinal bacterial community,gastrointestinal bacterial communities
NEW17083,DISEASE,anti-gamma aminobutyric acid b receptor encephalitis,Anti-gamma aminobutyric acid B receptor encephalitis
NEW17085,CHEMICAL,metoclopramide poisoning,metoclopramide poisoning
NEW17086,BIOCHEMICAL,poison gland mucus,Poison gland mucus
NEW17088,BIOCHEMICAL,crf1 receptor antagonist,CRF1 receptor antagonists
NEW17089,BIOCHEMICAL,basal thyroid-stimulating hormone,Basal thyroid-stimulating hormone
NEW17090,CHEMICAL,combined estrogen-progestin regiman,combined estrogen-progestin regimen
NEW17091,BIOCHEMICAL,potent estrogen,potent estrogens
NEW12568,BIOCHEMICAL,endocrine therapy,endocrine therapy
NEW17094,CHEMICAL,anti-progestin capable,anti-progestins capable
NEW17095,DISEASE,steroid-induced growth factor,steroid-induced growth factors
NEW17096,DISEASE,early breast cancer,early breast cancer
NEW17098,BIOCHEMICAL,new endocrine agent,newer endocrine agents
NEW17099,CHEMICAL,nbm ch neuron,NBM Ch neurons
NEW17102,MENTAL_HEALTH,glutamatergic corticostriatal projection,glutamatergic corticostriatal projection
D002541,DISEASE,Cerebral Decortication,"Cortex Decortications, Cerebral|cerebral decortication|Cerebral Decortications|Decortication, Cerebral|Cortex Decortication, Cerebral|Cerebral Cortex Decortication|Decortications, Cerebral Cortex|Cerebral Cortex Decortications|Decortications, Cerebral|Decortication, Cerebral Cortex"
NEW03647,DISEASE,neurotoxic effect,neurotoxic effect
NEW17104,DISEASE,hepatocellular hypertrophy,hepatocellular hypertrophy
NEW17105,CHEMICAL,pronamide administration,pronamide administration
NEW05825,CHEMICAL,purine metabolism,purine metabolism
C023666,CHEMICAL,pyridine [Supplementary Concept],Pyridines|pyridine
D011686,CHEMICAL,"Purine-Pyrimidine Metabolism, Inborn Errors","purine|Purine Pyrimidine Metabolism, Inborn Errors"
NEW17109,BIOCHEMICAL,decrease plasma nicotinamide concentration,Decreased plasma nicotinamide concentrations
NEW17110,CHEMICAL,photoadduct,photoadducts
http://purl.obolibrary.org/obo/CHEBI_166646,CHEMICAL,dihydrorotenone,"(1R,6S,13R)-16,17-dimethoxy-6-propan-2-yl-2,7,20-trioxapentacyclo[11.8.0.03,11.04,8.014,19]henicosa-3(11),4(8),9,14,16,18-hexaen-12-one|[(3)H]tamsulosin"
NEW17113,BIOCHEMICAL,certain β-adrenoceptor antagonists/inverse agonist,certain β-adrenoceptor antagonists/inverse agonists
NEW17114,BIOCHEMICAL,peroxiproliferator activate receptor γ agonist pioglitazone AK Scientific,peroxiproliferator activated receptor γ agonist pioglitazone AK Scientific
D000071070,DISEASE,Familial Multiple Lipomatosis,"Familial Multiple Lipomas|Lipomatoses, Familial Multiple|Adiposis Dolorosa Type III|Multiple Lipoma, Familial|Familial Multiple Lipoma|Dercum's Disease Type III|Lipomatosis, Familial Multiple|Lipoma Dolorosa|Multiple Lipomas, Familial|multiple lipomas|Familial Multiple Lipomatoses"
D008067,DISEASE,Lipoma,"Lipomas|lipomas|Lipomas, Atypical|Fatty Tumor|Atypical Lipomas|Lipomata|Pleomorphic Lipoma|Fatty Tumors|Lipomatosis, Multiple|Lipomas, Pleomorphic|Lipoma, Atypical|Lipomatoses, Multiple|Tumors, Fatty|Hibernomas|Lipomatas|Hibernoma|Multiple Lipomatosis|Atypical Lipoma|Tumor, Fatty|Pleomorphic Lipomas|Multiple Lipomatoses|Lipoma, Pleomorphic"
D018902,CHEMICAL,"Chondrodysplasia Punctata, Rhizomelic","CDP|Chondrodysplasia punctata|Chondrodysplasia Punctatas, Rhizomelic|Rhizomelic Chondrodysplasia Punctatas|Chondrodysplasia Punctata, Rhizomelic Form|Rhizomelic Chondrodysplasia Punctata|Punctatas, Rhizomelic Chondrodysplasia|Punctata, Rhizomelic Chondrodysplasia"
NEW17120,DISEASE,maternal hepatic lesion,maternal hepatic lesions
NEW17122,BIOCHEMICAL,prevalent xenoestrogen,prevalent xenoestrogen
NEW17124,CHEMICAL,bpa treatment,BPA treatment
NEW17127,BIOCHEMICAL,pervasive xenoestrogen,pervasive xenoestrogen
C105101,CHEMICAL,"FPR2 protein, human [Supplementary Concept]","formyl peptide receptor|FPR|Receptors, Formyl Peptide|Receptors, Lipoxin"
NEW17130,MENTAL_HEALTH,cholinergic projection,cholinergic projection
NEW17132,BIOCHEMICAL,cholinergic projection,BZR agonists
NEW01373,BIOCHEMICAL,cholinergic projection,inverse agonists
NEW17133,BIOCHEMICAL,recent vitamin d intervention study,recent vitamin D intervention studies
NEW17134,BIOCHEMICAL,iodine-rich drug,iodine-rich drug
NEW17138,MENTAL_HEALTH,sevoflurane-induced pica,sevoflurane-induced pica
NEW17139,CHEMICAL,leukotriene pathway,leukotriene pathway
NEW17141,CHEMICAL,cynanchi atrati,Cynanchi atrati
NEW10394,DISEASE,rtt patient,RTT patients
C024989,CHEMICAL,coenzyme Q10 [Supplementary Concept],coenzyme Q10|Ubiquinone/analogs  and  derivatives|CoQ10
NEW17145,BIOCHEMICAL,vitamin e-derivative trolox,vitamin E-derivative Trolox
NEW17147,CHEMICAL,in trolox treatment,in Trolox treatment
NEW17152,MENTAL_HEALTH,augmented mglur-induced long-term depression,Augmented mGluR-induced long-term depression
http://purl.obolibrary.org/obo/CHEBI_33709,CHEMICAL,amino acid,various amino acids
NEW17154,DISEASE,young-onset mouse,young-onset mice
NEW17156,CHEMICAL,dta-induced orexin neurodegeneration,DTA-induced orexin neurodegeneration
C553414,CHEMICAL,avanafil [Supplementary Concept],Avanafil|Pyrimidines
C579978,DISEASE,Catsper1-Related Nonsyndromic Male Infertility [Supplementary Concept],"Infertility, Male|male infertility"
NEW17161,BIOCHEMICAL,pharmaceutical manipulation,pharmaceutical manipulation
NEW17162,CHEMICAL,α7 nachr,α7 nAChRs
NEW17163,CHEMICAL,diacylglycerol kinase dgk δ,Diacylglycerol kinase DGK δ
NEW17167,BIOCHEMICAL,anticholinergic drug category,anticholinergic drug categories
NEW17168,DISEASE,bacillus sp. b87,Bacillus sp. B87
NEW17170,NUTRITION,soybean gall midge,Soybean gall midge
NEW17171,BIOCHEMICAL,immunogenic neoantigen,immunogenic neoantigens
http://purl.obolibrary.org/obo/CHEBI_35479,CHEMICAL,alkali metal salt,metal salts
NEW17173,DISEASE,differential ion mobility spectrometry,DIMS|Differential ion mobility spectrometry
NEW15118,CHEMICAL,ethanol metabolism,prenatal alcohol exposure
NEW17175,BIOCHEMICAL,selective serotonin uptake inhibitor citalopram,selective serotonin uptake inhibitor citalopram
NEW17176,MENTAL_HEALTH,Montgomery-Asberg depression rating scale,Montgomery-Asberg Depression Rating Scale
NEW17177,CHEMICAL,serotonin-norepinephrine uptake inhibitor desipramine,serotonin-norepinephrine uptake inhibitor desipramine
NEW17179,CHEMICAL,Background Bromodihydrochlorophenylbenzodiazepine,Background Bromodihydrochlorophenylbenzodiazepine
NEW17180,DISEASE,trauma anxiety disorder,trauma anxiety disorders
NEW17183,CHEMICAL,serotonin metabolism,serotonin metabolism
NEW17185,CHEMICAL,opium cure,opium cure
NEW08538,CHEMICAL,possible antidepressant action,possible antidepressant action
NEW17187,CHEMICAL,opiate partial agonist buprenorphine,opiate partial agonist buprenorphine
D001985,BIOCHEMICAL,Bronchial Provocation Tests,"Challenge Test, Bronchial|Endobronchial Challenge Test|Challenges, Bronchial Allergen|Test, Bronchial Provocation|Bronchial Challenge Test|Provocation Tests, Bronchial|Test, Inhalation Provocation|Bronchial Challenge Tests|Challenge, Endobronchial Allergen|Tests, Bronchial Challenge|Endobronchial Allergen Challenges|Challenge Tests, Bronchial|Inhalation Provocation Test|allergen|Allergen Challenge, Bronchial|Challenge Tests, Endobronchial|Challenges, Endobronchial Allergen|Allergen Challenges, Endobronchial|Test, Endobronchial Challenge|Challenge, Bronchial Allergen|Endobronchial Challenge Tests|Provocation Tests, Inhalation|Bronchial Allergen Challenges|Allergen Challenges, Bronchial|Challenge Test, Endobronchial|Inhalation Provocation Tests|Allergen Bronchial Provocation Tests|Bronchial Allergen Challenge|Allergen Challenge, Endobronchial|Bronchial Provocation Test|Test, Bronchial Challenge|Provocation Test, Bronchial|Endobronchial Allergen Challenge|Antigen Bronchial Provocation Tests|Tests, Bronchial Provocation|Tests, Endobronchial Challenge|Tests, Inhalation Provocation|Provocation Test, Inhalation"
NEW17190,DISEASE,catatonic episode,catatonic episode
NEW17191,DISEASE,usher syndrome type ib,Usher syndrome type IB
NEW17192,DISEASE,combined blindness,combined blindness
D000081412,CHEMICAL,Myosin VIIa,"Myosin-VIIa|myosin VIIA|VIIa, Unconventional Myosin|Myosin VIIa, Unconventional|protein, MYO7A|MYO7A protein|VIIa, Myosin|Unconventional Myosin VIIa"
NEW17195,DISEASE,ovarian section,Ovarian sections
http://purl.obolibrary.org/obo/CHEBI_27705,CHEMICAL,delta-carotene,"epsilon,psi-carotene|lycopenes|delta-carotene"
C000645456,CHEMICAL,Lachnoclostridium edouardi [Supplementary Concept],Lachnoclostridium|Clostridiales
NEW17200,NUTRITION,tryptophan intervention,tryptophan interventions
NEW17202,NUTRITION,tryptophan modulation,tryptophan modulation
NEW17203,CHEMICAL,central anandamide level,central anandamide levels
NEW17204,CHEMICAL,selective kappa-opioid receptor agonist spiradoline mesylate,selective kappa-opioid receptor agonist spiradoline mesylate
C051272,CHEMICAL,spiradoline [Supplementary Concept],spiradoline|Pyrrolidines
NEW17205,CHEMICAL,estradiol replacement therapy,Estradiol replacement therapy
NEW17206,CHEMICAL,tryptophan-kynurenine metabolic pathway,tryptophan-kynurenine metabolic pathway
NEW17207,DISEASE,neurotoxic pathway,neurotoxic pathway
C514283,CHEMICAL,oligonol [Supplementary Concept],Oligonol|Catechin/analogs  and  derivatives|Phenols
NEW17209,CHEMICAL,tg-ad mouse,Tg-AD mice
NEW17210,CHEMICAL,continuous oligonol treatment,continuous Oligonol treatment
D000074924,DISEASE,Nut and Peanut Hypersensitivity,Peanut and Tree Nut Allergy|Peanut and Nut Allergies|Peanut and Tree Nut Allergies|peanut allergy|Peanut and Tree Nut Hypersensitivity|Peanut and Nut Allergy|Tree Nut and Peanut Allergy|Nut and Peanut Allergy|Nut and Peanut Allergies
NEW17214,NUTRITION,low serum cholesterol level,low serum cholesterol level
NEW17215,CHEMICAL,5-ht vomiting network,5-HT vomiting network
C467566,CHEMICAL,pomalidomide [Supplementary Concept],Thalidomide/analogs  and  derivatives|Pomalidomide
D009190,DISEASE,Myelodysplastic Syndromes,"Syndrome, Dysmyelopoietic|Myelodysplastic Syndrome|Dysmyelopoietic Syndrome|Myelodysplasia, Hematopoetic|Syndromes, Dysmyelopoietic|Dysmyelopoietic Syndromes|Syndromes, Myelodysplastic|Myelodysplasias, Hematopoetic|Syndrome, Myelodysplastic|Myelodysplastic syndrome|Hematopoetic Myelodysplasias|Hematopoetic Myelodysplasia"
NEW17218,DISEASE,p450c17 deficiency,P450c17 deficiencies
NEW17220,BIOCHEMICAL,cry1a toxin,Cry1A toxins
NEW17223,CHEMICAL,NEKY,NEKY
NEW17224,CHEMICAL,3-hydroxykyn,3HKYN|3-hydroxyKYN
NEW17225,CHEMICAL,excitatory NEKY,excitatory NEKY
NEW17226,CHEMICAL,opposite neuroactivitie,opposite neuroactivities
D005670,CHEMICAL,Fusarium,Fusarium|Fusariums
NEW17230,DISEASE,don contamination level,DON contamination levels
NEW17232,CHEMICAL,Columbia Take-Home Naloxone thn program,Columbia Take-Home Naloxone THN program
NEW17233,MENTAL_HEALTH,bayesian logistic regression,Bayesian logistic regression
NEW17236,DISEASE,allergic response,allergic response
NEW17237,NUTRITION,soybean protoplast,soybean protoplasts
NEW17242,CHEMICAL,leucine incorporation,leucine incorporation
http://purl.obolibrary.org/obo/CHEBI_3216,CHEMICAL,buprenorphine,"buprenorphine|17-cyclopropylmethyl-4,5alpha-epoxy-7alpha-((S)-1-hydroxy-1,2,2-trimethylpropyl)-6-methoxy-6,14-endo-ethanomorphinan-3-ol|buprenorphinum|(-)-buprenorphine|Buprenorphine|(5alpha,6beta,14beta,18R)-17-(cyclopropylmethyl)-18-[(2S)-2-hydroxy-3,3-dimethylbutan-2-yl]-6-methoxy-18,19-dihydro-4,5-epoxy-6,14-ethenomorphinan-3-ol|21-cyclopropyl-7alpha-[(S)-1-hydroxy-1,2,2-trimethylpropyl]-6,14-endo-ethano-6,7,8,14-tetrahydrooripavine|2-[3-cyclopropylmethyl-11-hydroxy-15-methoxy-(14R)-13-oxa-3-azahexacyclo[13.2.2.12,8.01,6.06,14.07,12]icosa-7,9,11-trien-16-yl]-3,3-dimethyl-2-butanol|buprenorfina|2-(N-cyclopropylmethyl-4,5alpha-epoxy-3-hydroxy-6-methoxy-6,14-endo-ethanomorphinan-6alpha-yl)-3,3-dimethyl-2-butanol|ED-initiated buprenorphine"
D006712,DISEASE,Homocystinuria,"Homocystinuria|CBS Deficiency|Deficiency, CBS|Cystathionine beta Synthase Deficiency Disease|Cystathionine Beta Synthase Deficiency|Cystathionine beta-Synthase Deficiency Disease|Deficiency Disease, Cystathionine beta Synthase|CBS Deficiencies|Deficiencies, CBS|Deficiency Disease, Cystathionine beta-Synthase"
NEW17245,CHEMICAL,zinc deficiency,Zinc deficiencies
NEW17247,CHEMICAL,glutamic acid decarboxylase isoform,glutamic acid decarboxylase isoform
NEW17250,CHEMICAL,thiobarbituric acid reactive product,thiobarbituric acid reactive products
D008063,CHEMICAL,Thioctic Acid,"Acid, alpha-Lipoic|Thiogamma Injekt|Pleomix-Alpha|biomo lipon|Pleomix Alpha N|PleomixAlpha|AlphaLipon Stada|Injekt, Thiogamma|MTWAlphaliponsaure|Lipoic Acid|Verla-Lipon|Thioctacid|Alpha Lipogamma|Pleomix-Alpha N|alpha Liponsaure von ct|MTW Alphaliponsaure|alphaVibolex|AlphaLiponsaure Sofotec|Alpha Liponsaure Sofotec|Alpha-Liponsaure Sofotec|Juthiac|duralipon|Pleomix Alpha|alpha Liponaure Heumann|espa lipon|Tromlipon|AlphaLipogamma|Thioctacide T|biomolipon|alpha Vibolex|VerlaLipon|alpha-Vibolex|biomo-lipon|Alpha-Lipogamma|alphaLiponsaure von ct|MTW-Alphaliponsaure|Thiogamma oral|Alpha Lippon AL|Fenint|AlphaLippon AL|Verla Lipon|Alphaflam|alphaLiponaure Heumann|espalipon|Liponsaure-ratiopharm|Liponsaureratiopharm|alpha-Lipoic Acid|Alpha Lipon Stada|alpha Lipoic Acid|espa-lipon|Azulipont|alpha-Liponsaure von ct|lipoic acid|alpha-Liponaure Heumann|Alpha-Lipon Stada|PleomixAlpha N|Neurium|Alpha-Lippon AL|Liponsaure ratiopharm"
NEW17251,CHEMICAL,ala supplementation,ALA supplementation
NEW17254,CHEMICAL,metabolite dihydro lipoic acid,metabolite dihydro lipoic acid
D016576,CHEMICAL,Fleroxacin,Ro 23 6240|AM833|AM 833|Ro 23-6240|FLRX|AM-833|Fleroxacin|Ro 236240|Quinodis
NEW17256,CHEMICAL,sex-hormone signaling,sex-hormone signaling
C509671,DISEASE,"voltage-sensor-containing phosphatase, Ciona intestinalis [Supplementary Concept]",Phosphoric Monoester Hydrolases|C. intestinalis
NEW17259,BIOCHEMICAL,unique venom proteome,unique venom proteome
NEW17260,DISEASE,bite envenoming,bite envenoming
NEW17262,DISEASE,bite envenoming,moderate pain
NEW17263,CHEMICAL,serum creatine kinase level,serum creatine kinase level
NEW17264,DISEASE,x-linked disorder,X-linked disorder
NEW17265,DISEASE,schisandrae lignan,Schisandrae lignans
NEW17267,CHEMICAL,schisandrae lignan,endocannabinoids system
NEW04875,DISEASE,gl-iv-03,inflammatory pain
NEW17268,DISEASE,hepatotoxic metabolite,hepatotoxic metabolites
NEW17271,CHEMICAL,docosahexaenoic acid dha,docosahexaenoic acid DHA
NEW17272,DISEASE,gray matter volume reduction,gray matter volume reductions
NEW17273,CHEMICAL,pufa composition,PUFA composition
NEW17275,DISEASE,age-related reduction,age-related reduction
C000618185,CHEMICAL,"SMXL2 protein, Arabidopsis [Supplementary Concept]",Arabidopsis Proteins|smxl2|Intracellular Signaling Peptides and Proteins
D000956,BIOCHEMICAL,"Antigens, Viral","viral antigen|Viral Antigens|Antigen, Viral|Viral Antigen"
http://purl.obolibrary.org/obo/CHEBI_80008,CHEMICAL,bila 2185bs,acupuncture/acupressure
NEW17278,CHEMICAL,de adnp mutation,de ADNP mutations
NEW17281,CHEMICAL,calcium sulfate bead,Calcium sulfate beads
D059245,DISEASE,Transient Tachypnea of the Newborn,Newborn Transient Tachypnea|newborn|PPHN|Transient Tachypnea of Newborn|Newborn Transient Tachypneas
NEW17286,DISEASE,lung mitochondrial dysfunction present,lung mitochondrial dysfunction present
NEW17289,CHEMICAL,proline content,proline contents
C512397,CHEMICAL,thienorphine [Supplementary Concept],thienorphine|Buprenorphine/analogs  and  derivatives
D006946,DISEASE,Hyperinsulinism,"Compensatory Hyperinsulinemia|Exogenous Hyperinsulinism|Hyperinsulinism, Endogenous|Hyperinsulinism, Exogenous|Endogenous Hyperinsulinism|Hyperinsulinemia|compensatory hyperinsulinemia|Hyperinsulinemia, Compensatory"
NEW17294,CHEMICAL,ester-rich fasting,ester-rich fasting
NEW17296,CHEMICAL,serum ua concentration,serum UA concentrations
NEW17298,DISEASE,first-episode bpd,first-episode BPD
NEW17304,CHEMICAL,% grje dietary supplementation,% GRJE dietary supplementation
NEW17306,CHEMICAL,SsCCL25,SsCCL25
NEW17308,CHEMICAL,endothelium-dependent challenge,endothelium-dependent challenge
NEW17309,CHEMICAL,elagolix exposure,Elagolix exposures
NEW17312,CHEMICAL,elagolix dose,elagolix dose
C401888,CHEMICAL,pyrithiobac sodium [Supplementary Concept],Benzoates|pyrithiobac
NEW17315,BIOCHEMICAL,high vitamin e intake,Higher vitamin E intake
