PMID,Sentence,Named-Entity,Result
23331637,Mouse lines selectively bred for high (HAP) or low (LAP) alcohol preference may be a relevant model of genetic risk for co-morbid alcoholism and PTSD in humans.,alcoholism,1
30579177,These findings suggest that extensive disturbances of phospholipids may be involved in the development of SCZ.,phospholipids,1
30579177,These findings suggest that extensive disturbances of phospholipids may be involved in the development of SCZ.,SCZ,1
9384820,"The present method of AMPA administration is more suitable for investigating ALS pathogenesis than acute injections, in view of the gradual progression of the disease and the selectivity of lesions produced.",AMPA administration,1
9384820,"The present method of AMPA administration is more suitable for investigating ALS pathogenesis than acute injections, in view of the gradual progression of the disease and the selectivity of lesions produced.",ALS pathogenesis,1
33489388,This shift should be considered when hyperthyroidism persists despite reducing or stopping levothyroxine.,hyperthyroidism,1
33489388,This shift should be considered when hyperthyroidism persists despite reducing or stopping levothyroxine.,levothyroxine,1
33762687,"TH insufficiency showed a decrease in the expression of parvalbumin (PV) in the cortex and hippocampus of pups at postnatal day (PD) 14, while treatment with thyroxine from PD 0 to PD 14 ameliorated the PV loss.",thyroxine,1
33762687,"TH insufficiency showed a decrease in the expression of parvalbumin (PV) in the cortex and hippocampus of pups at postnatal day (PD) 14, while treatment with thyroxine from PD 0 to PD 14 ameliorated the PV loss.",PV loss,1
33762687,"TH insufficiency showed a decrease in the expression of parvalbumin (PV) in the cortex and hippocampus of pups at postnatal day (PD) 14, while treatment with thyroxine from PD 0 to PD 14 ameliorated the PV loss.",PD,1
33762687,"TH insufficiency showed a decrease in the expression of parvalbumin (PV) in the cortex and hippocampus of pups at postnatal day (PD) 14, while treatment with thyroxine from PD 0 to PD 14 ameliorated the PV loss.",TH insufficiency,1
33762687,"TH insufficiency showed a decrease in the expression of parvalbumin (PV) in the cortex and hippocampus of pups at postnatal day (PD) 14, while treatment with thyroxine from PD 0 to PD 14 ameliorated the PV loss.",parvalbumin,1
31598428,This review highlights the necessity for further research and trials to elucidate the role of naltrexone in human psychogenic drinking behavior.,naltrexone,1
31598428,This review highlights the necessity for further research and trials to elucidate the role of naltrexone in human psychogenic drinking behavior.,human psychogenic drinking behavior,1
19647755,"Naltrexone therapy for alcohol abuse may then act, in part, in the NAc by blocking this opioid-triggered cycle of alcohol intake.",alcohol abuse,1
19647755,"Naltrexone therapy for alcohol abuse may then act, in part, in the NAc by blocking this opioid-triggered cycle of alcohol intake.",alcohol intake,1
19647755,"Naltrexone therapy for alcohol abuse may then act, in part, in the NAc by blocking this opioid-triggered cycle of alcohol intake.",Naltrexone therapy,1
28934988,High prevalence of iron deficiency (ID) and iron deficiency anemia (IDA) has been reported in children with autism spectrum disorder (ASD).,iron deficiency anemia,1
28934988,High prevalence of iron deficiency (ID) and iron deficiency anemia (IDA) has been reported in children with autism spectrum disorder (ASD).,autism spectrum disorder,1
28934988,High prevalence of iron deficiency (ID) and iron deficiency anemia (IDA) has been reported in children with autism spectrum disorder (ASD).,ASD,1
28934988,High prevalence of iron deficiency (ID) and iron deficiency anemia (IDA) has been reported in children with autism spectrum disorder (ASD).,iron deficiency,1
31860232,"New direct-acting antivirals (DAAs), introduced in late 2013, are effective for treating chronic hepatitis C virus (HCV) infection but may pose substantial financial burden on patients and health insurers.",New direct-acting antivirals,1
31860232,"New direct-acting antivirals (DAAs), introduced in late 2013, are effective for treating chronic hepatitis C virus (HCV) infection but may pose substantial financial burden on patients and health insurers.",chronic virus infection,1
31860232,"New direct-acting antivirals (DAAs), introduced in late 2013, are effective for treating chronic hepatitis C virus (HCV) infection but may pose substantial financial burden on patients and health insurers.",hepatitis C virus,1
9579408,"Our data show that PC12 cell death under high-oxygen conditions is due to apoptosis and that, among the vitamin E homologs, alphaT most effectively prevents hyperoxic apoptosis.",alphaT,1
9579408,"Our data show that PC12 cell death under high-oxygen conditions is due to apoptosis and that, among the vitamin E homologs, alphaT most effectively prevents hyperoxic apoptosis.",vitamin E homologs,1
9579408,"Our data show that PC12 cell death under high-oxygen conditions is due to apoptosis and that, among the vitamin E homologs, alphaT most effectively prevents hyperoxic apoptosis.",hyperoxic apoptosis,1
6139118,"In 32 patients with angina of effort, the antianginal effects and action duration of propranolol, atenolol, labetalol and nadolol were compared during the exercise test after a single dose of the drug.",nadolol,1
6139118,"In 32 patients with angina of effort, the antianginal effects and action duration of propranolol, atenolol, labetalol and nadolol were compared during the exercise test after a single dose of the drug.",drug,0
6139118,"In 32 patients with angina of effort, the antianginal effects and action duration of propranolol, atenolol, labetalol and nadolol were compared during the exercise test after a single dose of the drug.",propranolol,1
6139118,"In 32 patients with angina of effort, the antianginal effects and action duration of propranolol, atenolol, labetalol and nadolol were compared during the exercise test after a single dose of the drug.",atenolol,1
6139118,"In 32 patients with angina of effort, the antianginal effects and action duration of propranolol, atenolol, labetalol and nadolol were compared during the exercise test after a single dose of the drug.",labetalol,1
27030822,"This localization is ideal if macular xanthophylls are to act as lipid-soluble antioxidants, which is the most accepted mechanism through which lutein and zeaxanthin protect neural tissue against degenerative diseases.",zeaxanthin,1
27030822,"This localization is ideal if macular xanthophylls are to act as lipid-soluble antioxidants, which is the most accepted mechanism through which lutein and zeaxanthin protect neural tissue against degenerative diseases.",degenerative diseases,1
27030822,"This localization is ideal if macular xanthophylls are to act as lipid-soluble antioxidants, which is the most accepted mechanism through which lutein and zeaxanthin protect neural tissue against degenerative diseases.",lutein,1
22512666,"In general, the water solubility of the monomeric Al materials depends on pH and their water solubility and gastrointestinal bioavailability are much greater than that of the hydrated Al silicates.",monomeric Al materials,1
22512666,"In general, the water solubility of the monomeric Al materials depends on pH and their water solubility and gastrointestinal bioavailability are much greater than that of the hydrated Al silicates.",gastrointestinal bioavailability,1
